f1_sponsor,sponsor_f1_relationship,category,rank,competitor,domain,note,also_comparable_to
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",1,Angelus,angelus-watches.com,Revived independent avant-garde Swiss watchmaker,H. Moser & Cie; Richard Mille; Rolex
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",2,Chronoswiss,chronoswiss.com,Independent Swiss haute horlogerie house,H. Moser & Cie; IWC Schaffhausen (Richemont); Rolex
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",3,Armin Strom,arminstrom.com,Independent Swiss skeletonization specialist manufacture,H. Moser & Cie; Rolex
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",4,Moritz Grossmann,moritzgrossmann.de,Independent German haute horlogerie manufacture,H. Moser & Cie; IWC Schaffhausen (Richemont); Rolex
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",5,Habring2,habring2.com,Independent Austrian complications specialist,IWC Schaffhausen (Richemont); Rolex
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",6,Kudoke,kudoke.de,Independent German haute horlogerie atelier,Rolex
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",7,Speake-Marin,speake-marin.com,Independent British-Swiss haute horlogerie brand,H. Moser & Cie; Richard Mille; Rolex
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",8,Konstantin Chaykin,chaykin-watches.com,Independent Russian avant-garde watchmaker,H. Moser & Cie; IWC Schaffhausen (Richemont); Richard Mille; Rolex
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",9,Carl F. Bucherer,carl-f-bucherer.com,Independent family-owned Swiss luxury watchmaker,H. Moser & Cie; IWC Schaffhausen (Richemont); Richard Mille
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",10,Eberhard & Co,eberhard-co-watches.ch,Independent Swiss chronograph heritage manufacture,H. Moser & Cie; IWC Schaffhausen (Richemont); Richard Mille
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",11,Ochs und Junior,ochsundjunior.swiss,Independent minimalist Swiss haute horlogerie brand,H. Moser & Cie; Richard Mille
Girard-Perregaux,Williams partner,"Luxury, Fashion & Beauty",12,Antoine Preziuso,preziuso.com,Independent Swiss haute horlogerie atelier,H. Moser & Cie; Richard Mille
H. Moser & Cie,Alpine partner,"Luxury, Fashion & Beauty",1,Rexhep Rexhepi / Akrivia,akrivia.ch,Independent young haute horlogerie maison,Girard-Perregaux
H. Moser & Cie,Alpine partner,"Luxury, Fashion & Beauty",2,Czapek,czapek.com,Revived independent Swiss haute horlogerie brand,Girard-Perregaux; Rolex
H. Moser & Cie,Alpine partner,"Luxury, Fashion & Beauty",3,Ferdinand Berthoud,ferdinandberthoud.ch,Independent ultra-high-end chronometry house,Girard-Perregaux; Rolex
H. Moser & Cie,Alpine partner,"Luxury, Fashion & Beauty",4,Grieb & Benzinger,griebandbenzinger.de,Independent German bespoke watchmaking atelier,Girard-Perregaux; Rolex
H. Moser & Cie,Alpine partner,"Luxury, Fashion & Beauty",5,Andreas Strehler,andreas-strehler.com,Independent Swiss master watchmaker atelier,Girard-Perregaux; Richard Mille
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",1,Zegna,zegna.com,Italian luxury menswear house,LVMH
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",2,Boglioli,boglioli.it,Italian independent luxury tailoring house,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",3,Canali,canali.com,Italian independent luxury menswear house,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",4,Corneliani,corneliani.com,Italian independent luxury menswear house,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",5,Suitsupply,suitsupply.com,Dutch D2C challenger menswear/tailoring brand,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",6,Todd Snyder,toddsnyder.com,US independent contemporary menswear D2C brand,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",7,The Kooples,thekooples.com,French contemporary fashion brand,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",8,Bonobos,bonobos.com,US D2C contemporary menswear brand,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",9,Frank And Oak,frankandoak.com,Canadian contemporary sustainable menswear D2C brand,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",10,Aime Leon Dore,aimeleondore.com,US independent contemporary heritage-streetwear label,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",11,Sezane,sezane.com,French fast-growing independent contemporary fashion D2C brand,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",12,Rouje,rouje.com,French fast-growing independent contemporary fashion D2C brand,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",13,Claudie Pierlot,claudiepierlot.com,French contemporary fashion brand (SMCP),
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",14,Iro Paris,iroparis.com,French independent contemporary fashion label,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",15,ba&sh,ba-sh.com,French contemporary fashion brand,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",16,Vanessa Bruno,vanessabruno.com,French independent contemporary fashion label,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",17,Zadig et Voltaire,zadig-et-voltaire.com,French independent contemporary luxury fashion house,
HUGO / Hugo Eyewear + BOSS (Hugo Boss),Racing Bulls apparel partner (HUGO/Hugo Eyewear); Aston Martin apparel partner (BOSS),"Luxury, Fashion & Beauty",18,Isabel Marant,isabelmarant.com,French independent contemporary luxury fashion house,
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",1,Ahlem Eyewear,ahlemeyewear.com,US independent luxury design eyewear brand,Ray-Ban (EssilorLuxottica)
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",2,Kaleos Eyehunters,kaleoseyehunters.com,Spanish independent fashion eyewear brand,Ray-Ban (EssilorLuxottica)
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",3,Res Rei,resrei.com,Independent avant-garde eyewear design brand,
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",4,Face a Face,facea-face.com,French independent design-forward eyewear brand,
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",5,Garrett Leight,garrettleight.com,US independent premium design eyewear brand,Oakley (EssilorLuxottica)
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",6,Moscot,moscot.com,US independent heritage eyewear brand,Oakley (EssilorLuxottica)
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",7,Tom Davies,tomdavieseyewear.com,British independent bespoke eyewear brand,
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",8,Blake Kuwahara,blakekuwahara.com,US independent luxury design eyewear brand,
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",9,Dita Eyewear,ditaeyewear.com,US independent ultra-premium design eyewear brand,Oakley (EssilorLuxottica)
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",10,Matsuda Eyewear,matsudaeyewear.com,Japanese independent luxury design eyewear brand,Oakley (EssilorLuxottica)
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",11,Anne et Valentin,anne-et-valentin.com,French independent design-forward eyewear brand,
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",12,Etnia Barcelona,etniabarcelona.com,Spanish independent design-forward eyewear brand,
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",13,Woow Eyewear,wooweyewear.com,Independent avant-garde eyewear design brand,
ic! berlin,Audi F1 partner,"Luxury, Fashion & Beauty",14,L.A. Eyeworks,laeyeworks.com,US independent design-forward eyewear brand,
Invicta Watch Group,F2 team title sponsor (Invicta Racing),"Luxury, Fashion & Beauty",1,Casio Computer,casio.com,Japanese mass-market and G-SHOCK watch manufacturer,
Invicta Watch Group,F2 team title sponsor (Invicta Racing),"Luxury, Fashion & Beauty",2,Vincero Watches,vincerowatches.com,US D2C affordable design-forward watch brand,
Invicta Watch Group,F2 team title sponsor (Invicta Racing),"Luxury, Fashion & Beauty",3,Seiko 5 Sports,seikowatches.com,Japanese accessible mechanical watch line,
Invicta Watch Group,F2 team title sponsor (Invicta Racing),"Luxury, Fashion & Beauty",4,Orient Watch,orient-watch.com,Japanese affordable mechanical watchmaker,
Invicta Watch Group,F2 team title sponsor (Invicta Racing),"Luxury, Fashion & Beauty",5,Michael Kors Watches,michaelkors.com,Capri Holdings-owned fashion watch/accessories brand,
Invicta Watch Group,F2 team title sponsor (Invicta Racing),"Luxury, Fashion & Beauty",6,Jacques Lemans,jacques-lemans.com,European affordable fashion watch brand,
Invicta Watch Group,F2 team title sponsor (Invicta Racing),"Luxury, Fashion & Beauty",7,San Martin,sanmartinwatch.com,Chinese fast-growing independent tool watch brand,Breitling
Invicta Watch Group,F2 team title sponsor (Invicta Racing),"Luxury, Fashion & Beauty",8,Pagani Design,pagani-design.com,Chinese fast-growing affordable homage watch brand,
Invicta Watch Group,F2 team title sponsor (Invicta Racing),"Luxury, Fashion & Beauty",9,Steeldive,steeldivewatch.com,Chinese fast-growing affordable dive watch brand,
Invicta Watch Group,F2 team title sponsor (Invicta Racing),"Luxury, Fashion & Beauty",10,Addiesdive,addiesdive.com,Chinese fast-growing affordable dive watch D2C brand,
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",1,Sinn Spezialuhren,sinn.de,German independent pilot/tool watch manufacture,
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",2,Laco,laco.de,German independent pilot watch heritage brand,Breitling
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",3,Junghans,junghans.de,German independent Bauhaus-heritage watchmaker,
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",4,Stowa,stowa.de,Independent German pilot watch heritage brand,
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",5,Archimede,archimede-watch.de,Independent German tool watch microbrand,
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",6,Struthers London,struthers-watches.com,British independent haute horlogerie atelier,Breitling; H. Moser & Cie
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",7,Garrick Watchmakers,garrickwatchmakers.com,British independent watch manufacture,Breitling; H. Moser & Cie
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",8,Fears Watch Company,fearswatches.com,British independent heritage watch brand,Breitling
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",9,Studio Underd0g,studiounderdog.com,British independent playful design watch brand,
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",10,Anordain,anordain.com,Scottish independent enamel-dial watch brand,
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",11,Brew Watch Co,brewwatches.com,US independent vintage-inspired coffee-culture watch brand,
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",12,RZE Watches,rzewatches.com,Singapore-based independent D2C tool watch brand,Breitling
IWC Schaffhausen (Richemont),Mercedes partner,"Luxury, Fashion & Beauty",13,Islander Watch Co,islanderwatches.com,US independent affordable dive watch microbrand,Breitling
Louis Vuitton (LVMH),F1 official partner; Monaco GP title partner,"Luxury, Fashion & Beauty",1,Hermes,hermes.com,French ultra-luxury leather goods house,
Louis Vuitton (LVMH),F1 official partner; Monaco GP title partner,"Luxury, Fashion & Beauty",2,Berluti,berluti.com,LVMH-owned French luxury leather/menswear house,LVMH
Louis Vuitton (LVMH),F1 official partner; Monaco GP title partner,"Luxury, Fashion & Beauty",3,Moynat,moynat.com,Independent heritage French luxury trunk/leather house,LVMH
Louis Vuitton (LVMH),F1 official partner; Monaco GP title partner,"Luxury, Fashion & Beauty",4,Off-White,off---white.com,LVMH-affiliated streetwear-luxury crossover house,
Louis Vuitton (LVMH),F1 official partner; Monaco GP title partner,"Luxury, Fashion & Beauty",5,Polene,polene-paris.com,French D2C luxury handbag challenger brand,
Louis Vuitton (LVMH),F1 official partner; Monaco GP title partner,"Luxury, Fashion & Beauty",6,Senreve,senreve.com,US D2C luxury leather handbag challenger brand,
Louis Vuitton (LVMH),F1 official partner; Monaco GP title partner,"Luxury, Fashion & Beauty",7,Cuyana,cuyana.com,"US D2C 'fewer, better' luxury accessories brand",
Louis Vuitton (LVMH),F1 official partner; Monaco GP title partner,"Luxury, Fashion & Beauty",8,Telfar,telfar.net,US D2C accessible luxury handbag streetwear brand,
Louis Vuitton (LVMH),F1 official partner; Monaco GP title partner,"Luxury, Fashion & Beauty",9,Wandler,wandler.com,Dutch independent luxury handbag challenger brand,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",1,Richemont,richemont.com,"Swiss luxury group (Cartier, Van Cleef, watch maisons)",
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",2,Ferragamo,ferragamo.com,Italian luxury leather goods house,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",3,L Catterton,lcatterton.com,Consumer/luxury-focused private equity firm (LVMH-affiliated),
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",4,L'Oreal Luxe,loreal.com,Luxury beauty division of L'Oreal Group,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",5,Coty Prestige,coty.com,Global prestige beauty/fragrance house,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",6,Chalhoub Group,chalhoubgroup.com,Middle East luxury goods distribution conglomerate,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",7,Ferrari S.p.A. (lifestyle/fashion licensing),ferrari.com,Luxury lifestyle brand extension business,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",8,Chow Sang Sang,chowsangsang.com,Asian jewelry and watch retail conglomerate,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",9,Van Cleef & Arpels,vancleefarpels.com,Richemont-owned high jewelry and watch maison,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",10,Buccellati,buccellati.com,Richemont-owned Italian high jewelry house,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",11,Boucheron,boucheron.com,Kering-owned French high jewelry maison,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",12,Chaumet,chaumet.com,LVMH-owned French high jewelry maison,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",13,Mikimoto,mikimoto.com,Japanese luxury pearl jewelry house,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",14,Harry Winston,harrywinston.com,Swatch Group-owned American high jewelry house,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",15,Graff Diamonds,graff.com,Independent British high jewelry house,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",16,De Beers Jewellers,debeers.com,Anglo American-owned global diamond jewelry house,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",17,Tiffany & Co,tiffany.com,LVMH-owned American luxury jewelry house,
LVMH,"F1 global partner (10-year deal; brands TAG Heuer, Louis Vuitton, Moet Hennessy, Sephora)","Luxury, Fashion & Beauty",18,Only The Brave (OTB),otb.net,Italian independent fashion holding group,
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",1,Ocean Waves Eyewear,oceanwaveseyewear.com,US independent polarized sunglasses microbrand,
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",2,Suncloud Optics,suncloudoptics.com,US affordable polarized sunglasses brand,
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",3,Serengeti Eyewear,serengeti-eyewear.com,US heritage performance sunglasses brand,Ray-Ban (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",4,Sunski,sunski.com,US independent sustainable D2C sunglasses brand,Ray-Ban (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",5,Pit Viper,pitviper.com,US fast-growing irreverent sport sunglasses brand,Oakley (EssilorLuxottica); Ray-Ban (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",6,Roka Sports,roka.com,US fast-growing premium performance eyewear D2C brand,Oakley (EssilorLuxottica); Ray-Ban (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",7,Zeal Optics,zealoptics.com,US independent sustainable performance sunglasses brand,Oakley (EssilorLuxottica); Ray-Ban (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",8,Ombraz,ombraz.com,US independent D2C strap-sunglasses brand,Oakley (EssilorLuxottica); Ray-Ban (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",9,Knockaround,knockaround.com,US fast-growing D2C affordable sunglasses brand,Oakley (EssilorLuxottica); Ray-Ban (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",10,Blenders Eyewear,blenderseyewear.com,US fast-growing D2C lifestyle sunglasses brand,Oakley (EssilorLuxottica); Ray-Ban (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",11,Shady Rays,shadyrays.com,US fast-growing D2C polarized sunglasses brand,Oakley (EssilorLuxottica); Ray-Ban (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",12,SunGod,sungod.co,British fast-growing D2C performance sports eyewear brand,Oakley (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",13,Chpo Brand,chpobrand.com,Swedish independent sustainable sunglasses brand,Oakley (EssilorLuxottica)
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",14,Bajio Sunglasses,bajiosunglasses.com,US independent fishing-focused polarized sunglasses brand,
Maui Jim (Kering Eyewear),Red Bull Racing partner,"Luxury, Fashion & Beauty",15,Flying Fisherman,flyingfisherman.com,US independent fishing-focused polarized sunglasses brand,
Mous,Mercedes partner,"Luxury, Fashion & Beauty",1,Speck Products,speckproducts.com,US protective phone case and accessories brand,
Mous,Mercedes partner,"Luxury, Fashion & Beauty",2,Bellroy (phone accessories),bellroy.com,Australian fast-growing D2C accessories brand,Piquadro; TUMI (Samsonite); mophie (ZAGG)
Mous,Mercedes partner,"Luxury, Fashion & Beauty",3,Pela Case,pelacase.com,Canadian fast-growing sustainable D2C phone case brand,
Mous,Mercedes partner,"Luxury, Fashion & Beauty",4,Rhinoshield,rhinoshield.io,Fast-growing global protective phone case brand,mophie (ZAGG)
Mous,Mercedes partner,"Luxury, Fashion & Beauty",5,Catalyst Case,catalystcase.com,US independent premium waterproof phone case brand,
Mous,Mercedes partner,"Luxury, Fashion & Beauty",6,Moment,shopmoment.com,US fast-growing D2C mobile photography case/lens brand,
Mous,Mercedes partner,"Luxury, Fashion & Beauty",7,Totallee,totallee.com,US independent minimalist D2C phone case brand,
Mous,Mercedes partner,"Luxury, Fashion & Beauty",8,Caudabe,caudabe.com,US independent minimalist premium phone case brand,
Mous,Mercedes partner,"Luxury, Fashion & Beauty",9,Ghostek,ghostek.com,US independent protective phone case and accessories brand,mophie (ZAGG)
Mous,Mercedes partner,"Luxury, Fashion & Beauty",10,Encased,encased.com,US independent D2C phone case and accessories brand,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",1,47 (New Era peer),47brand.com,US licensed sports headwear and apparel brand,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",2,Lids,lids.com,US sports headwear specialty retailer,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",3,Melin,melin.com,US fast-growing premium performance headwear D2C brand,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",4,Carhartt WIP,carhartt-wip.com,Streetwear-focused workwear-derived lifestyle brand,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",5,Stussy,stussy.com,US independent heritage streetwear label,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",6,Supreme,supremenewyork.com,US independent-turned-VF-owned streetwear label,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",7,Palace Skateboards,palaceskateboards.com,British independent streetwear/skate brand,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",8,Karhu,karhu.com,Finnish independent heritage lifestyle footwear/apparel brand,Puma; adidas
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",9,Norse Projects,norseprojects.com,Danish independent contemporary streetwear label,Tommy Hilfiger (PVH Corp)
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",10,Brixton,brixton.com,US independent heritage headwear and lifestyle brand,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",11,Volcom,volcom.com,US action-sports lifestyle apparel and headwear brand,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",12,Deus Ex Machina,deuscustoms.com,Australian independent motorcycle/surf lifestyle brand,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",13,RVCA,rvca.com,US action-sports lifestyle apparel brand,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",14,Rains,rains.com,Danish independent minimalist streetwear/outerwear brand,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",15,Wood Wood,woodwood.com,Danish independent contemporary streetwear label,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",16,Daily Paper,dailypaper.com,Dutch fast-growing independent streetwear label,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",17,Corteiz,corteiz.com,British fast-growing independent streetwear label,
New Era,Red Bull Racing headwear; Alpine/Williams/Haas partner,"Luxury, Fashion & Beauty",18,Trapstar London,trapstarlondon.com,British fast-growing independent streetwear label,
Oakley (EssilorLuxottica),Aston Martin partner,"Luxury, Fashion & Beauty",1,Under Armour Eyewear,underarmour.com,Performance sports eyewear line,
Oakley (EssilorLuxottica),Aston Martin partner,"Luxury, Fashion & Beauty",2,Tifosi Optics,tifosioptics.com,US performance sports eyewear brand,
Oakley (EssilorLuxottica),Aston Martin partner,"Luxury, Fashion & Beauty",3,Goodr,goodr.com,US fast-growing D2C running sunglasses brand,Ray-Ban (EssilorLuxottica)
Oakley (EssilorLuxottica),Aston Martin partner,"Luxury, Fashion & Beauty",4,District Vision,districtvision.com,US fast-growing premium performance eyewear D2C brand,Athletic Propulsion Labs (APL)
Oakley (EssilorLuxottica),Aston Martin partner,"Luxury, Fashion & Beauty",5,DIFF Eyewear,diffeyewear.com,US fast-growing D2C fashion sunglasses brand,Maui Jim (Kering Eyewear); Ray-Ban (EssilorLuxottica); ic! berlin
Oakley (EssilorLuxottica),Aston Martin partner,"Luxury, Fashion & Beauty",6,Prive Revaux,priverevaux.com,US fast-growing D2C affordable designer-style eyewear brand,Ray-Ban (EssilorLuxottica); ic! berlin
OGIO (Topgolf Callaway Brands),Aston Martin partner,"Luxury, Fashion & Beauty",1,Sun Mountain Sports,sunmountain.com,US golf bag and outerwear equipment brand,
OGIO (Topgolf Callaway Brands),Aston Martin partner,"Luxury, Fashion & Beauty",2,Stitch Golf,stitchgolf.com,Fast-growing premium golf bag and accessories D2C brand,
OGIO (Topgolf Callaway Brands),Aston Martin partner,"Luxury, Fashion & Beauty",3,Miura (bag line),miuragolf.com,Premium golf equipment brand accessories line,
OGIO (Topgolf Callaway Brands),Aston Martin partner,"Luxury, Fashion & Beauty",4,Callaway Golf (bags),callawaygolf.com,Global golf equipment and accessories brand,
OGIO (Topgolf Callaway Brands),Aston Martin partner,"Luxury, Fashion & Beauty",5,Osprey Packs,osprey.com,US premium outdoor/travel bag and gear brand,Castore
OGIO (Topgolf Callaway Brands),Aston Martin partner,"Luxury, Fashion & Beauty",6,Topo Designs,topodesigns.com,US independent heritage-outdoor apparel and bag brand,Castore
