#,company,domain,hq_country,sector,subsector,employees_est,affordability,why_f1
310,Nemetschek Group,nemetschek.com,Germany,Enterprise SaaS & Cloud,Vertical SaaS - AEC / design software,"~3,700","Public (ETR: NEM); revenue ~EUR 996M (2024), ~EUR 1.1B 2025, highly profitable",Engineering/design software house seeking global brand beyond DACH; competes with Autodesk; strong margins fund marquee marketing.
311,Odoo,odoo.com,Belgium,Enterprise SaaS & Cloud,Open-source ERP / business apps,"~4,500","Revenue ~EUR 650M (2025e), profitable; EUR 500M secondary (Nov 2024) valuing company ~EUR 5B",Hyper-growth global SMB brand (12M+ users) with almost no big-ticket marketing yet; F1 would leapfrog awareness vs SAP/Oracle.
312,OneStream,onestream.com,United States,Enterprise SaaS & Cloud,Finance / CPM software,"~1,500","Public (NASDAQ: OS); revenue ~$490M (2024), ~$600M run-rate 2025",CFO-suite buyers respond to premium hospitality; competes against SAP and Oracle - both F1-entrenched - and needs a counter-platform.
313,OneTrust,onetrust.com,United States,Enterprise SaaS & Cloud,Privacy / trust & GRC SaaS,"~2,300",Private; ARR ~$500M (2024); raised >$1B total (last round 2023 at $4.5B),Sells trust/compliance to global CDOs and legal execs; EU-heavy buyer base matches European race calendar.
314,Procore,procore.com,United States,Enterprise SaaS & Cloud,Vertical SaaS - construction,"~4,100",Public (NYSE: PCOR); revenue ~$1.15B (2024),Construction-owner audience skews to infrastructure/real-estate execs who buy hospitality; international expansion push in Europe and Middle East.
315,Qualtrics,qualtrics.com,United States,Enterprise SaaS & Cloud,Experience management (XM),"~5,000","Private (Silver Lake, $12.5B take-private 2023); revenue ~$1.5B (2024)",History of big sports marketing (Qualtrics patch with Utah Jazz); fan/customer-experience narrative fits F1; PE-backed brand investment.
316,RingCentral,ringcentral.com,United States,Enterprise SaaS & Cloud,UCaaS / cloud communications,"~3,700",Public (NYSE: RNG); revenue ~$2.4B (2024),"History of large sports sponsorships (PGA Tour, pro teams); competes with Zoom/Microsoft and needs global brand differentiation."
317,Rippling,rippling.com,United States,Enterprise SaaS & Cloud,HR / IT workforce platform,"~3,800",Raised $450M Series G (May 2025) at $16.8B valuation; total raised >$1.8B; ARR >$570M (2025),Aggressive challenger brand vs ADP/Workday (Workday is a McLaren partner); international push into UK/EU/APAC.
318,Samsara,samsara.com,United States,Enterprise SaaS & Cloud,Connected operations / IoT SaaS,"~3,200","Public (NYSE: IOT); revenue ~$1.25B FY2025, growing ~33%",Vehicle telematics DNA makes F1 telemetry a perfect brand fit; expanding into Europe/Mexico where F1 races anchor markets.
319,ServiceTitan,servicetitan.com,United States,Enterprise SaaS & Cloud,Vertical SaaS - trades / field service,"~3,000","Public (NASDAQ: TTAN, IPO Dec 2024); revenue ~$772M FY2025",Tradesperson audience over-indexes on motorsport; post-IPO brand budget; 'titan' performance branding fits racing.
320,Sprinklr,sprinklr.com,United States,Enterprise SaaS & Cloud,Martech / unified CX management,"~4,000",Public (NYSE: CXM); revenue ~$796M FY2025,Sells social/CX suites to global consumer brands - many already F1 sponsors; needs marquee brand moments to reignite growth.
321,TeamSystem,teamsystem.com,Italy,Enterprise SaaS & Cloud,ERP / SMB business software,"~4,700",Private (Hellman & Friedman); revenue ~EUR 960M (2024),Italian market leader with motorsport-mad home audience (Monza/Imola); digitalization push across Southern Europe SMBs.
322,Vercel,vercel.com,United States,Enterprise SaaS & Cloud,Devtools / frontend cloud,~650,Raised $300M Series F (Sep 2025) at $9.3B valuation; total raised ~$860M; ARR >$200M,Speed/performance ('ship fast') brand ethos matches racing; courts developer audience F1 teams increasingly showcase.
323,Workhuman,workhuman.com,Ireland,Enterprise SaaS & Cloud,HR tech / employee recognition,"~1,000","Private; ~$1B+ revenue run-rate reported, profitable; valued $1.2B+",Sells to CHROs of Fortune 500; Irish-American brand with big event-marketing history (Workhuman Live); hospitality-led enterprise motion.
324,Workiva,workiva.com,United States,Enterprise SaaS & Cloud,Financial reporting / GRC SaaS,"~2,900",Public (NYSE: WK); revenue ~$739M (2024),CFO/controller audience; ESG and assurance reporting push in Europe aligns with F1's corporate-partner ecosystem.
325,ZoomInfo,zoominfo.com,United States,Enterprise SaaS & Cloud,GTM intelligence / sales tech,"~3,500","Public (NASDAQ: GTM); revenue ~$1.21B (2024), strongly cash-generative",Rebranding around 'GTM Intelligence' needs awareness beyond US; B2B sales audience is exactly who attends F1 corporate suites.
326,Adyen,adyen.com,Netherlands,Fintech & Payments,Payments infrastructure,"~4,700","Net revenue ~EUR 2.0B (2024), highly profitable, AMS-listed at ~EUR 45B+ market cap","Enterprise payments brand fighting Stripe/Checkout.com for global merchants; F1's premium B2B audience fits, and rivals Visa/Mastercard already own team real estate."
327,Affirm,affirm.com,United States,Fintech & Payments,BNPL,"~2,100","Revenue $3.2B FY2025, NASDAQ-listed, GAAP profitable quarters",US BNPL leader chasing brand trust and UK/international expansion; F1's US boom reaches its exact affluent-millennial checkout demographic.
328,Al Ansari Financial Services,alansariexchange.com,United Arab Emirates,Fintech & Payments,Remittances / exchange,"~3,000","Revenue ~AED 1.15B (~$310M, 2024), profitable, DFM-listed",Cash-generative Gulf remittance leader; Abu Dhabi GP is its home marketing event and its expat customer base are core F1 fans.
329,Brex,brex.com,United States,Fintech & Payments,Corporate cards / spend management,"~1,300","Net revenue est. $400M+ (2024); $1.5B equity raised, IPO-track",Enterprise push vs Ramp needs a global brand stage; F1 CFO/founder hospitality maps to its exact buyer.
330,Checkout.com,checkout.com,United Kingdom,Fintech & Payments,Payments infrastructure,"~1,800",Net revenue est. $400M+ and claimed profitability in 2024; raised $1B Series D (2022),Needs enterprise-brand awareness vs Adyen/Stripe; London HQ with Middle East growth push maps to F1 calendar and hospitality-led sales.
331,Chime,chime.com,United States,Fintech & Payments,Consumer neobank,"~1,500",Revenue $1.67B (2024); NASDAQ IPO June 2025,Post-IPO brand push; already sponsors NBA (Mavericks) while rival Cash App owns Racing Bulls — direct competitor pressure to answer in F1.
332,CloudWalk (InfinitePay),cloudwalk.io,Brazil,Fintech & Payments,SMB acquiring / payments,~700,"Revenue ~$497M (2024), profitable",Profitable Brazilian challenger with IPO ambitions; Interlagos + Senna heritage makes F1 the highest-leverage brand stage in Brazil.
333,CRED,cred.club,India,Fintech & Payments,Consumer fintech / payments,"~1,000","Revenue INR 2,473 Cr (~$300M) FY24; proven IPL-scale sponsorship spender",Targets exactly India's affluent-premium segment that F1 indexes on; already spends heavily on marquee sports (IPL).
334,Dave,dave.com,United States,Fintech & Payments,Consumer neobank,~350,"Revenue $347M (2024), profitable, NASDAQ-listed",Profitable everyday-banking app needing mass-culture awareness; F1's young US streaming audience is its acquisition target.
335,dLocal,dlocal.com,Uruguay,Fintech & Payments,Emerging-markets payments,"~1,000","Revenue $746M (2024), profitable, NASDAQ-listed",Emerging-markets payments champion; F1's expansion into LatAm/Africa/Asia audiences is literally its pitch deck.
336,Green Dot,greendot.com,United States,Fintech & Payments,Banking-as-a-service,"~1,300","Revenue $1.7B (2024), NYSE-listed",BaaS platform behind Apple/Walmart wallets seeking enterprise brand credibility; F1 is fintech's hottest B2B showcase.
337,Klarna,klarna.com,Sweden,Fintech & Payments,BNPL / consumer payments,"~3,500",Revenue ~$2.8B (2024); NYSE-listed 2025,Post-IPO global consumer brand campaign moment; no current F1 deal (verified) while card rivals Visa/Mastercard/Amex all activate in F1.
338,Marqeta,marqeta.com,United States,Fintech & Payments,Card issuing infrastructure,~800,"Net revenue ~$507M (2024), NASDAQ-listed, ~$1B cash",Issuing-infra brand selling to banks and fintechs; F1 paddock is exactly where its buyers and partners (Visa/Mastercard) convene.
339,Mercury,mercury.com,United States,Fintech & Payments,Business banking,~850,"$300M Series C (Mar 2025) at $3.5B; profitable, revenue $500M (2024)",Profitable startup-banking leader taking share post-SVB; F1's founder-heavy fanbase is its core segment.
340,Moniepoint,moniepoint.com,Nigeria,Fintech & Payments,Business banking / payments,"~2,000","$110M Series C (Oct 2024, DPI/Google-led), >$180M total; unicorn, profitable",Africa's standout profitable fintech seeking global credibility; F1 offers pan-African diaspora reach no local property matches.
341,Monzo,monzo.com,United Kingdom,Fintech & Payments,Consumer neobank,"~3,700","Revenue ~GBP 1.2B FY2025, profitable; $5.9B valuation",Profitable UK neobank expanding to US/Europe; arch-rival Revolut just entered F1 with Audi — clearest competitor-pressure story in the category.
342,Mynt (GCash),gcash.com,Philippines,Fintech & Payments,Mobile wallet,"~1,500","Profitable; revenue est. $400M+ (2024); $5B valuation, IPO-track",Dominant Filipino wallet monetizing 90M+ users plus global OFW diaspora; F1 gives international prestige ahead of a record IPO.
343,N26,n26.com,Germany,Fintech & Payments,Consumer neobank,"~1,500","Revenue ~EUR 440M (2024), reached monthly profitability",European consumer brand needing differentiation vs Revolut (now on Audi's German F1 entry) — home-market defense argument writes itself.
344,Network International,network.ae,United Arab Emirates,Fintech & Payments,Payments infrastructure,"~2,500",Revenue ~$500M; taken private by Brookfield for $2.8B (2024),"MEA's largest merchant acquirer with two home Grands Prix (Abu Dhabi, Bahrain HQ region); PE owner wants brand-led growth."
345,Nuvei,nuvei.com,Canada,Fintech & Payments,Payments infrastructure,"~2,000",Revenue $1.2B+ (2023); taken private by Advent at $6.3B (2024),Celebrity-backed brand (Ryan Reynolds) with global merchant ambitions; prior sports marketing appetite and private-equity growth mandate.
346,OakNorth,oaknorth.co.uk,United Kingdom,Fintech & Payments,SME digital bank,~900,"Pre-tax profit GBP 215M (2024), revenue GBP 350M+, consistently profitable",Highly profitable lender to scale-up businesses entering the US; F1 paddock is a founder/entrepreneur audience — its exact borrower profile.
347,Payoneer,payoneer.com,United States,Fintech & Payments,Cross-border B2B payments,"~2,000","Revenue $978M (2024), profitable, NASDAQ-listed",Serves SMB exporters across 190 countries — F1's global footprint mirrors its market; rival remittance brand MoneyGram already on the grid with Haas.
348,PayPay,paypay.ne.jp,Japan,Fintech & Payments,Mobile payments / superapp,"~3,500","Revenue ~JPY 210B (~$1.4B), profitable; SoftBank-backed, US listing track",Japan's #1 QR wallet going for a global listing; Suzuka and Honda's 2026 Aston Martin return make F1 culturally resonant at home.
349,Paysafe,paysafe.com,United Kingdom,Fintech & Payments,Payments / digital wallets,"~3,300","Revenue $1.7B (2024), NYSE-listed",Deep iGaming/betting payments franchise overlaps F1's gambling-sponsor economy; needs brand refresh vs bigger wallets.
350,Plaid,plaid.com,United States,Fintech & Payments,Open banking infrastructure,"~1,200",Raised ~$575M (Apr 2025) at $6.1B valuation,Freshly capitalized infra brand whose customers are every fintech on this list; F1 B2B hospitality is a natural developer/enterprise play.
351,Ramp,ramp.com,United States,Fintech & Payments,B2B spend management,"~1,200",Raised $150M+ across 2025 rounds (valuation $16B to $22.5B); $1B+ lifetime equity,Hyper-funded category leader in a brand shootout with Brex; F1's efficiency/speed narrative is literally its product story.
352,Razorpay,razorpay.com,India,Fintech & Payments,Payments infrastructure,"~3,000","Revenue ~INR 2,500 Cr (~$300M) FY24; $7.5B valuation, IPO-track",India's top payment gateway pre-IPO; F1's fast-growing Indian fanbase offers brand scale beyond saturated cricket sponsorship.
353,Remitly,remitly.com,United States,Fintech & Payments,Consumer remittances,"~2,700","Revenue $1.26B (2024), NASDAQ-listed",Already a major sports sponsor (Seattle Sounders); F1 reaches diaspora audiences in US/Gulf/Europe while MoneyGram occupies the category at Haas.
354,Sezzle,sezzle.com,United States,Fintech & Payments,BNPL,~650,"Revenue $271M (2024), profitable, NASDAQ-listed",Profitable challenger BNPL needing mainstream brand lift vs Klarna/Afterpay; F1's young US fanbase is its core shopper.
355,Shift4,shift4.com,United States,Fintech & Payments,Payments infrastructure,"~3,500","Gross revenue $3.3B (2024), profitable, NYSE-listed",Already the payments backbone of stadiums and venues; an F1 deal pairs sponsorship with event-payments supplier revenue.
356,SoFi,sofi.com,United States,Fintech & Payments,Consumer neobank,"~4,500","Revenue $2.7B (2024), GAAP profitable, NASDAQ-listed; already spends ~$30M/yr on SoFi Stadium naming",Proven mega-scale sports sponsor; F1's affluent young US audience matches its member growth engine — no F1 presence yet.
357,Starling Bank,starlingbank.com,United Kingdom,Fintech & Payments,Consumer/SME neobank,"~3,500","Revenue ~GBP 700M FY2025, profitable",Profitable and building Engine (global SaaS arm); F1's British heartland (7 UK-based teams) and B2B reach fit both brands.
358,SumUp,sumup.com,United Kingdom,Fintech & Payments,SMB payments,"~3,000","Revenue est. EUR 1B+ (2024), EBITDA positive; EUR 1.5B financing (2024)",Pan-European merchant brand (36 markets) with mass SMB reach; F1's European core plus LatAm growth matches its merchant map.
359,Tabby,tabby.ai,United Arab Emirates,Fintech & Payments,BNPL,"~1,000",$160M Series E (Feb 2025) at $3.3B valuation; IPO-track,MENA's biggest fintech with Saudi/UAE home Grands Prix; pre-IPO brand building where F1 is a state-backed marquee property.
360,Thunes,thunes.com,Singapore,Fintech & Payments,Cross-border payments network,~600,"$150M Series D (Apr 2025, Apis/Vitruvian-led)",Fresh $150M and a 130-country network story; F1's global B2B platform suits a brand selling reach to banks and wallets.
361,Trustly,trustly.com,Sweden,Fintech & Payments,Account-to-account payments,~900,"Revenue ~$265M+ (2023), profitable; Nordic Capital-owned, IPO-track",Pay-by-bank challenger to cards — sponsoring F1 where Visa/Mastercard/Amex all spend is a direct category-attack play.
362,Tyme Group (TymeBank),tymebank.co.za,South Africa,Fintech & Payments,Consumer neobank,"~1,000","$250M Series D (Dec 2024, Nubank-led) at $1.5B valuation","Nubank-backed multi-market neobank (SA, Philippines, Vietnam); F1's mooted African return plus APAC races fit its expansion map."
363,Uala,uala.com.ar,Argentina,Fintech & Payments,Consumer neobank,"~1,500","$300M Series E (Nov 2024, Allianz X-led) at $2.75B valuation",LatAm consumer brand riding Colapinto-driven Argentine F1 mania — rare moment where F1 is the top consumer property in its home market.
364,Viva Republica (Toss),toss.im,South Korea,Fintech & Payments,Consumer superapp / neobank,"~2,000","Revenue ~KRW 1.9T (~$1.4B, 2024), first profitable year; IPO-track","Korea's dominant fintech superapp preparing global story/IPO; F1 is the premium global stage Korean brands (Hyundai, Kia) already use in sport."
365,Zepz (WorldRemit/Sendwave),zepz.io,United Kingdom,Fintech & Payments,Consumer remittances,"~1,000","Raised $267M (Oct 2024, Accel/IFC-led); $700M+ lifetime funding","Fresh capital and two consumer brands to grow globally; F1's African, Gulf and LatAm races hit key remittance corridors."
366,Zip Co,zip.co,Australia,Fintech & Payments,BNPL,"~1,000","Revenue A$868M (~$580M) FY24, cash EBTDA positive, ASX-listed",Turnaround complete and pushing US growth; F1 (Melbourne home race + US races) offers a two-market brand platform.
367,Flo Health,flo.health,United Kingdom,Health & Wearables,Women's health app,~600,$200M from General Atlantic (Jul 2024) at $1B+ valuation; 70M+ MAU,F1's fastest-growing segment is female fans; F1 Academy partnership angle gives an authentic entry point.
368,Hims & Hers Health,hims.com,United States,Health & Wearables,D2C telehealth,"~1,700","Revenue $1.48B (2024), profitable, aggressive brand-marketing spender (Super Bowl ads)",Chasing young male demo globally; F1 delivers exactly that audience at scale for men's-health brand building.
369,Hinge Health,hingehealth.com,United States,Health & Wearables,Digital musculoskeletal care,"~1,400",Revenue ~$430M (2024); NYSE IPO May 2025 raised ~$430M,Newly public and building consumer/employer brand awareness; movement-health story fits human-performance narrative.
370,Neko Health,nekohealth.com,Sweden,Health & Wearables,Preventive full-body health scans,~350,$260M Series B (Jan 2025) led by Lightspeed; Daniel Ek co-founded,Premium preventive-health brand expanding internationally; F1's affluent audience matches its customer profile.
371,Polar Electro,polar.com,Finland,Health & Wearables,Sports watches / HR sensors,"~1,100","Revenue ~EUR 450M, profitable family-owned group",Needs relevance reset vs Garmin/Whoop; driver biometrics partnership offers credibility with performance audience.
372,Strava,strava.com,United States,Health & Wearables,Fitness social app,~500,"Est. ~$275M revenue (2024), 100M+ registered athletes, profitable-adjacent",Drivers' cycling/training culture is already Strava-native; global active-lifestyle audience overlaps new F1 fans.
373,Therabody,therabody.com,United States,Health & Wearables,Recovery tech (percussive therapy),~600,Est. $400M+ revenue; longstanding multi-league sports partnership program well above $1M/yr,Recovery-tech category leader already embedded in elite sport; driver/pit-crew recovery is an authentic F1 activation.
374,Accretech (Tokyo Seimitsu),accretech.com,Japan,Industrial & Engineering,Precision metrology & semiconductor equipment,"~2,900","Revenue ~JPY 140B (~USD 950M, FY2024), profitable listed group",Surface and form metrology at nanometer level — direct fit with F1 component QC story; brand lift vs Mitutoyo/Zeiss.
375,Anritsu,anritsu.com,Japan,Industrial & Engineering,Test & measurement / telecom instrumentation,"~4,000","Revenue ~JPY 110B (~USD 750M, FY2024), profitable listed T&M maker",Connectivity/test precision brand fits F1's data-driven telemetry story; global B2B visibility against Keysight/R&S.
376,Arburg,arburg.com,Germany,Industrial & Engineering,Injection molding machines & polymer AM,"~3,700","Revenue ~EUR 750M (~USD 810M, 2023), profitable family-owned Mittelstand leader",Precision polymer processing brand; F1 lightweighting/plastics narrative plus premium hospitality for global molders.
377,Balluff,balluff.com,Germany,Industrial & Engineering,Industrial sensors & automation,"~3,600","Revenue ~EUR 500M (~USD 540M, 2023), profitable family-owned sensor maker",Sensor precision and factory-automation story; F1 telemetry parallel gives a global stage vs larger rivals Sick/ifm.
378,Biesse,biesse.com,Italy,Industrial & Engineering,"Machinery for wood, glass & advanced materials","~4,200","Revenue ~EUR 795M (~USD 860M, 2023), listed on Borsa Italiana, profitable",Italian machinery tech brand; motorsport-nation identity and materials-processing precision story for global dealers.
379,Bonfiglioli,bonfiglioli.com,Italy,Industrial & Engineering,"Gearmotors, drives & mechatronics","~4,700","Revenue ~EUR 1.16B (~USD 1.25B, 2023), profitable listed group",Emilia-Romagna 'Motor Valley' native — authentic geographic and engineering fit; global OEM hospitality platform.
380,Bystronic,bystronic.com,Switzerland,Industrial & Engineering,Sheet-metal laser cutting & bending systems,"~3,300","Revenue ~CHF 750M (~USD 850M, 2024), listed on SIX, profitable through cycle",Laser-precision fabrication brand; F1 speed/automation storyline supports global rebrand from Bystronic Group.
381,Bürkert Fluid Control Systems,burkert.com,Germany,Industrial & Engineering,Fluid control valves & microfluidics,"~3,700","Revenue ~EUR 700M (~USD 760M, 2023), profitable family-owned Mittelstand",Precision fluidics maps to F1 fuel/hydraulic systems; global brand-building for a quiet category leader.
382,CeramTec,ceramtec.com,Germany,Industrial & Engineering,Advanced technical ceramics,"~3,600","Revenue ~EUR 900M (~USD 970M, 2023), profitable PE-backed (BC Partners/CPP)","Extreme-environment ceramics (heat, wear) mirror F1 operating conditions; ingredient brand seeking visibility ahead of eventual IPO."
383,Chiron Group,chiron-group.com,Germany,Industrial & Engineering,Machine tools (high-speed machining centers),"~1,900","Revenue ~EUR 430M (~USD 465M, 2023), profitable family-owned group (Hoberg & Driesch)",High-speed machining brand built on cycle-time obsession — same language as F1 pit-lane performance.
384,Cognex,cognex.com,United States,Industrial & Engineering,Machine vision & industrial AI,"~2,400","Revenue ~USD 900M (2024), profitable Nasdaq-listed machine-vision leader",Vision systems 'that never blink' — pit-stop speed and defect-detection storyline; strong B2B hospitality asset for automotive/logistics clients.
385,Datalogic,datalogic.com,Italy,Industrial & Engineering,"Auto-ID, barcode & machine vision","~2,700","Revenue ~EUR 500M (~USD 540M, 2023), listed on Borsa Italiana, profitable",Italian tech brand tracking millions of scans/second; speed-and-accuracy storyline plus retail/logistics client hospitality.
386,DN Solutions,dn-solutions.com,South Korea,Industrial & Engineering,Machine tools (CNC),"~1,800","Revenue ~KRW 2.1T (~USD 1.6B, 2023), highly profitable ex-Doosan Machine Tools; IPO-track scale",Korea's top machine-tool exporter seeking global brand recognition; precision machining narrative plus dealer/customer hospitality.
387,Festool (TTS Tooltechnic Systems),festool.com,Germany,Industrial & Engineering,Premium power tools,"~3,000","Group revenue ~EUR 850M (~USD 920M, 2023), profitable family-owned premium brand",Premium 'German precision tools' consumer-pro brand; F1 garage imagery and trade-audience activation like DeWalt did in NASCAR.
388,Graco,graco.com,United States,Industrial & Engineering,Fluid handling & spray equipment,"~4,300","Revenue ~USD 2.1B (2024) with ~25%+ operating margins, NYSE-listed","Premium fluid-handling brand (finishing, lubrication) with big distributor network — F1 hospitality is a natural channel-incentive engine."
389,Herrenknecht,herrenknecht.com,Germany,Industrial & Engineering,Tunnel boring & heavy engineering,"~5,000","Revenue ~EUR 1.4B (~USD 1.5B, 2023), profitable global market leader in TBMs",Mega-engineering icon; 'engineering the impossible' narrative and hospitality for government/infrastructure clients at street circuits.
390,HIWIN Technologies,hiwin.com,Taiwan,Industrial & Engineering,"Motion control (linear guides, ballscrews, robots)","~4,500","Revenue ~TWD 26B (~USD 800M, 2024), profitable TWSE-listed motion leader",Motion-precision components brand; F1 platform differentiates vs THK/NSK with global machine-builder audience.
391,HMS Networks,hms-networks.com,Sweden,Industrial & Engineering,Industrial communication & IIoT connectivity,"~1,100","Revenue ~SEK 3.1B (~USD 290M, 2024), profitable Nasdaq Stockholm-listed",'Connecting devices' at industrial scale mirrors F1 telemetry; challenger brand with strong margins and acquisitive growth.
392,IPG Photonics,ipgphotonics.com,United States,Industrial & Engineering,Industrial fiber lasers,"~4,200","Revenue ~USD 1.0B (2024), Nasdaq-listed with USD 1B+ net cash",Fiber-laser pioneer with fortress balance sheet; light-speed cutting/welding narrative made for F1 creative.
393,Jenoptik,jenoptik.com,Germany,Industrial & Engineering,"Photonics, optics & metrology","~4,600","Revenue ~EUR 1.1B (~USD 1.2B, 2024), profitable TecDAX-listed",Optical metrology and laser precision; F1 gives global visibility for semicon/automotive metrology push.
394,JEOL,jeol.com,Japan,Industrial & Engineering,Scientific instruments (electron microscopes),"~3,400","Revenue ~JPY 170B (~USD 1.1B, FY2024), strongly profitable listed instrument maker",'Seeing the invisible' materials-science narrative pairs with F1 metallurgy/composites; premium hospitality for research and semicon clients.
395,Kardex Group,kardex.com,Switzerland,Industrial & Engineering,Intralogistics & automated storage,"~2,500","Revenue ~EUR 1.3B (~USD 1.4B, 2024), profitable SIX-listed",Automation-and-throughput story; strong cash flows and global installed base of B2B decision-makers to host.
396,Kistler Group,kistler.com,Switzerland,Industrial & Engineering,"Dynamic measurement sensors (pressure, force, acceleration)","~2,000","Revenue ~CHF 450M (~USD 500M, 2023), profitable private Swiss group",Already supplies measurement tech to motorsport; official-partner status would monetize authentic 'measured by Kistler' precision story.
397,Krohne,krohne.com,Germany,Industrial & Engineering,Process instrumentation (flow & level measurement),"~4,100","Revenue ~EUR 750M (~USD 810M, 2023), profitable family-owned group",Flow measurement is literally regulated in F1 (fuel-flow meters); authentic precision-measurement narrative and energy-sector hospitality.
398,Lasertec,lasertec.co.jp,Japan,Industrial & Engineering,Semiconductor inspection & metrology,~800,"Revenue ~JPY 213B (~USD 1.4B, FY2024) with exceptional margins; EUV inspection monopoly",Nanometer-scale inspection monopoly with cash to spend; F1 gives consumer-grade visibility for recruiting and brand.
399,LINAK,linak.com,Denmark,Industrial & Engineering,Electric linear actuators,"~2,700","Revenue ~DKK 5.4B (~USD 780M, FY2023/24), profitable family-owned",Precision electric actuation brand; F1 electrification-of-motion narrative and OEM customer hospitality.
400,Makino Milling Machine,makino.com,Japan,Industrial & Engineering,"Machine tools (5-axis milling, EDM)","~4,600","Revenue ~JPY 225B (~USD 1.5B, FY2024), profitable listed manufacturer",High-precision 5-axis milling used across motorsport supply chains; engineering-excellence branding to global OEM audience.
401,Maschinenfabrik Berthold Hermle,hermle.de,Germany,Industrial & Engineering,Machine tools (5-axis machining centers),"~1,350","Revenue ~EUR 467M (~USD 505M, 2023) with ~20% operating margins; listed Mittelstand champion",Hermle mills are staples in motorsport machine shops; ultra-precision German engineering fits F1 halo perfectly.
402,Materialise,materialise.com,Belgium,Industrial & Engineering,Additive manufacturing software & services,"~2,300","Revenue ~EUR 266M (~USD 290M, 2024), profitable Nasdaq-listed AM pioneer",3D-printing software/services leader; rapid-iteration story matches F1 development cycle; not tied to a team (unlike EOS/3D Systems/Stratasys).
403,Mycronic,mycronic.com,Sweden,Industrial & Engineering,"Electronics production equipment (mask writers, SMT)","~2,100","Revenue ~SEK 7.4B (~USD 700M, 2024), highly profitable Nasdaq Stockholm-listed",Monopoly-grade precision (photomask writers) with strong cash generation; F1 raises profile with global electronics customers.
404,Novanta,novanta.com,United States,Industrial & Engineering,Photonics & precision motion components,"~2,900","Revenue ~USD 950M (2024), profitable NYSE-listed",Precision photonics/motion inside medical and industrial OEM products; F1 elevates a low-awareness ingredient brand.
405,Okuma Corporation,okuma.com,Japan,Industrial & Engineering,"Machine tools (CNC lathes, machining centers)","~4,000","Revenue ~JPY 220B (~USD 1.5B, FY2024), consistently profitable listed machine-tool leader",CNC precision-machining flagship brand; F1 'machined to microns' narrative plus B2B hospitality for global aerospace/auto buyers.
406,Onto Innovation,ontoinnovation.com,United States,Industrial & Engineering,Semiconductor process control & metrology,"~1,600","Revenue ~USD 990M (2024), profitable Nasdaq-listed",Precision-at-nanoscale brand seeking awareness beyond fabs; F1 tech partnership model proven by peers (KLA sponsors elsewhere).
407,Oxford Instruments,oxinst.com,United Kingdom,Industrial & Engineering,Scientific instruments & nanotechnology tools,"~2,400","Revenue ~GBP 470M (~USD 600M, FY2024), profitable LSE-listed",British high-science engineering brand; home-of-F1 (Motorsport Valley) narrative and academic/industrial client hospitality.
408,Rotork,rotork.com,United Kingdom,Industrial & Engineering,Flow-control actuators & instruments,"~3,800","Revenue ~GBP 754M (~USD 950M, 2024), highly profitable FTSE-250",British precision-actuation champion; reliability-under-extremes narrative and hospitality for energy/water clients at global races.
409,SGL Carbon,sglcarbon.com,Germany,Industrial & Engineering,Carbon fiber & graphite materials,"~4,800","Revenue ~EUR 1.03B (~USD 1.1B, 2024), profitable Frankfurt-listed",Carbon materials are the substance of an F1 car — authentic advanced-materials narrative; no current F1 sponsorship.
410,Sodick,sodick.co.jp,Japan,Industrial & Engineering,"Machine tools (EDM, additive)","~3,600","Revenue ~JPY 74B (~USD 500M, 2024), profitable listed EDM specialist",Micron-level EDM and metal AM story maps directly to F1 component tolerances; global brand-building beyond Japan.
411,United Grinding Group,grinding.ch,Switzerland,Industrial & Engineering,"Machine tools (grinding: Studer, Walter, Mägerle)","~2,500","Revenue ~CHF 700M (~USD 780M, 2023), profitable Swiss precision group","Grinding-to-sub-micron Swiss precision story; ideal B2B hospitality platform for aerospace, medical and auto customers."
412,Universal Robots,universal-robots.com,Denmark,Industrial & Engineering,Collaborative robots,"~1,000",Revenue ~USD 300M (2023) and backed by profitable parent Teradyne (USD 2.8B revenue),Category-creating cobot brand; pit-crew automation storyline and huge SME-manufacturer audience reach.
413,Vaisala,vaisala.com,Finland,Industrial & Engineering,Weather & environmental measurement instruments,"~2,400","Revenue ~EUR 540M (~USD 585M, 2024), listed on Nasdaq Helsinki, profitable",Weather intelligence decides races — natural 'official weather measurement' storyline; no current F1 deal found (checked).
414,Air Charter Service,aircharterservice.com,United Kingdom,Logistics & Supply Chain,Air charter (cargo & group travel),~700,"Revenue ~£1.9B (FY2022/23), consistently profitable",Already charters freighters and crew flights for motorsport calendars; F1 branding formalizes a business it literally flies.
415,AIT Worldwide Logistics,aitworldwide.com,United States,Logistics & Supply Chain,Freight forwarding,"~2,500-3,000","Revenue ~$2.6B (2022), ~$1.7B (2024)",Global forwarder with time-critical and motorsports-adjacent verticals; F1 is the ultimate deadline-freight showcase.
416,Altana,altana.ai,United States,Logistics & Supply Chain,Supply chain AI / value-chain intelligence,~250-350,Raised $200M Series C (Jul 2024) at $1B valuation; ~$322M total funding,Unicorn mapping the world's supply chains for governments/enterprises; F1's global value chain is a flagship storytelling canvas.
417,Arcese,arcese.com,Italy,Logistics & Supply Chain,Road transport & freight forwarding,"~2,900","Revenue ~€800M (2023), family-owned",Italian family logistics group; Monza/Imola home races and automotive OEM client base make F1 hospitality high-yield.
