#,company,domain,hq_country,sector,subsector,employees_est,affordability,why_f1
191,Sumo Logic,sumologic.com,United States,Generative AI & Model Labs,Observability / log analytics with AI,800,Revenue ~$300M; Francisco Partners-owned ($1.7B take-private),Rebranding around AI-powered log analytics; needs differentiation in a category where rivals already use F1.
192,Surge AI,surgehq.ai,United States,Generative AI & Model Labs,RLHF / human data for frontier models,411,"Bootstrapped, profitable; reported >$1B revenue (2024); exploring raise at ~$25B valuation",Quiet market leader out-earning rivals with zero brand spend to date; F1 would be a statement launch for enterprise credibility. (Clay-verified 411 employees)
193,Turing,turing.com,United States,Generative AI & Model Labs,LLM training data & AGI advancement services,900,$300M ARR announced 2025; $111M Series E (Mar 2025) at $2.2B,Serves frontier labs and Global 2000 enterprises; needs global brand elevation against Scale/Accenture-tier rivals.
194,Zapier,zapier.com,United States,Generative AI & Model Labs,AI orchestration / agent automation,750,Profitable since inception; ARR >$300M,Profitable automation leader repositioning as an AI orchestration platform for SMBs and enterprise; mass business audience.
195,Babbel,babbel.com,Germany,Generative AI & Model Labs,AI language learning,750,"~€300M revenue, profitable; 16M+ subscriptions sold","Profitable European language-learning leader adding AI conversation tutors; competes with Duolingo for the same global, travel-minded F1 demo."
196,Bending Spoons,bendingspoons.com,Italy,Generative AI & Model Labs,"AI consumer app portfolio (Remini AI photo, Evernote, Meetup)",1000,Profitable; ~$1B revenue run-rate; raised ~$710M (Nov 2025) at $11B valuation,Italy's biggest consumer-app powerhouse with viral AI photo app Remini; Italian F1 heritage plus global app marketing budget make it a natural fit.
197,Coursera,coursera.org,United States,Generative AI & Model Labs,AI-powered online education (Coursera Coach),1300,"NYSE: COUR; ~$700M revenue; strong balance sheet, adjusted-profitable",Global upskilling platform leaning into AI tutoring and AI-skills content; F1's international professional audience is its core learner demo.
198,Duolingo,duolingo.com,United States,Generative AI & Model Labs,AI language learning & education apps,900,"NASDAQ: DUOL; ~$1B revenue (2025), profitable; GenAI-powered Duolingo Max tier",Playful global consumer brand (100M+ MAU) with proven appetite for viral sports-adjacent marketing; F1's young international fanbase maps to its user growth markets.
199,Figma,figma.com,United States,Generative AI & Model Labs,"AI design & creative suite (Figma Make, Weave)",1700,"NYSE: FIG (IPO Jul 2025); ~$900M+ revenue, high growth",Post-IPO push to own AI-native design for prosumers; big-stage global brand building against Adobe and Canva fits an F1 platform.
200,Freepik (Magnific),freepik.com,Spain,Generative AI & Model Labs,AI image/video creative suite,550,"$230M ARR (2025), profitable, bootstrapped; 1M+ paying subscribers",Spain's breakout AI creative platform rebranding to Magnific; needs global brand elevation vs Adobe/Canva and has Spanish F1 star power to activate around.
201,Glance (InMobi Group),glance.com,India,Generative AI & Model Labs,AI lockscreen & generative AI shopping,1500,"Parent InMobi Group profitable at scale with $500M+ revenue and IPO track; Glance raised $200M+ (Jio, Mithril, Google-adjacent backers)",India's biggest consumer AI surface (230M+ lockscreen users) rolling out gen-AI commerce in the US; F1's booming Indian fanbase and global reach fit its expansion.
202,Grammarly (Superhuman Platform),grammarly.com,United States,Generative AI & Model Labs,AI writing assistant & productivity suite,1000,"~$700M ARR (2025), long profitable; $13B valuation; acquired Superhuman and rebranded parent to Superhuman Platform Inc.","Household-name AI writing tool with 40M+ daily users relaunching as an AI productivity super-app; needs big global brand moments to reposition, which F1 delivers."
203,IXL Learning,ixl.com,United States,Generative AI & Model Labs,"AI education & language apps (IXL, Rosetta Stone, Wyzant)",1800,Profitable at scale; est. $500M+ revenue across IXL and Rosetta Stone; 16M+ learners,Owner of Rosetta Stone pushing AI-driven language learning globally; F1's international footprint mirrors its market expansion.
204,Kunlun Tech,kunlun-inc.com,China,Generative AI & Model Labs,"AI music/video/agents (Skywork, Mureka, SkyReels)",2000,Shenzhen-listed; ~RMB 5.7B (~$780M) revenue 2024; owns majority of Opera,'All in AGI' listed group with global consumer AI apps in music and video; already spends on international consumer marketing at scale.
205,Learneo,learneo.com,United States,Generative AI & Model Labs,"AI writing & study apps (QuillBot, Course Hero, LanguageTool, Scribbr)",350,"$200M+ revenue, profitable for a decade; $395M Series C at $3.6B valuation",Portfolio of AI writing/study brands with 100M+ MAU across 150+ countries; QuillBot needs global brand lift against ChatGPT-native habits.
206,Meitu,meitu.com,China,Generative AI & Model Labs,"AI photo/design apps (Meitu, BeautyCam, Wink)",2000,"HKEX: 1357; ~RMB 3.3B (~$470M) revenue 2024, profitable; 260M+ MAU",Profitable AI imaging leader expanding aggressively in Southeast Asia and beyond; global lifestyle audience of F1 suits its beauty/creative apps.
207,Moonshot AI (Kimi),moonshot.ai,China,Generative AI & Model Labs,Kimi AI assistant & open models,800,$3.5B raised (Jul 2026) at $35B valuation; $200M+ ARR; pre-IPO round underway,Kimi's open-source models made it a global developer darling; flush with capital and chasing worldwide consumer awareness ahead of a Hong Kong IPO.
208,NetEase Youdao,youdao.com,China,Generative AI & Model Labs,"AI translation, dictionary & learning apps",2500,"NYSE: DAO; ~RMB 5.6B (~$790M) revenue, operating profitable; Ziyue education LLM",China's leading AI translation/learning brand with global ambitions for its dictionary and smart-device lines; F1 bridges its domestic strength to overseas users.
209,Notion,notion.com,United States,Generative AI & Model Labs,AI productivity & writing workspace,800,Est. $400M+ ARR (2025); 100M+ users; ~$10B valuation; near-profitable SaaS economics,Prosumer AI workspace in a global land-grab against Microsoft Copilot and Google Gemini; young professional F1 demo is its exact growth audience.
210,Opera,opera.com,Norway,Generative AI & Model Labs,"AI browser & assistant (Aria, Opera Neon)",900,"NASDAQ: OPRA; ~$570M revenue (2025), solidly profitable",AI-first browser maker with hundreds of millions of users and gaming/esports sponsorship history (Opera GX); F1 extends its performance-tech image.
211,Picsart,picsart.com,United States,Generative AI & Model Labs,AI photo & design app,1399,"Clay-verified 1,399 employees and revenue band $500M-1B; 150M+ MAU; SoftBank/Sequoia-backed unicorn (Clay verification used)",Mass-market mobile AI creative app in 30+ languages; F1's Gen-Z/millennial global fanbase is its exact creator audience.
212,Plaud,plaud.ai,United States,Generative AI & Model Labs,Consumer AI hardware + AI notetaking app,284,"~$250M revenue (2025) per founder, largely self-funded and profitable; $2B valuation (2025)",Breakout consumer AI device brand (1M+ units) targeting global professionals; premium tech positioning and paddock-friendly product demo well at F1.
213,Soul App,soulapp.cn,China,Generative AI & Model Labs,AI social & companion platform,1400,"RMB 2.2B (~$305M) 2024 revenue, profitable since 2023; HK IPO filed Nov 2025","China's first 'AI social' stock-in-waiting, 11M DAU of Gen-Z users; IPO-driven brand elevation and youth-culture alignment fit F1's growth demo."
214,Wondershare,wondershare.com,China,Generative AI & Model Labs,"AI creative suites (Filmora, Virbo, EdrawMax)",1500,Shenzhen-listed and profitable; Clay revenue band $500M-1B; 100M+ users in 150 countries (Clay verification used),Global prosumer video-editing brand (Filmora) monetizing heavily outside China; sponsors would reach its core creator demo trackside and on broadcast.
215,Abnormal AI,abnormal.ai,US,Generative AI & Model Labs,AI security/agent platforms,1500,Raised $580M cumulative incl. $250M Series D at $5.1B valuation; ARR >$200M growing 100%+ YoY,AI-native cybersecurity brand needing enterprise-trust signaling to global CISOs; F1 sponsor roster already features cybersecurity peers
216,Abridge,abridge.com,US,Generative AI & Model Labs,Vertical AI - Healthcare,600,Raised $250M+ Series E (2025) at $5.3B valuation; deployed across major US health systems,Fast-scaling clinical AI scribe brand seeking category-defining awareness beyond healthcare IT buyers
217,Aidoc,aidoc.com,Israel,Generative AI & Model Labs,Vertical AI - Healthcare,550,"Raised $534M cumulative incl. $150M round (2025); deployed in 1,900+ hospitals globally",Clinical AI decision-support platform expanding globally; F1's international footprint matches its hospital-network expansion targets
218,AlphaSense,alpha-sense.com,US,Generative AI & Model Labs,Vertical AI - Finance,1700,Raised $650M+ cumulative at $4B valuation; ARR reported well above $300M,Market-intelligence AI platform selling into global banks/asset managers who are core F1 corporate-hospitality buyers
219,Anysphere (Cursor),cursor.com,US,Generative AI & Model Labs,AI coding tools/agents,1800,Raised $2.3B+ cumulative incl. a 2025/26 round at a ~$29B valuation; fastest-growing AI coding tool by ARR (>$1B run-rate),"Explosive brand awareness need among global developer/enterprise-eng audience; F1's tech-forward, precision-engineering fanbase overlaps heavily with software engineers"
220,C3.ai,c3.ai,US,Generative AI & Model Labs,AI-native SaaS at scale,850,Public company (NYSE: AI); FY2025 revenue ~$390M,"Enterprise AI platform for industrial/energy clients; F1's engineering-heavy, data-driven fanbase is a natural fit"
221,Celonis,celonis.com,Germany,Generative AI & Model Labs,AI security/agent platforms,3000,Raised $1B+ cumulative at $13B valuation; ARR estimated near $1B,Process-intelligence/AI-agent platform for global manufacturing & logistics enterprises; strong fit with F1's operational-excellence story
222,Clio,clio.com,Canada,Generative AI & Model Labs,Vertical AI - Legal,2450,Raised $1.79B cumulative incl. $500M (Nov 2025) at $5B valuation; profitable growth trajectory,Legal practice-management platform now leaning on AI (Clio Duo) for global expansion into enterprise law firms
223,Contentsquare,contentsquare.com,France,Generative AI & Model Labs,AI-native SaaS at scale,1800,Raised $600M+ cumulative at ~$5.6B valuation; large global enterprise digital-experience customer base,AI-powered digital experience analytics platform with major European base seeking global enterprise expansion
224,Cyera,cyera.io,Israel,Generative AI & Model Labs,AI security/agent platforms,700,"Raised $1.5B+ in 2025-2026 alone (incl. $540M, $400M, $600M rounds) at $12B valuation","Fastest-growing AI-native data security unicorn; needs global enterprise-trust brand halo fast, F1 offers rapid awareness"
225,Five9,five9.com,US,Generative AI & Model Labs,AI customer service agents,2600,Public company (NASDAQ: FIVN); revenue >$1B,Public AI-powered contact-center leader with global customer base seeking premium brand differentiation
226,Glean,glean.com,US,Generative AI & Model Labs,Enterprise AI assistant/search,1700,Series F $150M (June 2025) at $7.2B valuation; ARR tripled to $300M by mid-2026,Enterprise work-AI platform scaling fast into Fortune 500 accounts; needs premium B2B brand halo for global enterprise sales motion
227,Gong.io,gong.io,US,Generative AI & Model Labs,Vertical AI - Sales,1300,Raised $584M cumulative at $7.25B valuation; ARR estimated well above $300M,Category-leading revenue-intelligence AI brand seeking premium enterprise visibility for global GTM expansion
228,Harvey AI,harvey.ai,US,Generative AI & Model Labs,Vertical AI - Legal,450,Raised $1.2B+ total incl. $300M (2025) and $200M (Mar 2026) rounds at $11B valuation; $300M ARR,Legal AI targeting global law firms and asset managers; F1 hospitality is a proven channel to reach senior legal/finance decision-makers
229,Highspot,highspot.com,US,Generative AI & Model Labs,Vertical AI - Sales,1200,"Raised $644M cumulative; $3.5B valuation, large global enterprise customer base",Sales-enablement AI platform for global enterprise sales orgs; F1 corporate hospitality reaches its exact CRO/CMO buyer
230,Hippocratic AI,hippocraticai.com,US,Generative AI & Model Labs,Vertical AI - Healthcare,350,Raised $278M Series C (2025) at $3.5B valuation,Fast-scaling healthcare AI-agent brand looking to build trust and awareness with a mainstream global audience
231,Innovaccer,innovaccer.com,US,Generative AI & Model Labs,Vertical AI - Healthcare,2000,Raised $675M+ cumulative incl. $150M round (2025) at $3.2B valuation,Healthcare data/AI platform with US and India engineering base; F1 provides global enterprise credibility play
232,Ironclad,ironcladapp.com,US,Generative AI & Model Labs,Vertical AI - Legal,500,Raised $333M cumulative at $3.2B valuation; enterprise contract-AI customer base incl. Fortune 500s,"AI contract lifecycle management brand aiming at general counsels/CFOs globally, a strong F1 hospitality audience"
233,Komodo Health,komodohealth.com,US,Generative AI & Model Labs,Vertical AI - Healthcare,700,Raised $314M cumulative at $3.3B valuation; large healthcare/life-sciences enterprise customer base,Healthcare AI data platform serving global life-sciences enterprises with sizable marketing budgets
234,Kore.ai,kore.ai,India,Generative AI & Model Labs,AI customer service agents,1250,Raised $220M+ cumulative incl. $150M growth round with NVIDIA participation; ~500 Global 2000 customers,India/US enterprise agentic-AI platform serving Fortune 500 clients globally; needs stronger brand recognition vs. larger rivals
235,PathAI,pathai.com,US,Generative AI & Model Labs,Vertical AI - Healthcare,350,Raised $255M+ cumulative at $1B+ valuation; partnerships with major pharma and diagnostics companies,AI pathology platform seeking category awareness among global pharma/biotech decision-makers
236,Scale AI,scale.com,US,Generative AI & Model Labs,AI-native SaaS at scale,900,Raised $1B+ cumulative incl. 2024 Meta-led round at $13.8B valuation,AI data/evaluation platform for enterprise and government; global visibility play to reinforce category leadership
237,Seismic,seismic.com,US,Generative AI & Model Labs,Vertical AI - Sales,2000,"Raised $270M+ cumulative at $3B+ valuation; large global enterprise revenue base, PE-backed scale",Enterprise sales-enablement AI at scale; global footprint fits F1 international calendar for account-based marketing
238,Sierra AI,sierra.ai,US,Generative AI & Model Labs,AI customer service agents,700,Raised $950M Series E (May 2026) at $15.8B valuation; ~$200M ARR,Bret Taylor-led consumer-facing AI agent brand needs premium global visibility to win enterprise CX budgets against incumbents
239,Sprinklr,sprinklr.com,US,Generative AI & Model Labs,AI customer service agents,3800,Public company (NYSE: CXM); FY2026 revenue $857M,"Public unified customer-experience/AI platform (Sprinklr AI+) with global enterprise brand roster, founded by Indian-American entrepreneur"
240,Talkdesk,talkdesk.com,US,Generative AI & Model Labs,AI customer service agents,1400,"Raised $700M+ cumulative, peaked at $10B valuation; long operating history serving global enterprise brands","AI customer-experience automation platform with EMEA hub (Portugal, UK) seeking global enterprise brand lift"
241,Tempus AI,tempus.com,US,Generative AI & Model Labs,Vertical AI - Healthcare,2700,Public company (NASDAQ: TEM); FY2024 revenue >$700M and growing,Public precision-medicine AI company wanting consumer and investor visibility; data/precision narrative fits F1 well
242,UiPath,uipath.com,US,Generative AI & Model Labs,AI security/agent platforms,4200,Public company (NYSE: PATH); revenue >$1.4B,Public agentic-automation leader repositioning around AI agents; needs mainstream visibility beyond RPA legacy image
243,Verint,verint.com,US,Generative AI & Model Labs,AI customer service agents,4000,Public company (NASDAQ: VRNT); revenue ~$900M,Public AI-powered customer-engagement platform with long-tenured global enterprise base seeking renewed brand energy
244,Viz.ai,viz.ai,US,Generative AI & Model Labs,Vertical AI - Healthcare,500,"Raised $250M+ cumulative incl. Series E at $1.2B+ valuation; deployed in 1,500+ hospitals",Real-time clinical AI workflow brand; speed/precision-to-decision narrative mirrors F1 race strategy storytelling
