sector_tab,tab_priority,rank_in_tab,priority_score,key_brand,company,domain,hq_country,niche,employees_est,size_band,tag,timing_signal,other_sport_deal,affordability,why_f1
Photonics & Optical,52,45,50,,RoboSense Technology,robosense.ai,China,LiDAR & photonic sensing systems,"~3,500",1k-5k,core,,,"HKEX:2498; FY2024 revenue ~RMB1.65B (~$228M), 47% YoY growth — clears $200M revenue gate.","Fast-growing LiDAR and photonic-sensing leader expanding into robotics, seeking premium global brand exposure."
Photonics & Optical,52,46,50,,Semtech Corporation,semtech.com,United States,"Optical & copper high-speed interconnect ICs (DSPs, CDRs, clocking)","~2,000",1k-5k,core,,,NASDAQ: SMTC; FY2024 revenue ~$640M,Silicon that moves AI data at the speed of light — a chip-level story for F1's tech-forward audience.
Photonics & Optical,52,47,50,,Senko Advanced Components,senko.com,Japan,Fiber-optic connectors & interconnect hardware,"~2,000",1k-5k,core,,,Private; global leader in MPO/MTP & LC connectors for hyperscale datacenters; est. revenue >$250M,The ubiquitous connector maker behind every hyperscale AI buildout — a precision-engineering story.
Photonics & Optical,52,48,50,,Shanghai Hasco Vision Technology Co.,hasco-vision.com,China,Automotive lighting systems,"~5,000",1k-5k,core,,,Public (SSE-affiliated group); FY revenue >RMB8B,Major Chinese automotive-lighting supplier expanding its premium international brand footprint.
Photonics & Optical,52,49,50,,Siemon Company,siemon.com,United States,Fiber-optic & structured cabling infrastructure,"~1,700",1k-5k,core,,,"Private, family-owned; est. revenue ~$300-400M as a global structured-cabling leader — clears $200M revenue gate.",Family-owned fiber and structured-cabling pioneer supplying the physical layer of global datacenter and telecom networks.
Photonics & Optical,52,50,50,,SkyWater Technology,skywatertechnology.com,USA,Specialty photonic/semiconductor foundry services,~700,250-1k,core,,,NASDAQ:SKYT; FY2024 revenue ~$260M — clears $200M revenue gate.,"US specialty foundry with photonics and advanced-packaging capability, appealing to reshoring/onshore manufacturing narratives."
Photonics & Optical,52,51,50,,Smiths Interconnect,smiths.com,United Kingdom,Optical & RF interconnect solutions (Smiths Group division),"~2,000 (division)",1k-5k,core,,,"Part of Smiths Group plc (LSE: SMIN); group FY2024 revenue >£3.1B, profitable",Interconnect engineering division of a global industrial group with F1-adjacent aerospace pedigree.
Photonics & Optical,52,52,50,,Source Photonics,sourcephotonics.com,United States,Optical transceivers for telecom & datacenter,"~3,000",1k-5k,core,,,"Private, PE-backed; est. revenue >$300M on global fiber-access & datacenter optics volume",Global-scale optics manufacturer whose growth story is built entirely on faster light-based data movement.
Photonics & Optical,52,53,50,,STEMMER IMAGING AG,stemmer-imaging.com,Germany,Machine vision integration & components,~450,250-1k,core,,,"Public (Scale38, Frankfurt); FY revenue >EUR150M","Europe's largest machine-vision integrator, positioned to court sponsorship visibility among its industrial-engineering customer base."
Photonics & Optical,52,54,50,,Sterlite Technologies,stl.tech,India,"Optical fiber, cable & network systems","~4,000",1k-5k,core,,,"BSE/NSE-listed (STLTECH); FY2024 revenue >₹4,000cr (~$480M)","India's optical-fiber champion scaling into global data-infrastructure markets, seeking brand lift."
Photonics & Optical,52,55,50,,SubCom,subcom.com,United States,Submarine fiber-optic cable systems,"~1,800",1k-5k,core,,,Private (Cerberus-owned); est. revenue >$500M amid record subsea-cable AI-driven demand,Lays the undersea optical cables carrying global AI traffic — an engineering-scale story built for F1.
Photonics & Optical,52,56,50,,Sumitomo Osaka Cement,soc.co.jp,Japan,Lithium-niobate optical modulators & electro-optic devices,"~2,500 (group)",1k-5k,core,,,TSE:5232; group FY2024 revenue >¥100B (~$700M),Maker of the lithium-niobate modulators inside coherent optical transceivers — the literal light-speed encoding tech behind the AI data boom.
Photonics & Optical,52,57,50,,Tamron Co,tamron.com,Japan,Precision optical lenses for imaging & photonics,"~3,500",1k-5k,core,,,TSE:7740; FY2024 revenue ~¥100B (~$700M),"Precision optical-lens maker whose imaging technology spans consumer, industrial and broadcast markets — an optics-craftsmanship story."
Photonics & Optical,52,58,50,,Thorlabs,thorlabs.com,United States,"Photonics components, lasers & optomechanical systems","~3,000",1k-5k,core,,,Private; est. revenue >$800M as a vertically integrated global photonics leader,One of the world's largest pure-play photonics companies — a precision-engineering story built for F1.
Photonics & Optical,52,59,50,,Tower Semiconductor,towersemi.com,Israel,Silicon photonics foundry (PH18 platform),"~5,000",1k-5k,core,,,NASDAQ:TSEM; FY2024 revenue ~$1.45B — clears $200M revenue gate.,Leading silicon photonics foundry (PH18) enabling the co-packaged optics wave — a technology story tied to speed and precision.
Photonics & Optical,52,60,50,,Universal Display Corporation,oled.com,United States,OLED materials & organic light-emitting photonic technology,~550,250-1k,core,,,"NASDAQ: OLED; FY2024 revenue ~$654M, highly profitable — clears $200M revenue gate.",Materials-science leader in organic light-emission technology powering premium displays worldwide — a genuine 'science of light' story.
Photonics & Optical,52,61,50,,US Conec,usconec.com,United States,MPO/MTP fiber-optic connectivity,"~1,200",1k-5k,core,,,Private (Corning-affiliated); dominant global share of MPO/MTP connectors for AI/datacenter fiber; est. revenue >$200M,Sets the connector standard for every hyperscale AI network — a precision-manufacturing fit for F1.
Photonics & Optical,52,62,50,,Will Semiconductor (OmniVision),ovt.com,China,CMOS image sensors & optical semiconductor manufacturing,"~3,000",1k-5k,core,,,SSE: 603501; FY2024 group revenue >RMB25B (~$3.5B) — far exceeds gates.,"Parent of OmniVision, a top global CMOS image-sensor maker whose optical-sensing chips power cameras and machine vision worldwide."
Photonics & Optical,52,63,50,,"Wolfspeed, Inc.",wolfspeed.com,United States,Silicon carbide power semiconductors & LEDs,"~2,000",1k-5k,core,,,Public (NYSE: WOLF); completed Chapter 11 restructuring Sept 2025 with 70% debt reduction; FY revenue >$800M,Newly recapitalized SiC leader relaunching its brand post-restructuring; recent Chapter 11 emergence noted for team financial-vetting.
Photonics & Optical,52,64,50,,Zhejiang Crystal-Optech Co.,crystaloptech.com,China,"Optical filters, wafer-level lenses & photonic components","~3,000",1k-5k,core,,,SZSE-listed; est. revenue in the RMB3-4B (~$450-550M) range — clears $200M revenue gate.,"Publicly listed Chinese precision-optics manufacturer supplying wafer-level lenses and filters into smartphone, automotive and AI-camera supply chains."
Photonics & Optical,52,65,46,,Accelink Technologies,accelink.com,China,"Optical transceivers, ROADM & fiber components","~6,000",5k-10k,core,,,Shenzhen-listed (002281.SZ); FY2024 revenue >RMB 5B (~$700M),"One of China's largest optical-component makers, seeking global brand lift as it scales into AI optics."
Photonics & Optical,52,66,46,,AFL (a Fujikura company),aflglobal.com,United States,"Optical fiber cable, connectivity & specialty fiber manufacturing","~7,000",5k-10k,core,,,"Wholly owned by Fujikura Ltd (TSE:5803, group revenue >$7B); AFL itself est. revenue >$1B as a top North American fiber/cable supplier","The Americas' fiber-optic cable and connectivity backbone-builder, backed by a global optical-fiber parent, seeking premium US sports exposure."
Photonics & Optical,52,67,46,,"Asia Optical Co., Ltd.",asiaoptical.com,Taiwan,Precision optics & lens manufacturing (OEM),"~10,000",5k-10k,core,,,Public (TWSE: 3019); FY revenue >$300M,"Major Taiwanese OEM optics/lens manufacturer supplying camera, medical and automotive-optics customers."
Photonics & Optical,52,68,46,,Cowell E Holdings Inc,cowell.com.hk,Hong Kong,Camera lens & module manufacturing,"~10,000",5k-10k,core,,,Public (HKEX: 1415); established camera-module OEM,Large-scale camera-lens and module manufacturer for the global smartphone and automotive-camera supply chain.
Photonics & Optical,52,69,46,,Ennostar Inc,ennostar.com,Taiwan,LED chips & components (merger of Epistar & Lextar),"~7,000",5k-10k,core,,,Public (TWSE); FY revenue >$700M,Taiwan's consolidated LED-chip leader (Epistar+Lextar merger) rebuilding global brand presence.
Photonics & Optical,52,70,46,,Everlight Electronics,everlight.com,Taiwan,LED & optoelectronic component manufacturing,"~7,500",5k-10k,core,,,TWSE: 2393; FY2024 revenue ~NT$16B (~$500M) — clears $200M revenue gate.,Major Taiwanese optoelectronics manufacturer supplying automotive and industrial LED/photonic components at global scale.
Photonics & Optical,52,71,46,,Hamamatsu Photonics,hamamatsu.com,Japan,"Photodetectors, imaging sensors & photonic devices","~5,500",5k-10k,core,,,"TSE: 6965; FY2024 revenue ~¥180B (~$1.2B), profitable",World leader in light-detection technology — an authentic 'science of light' story for F1's tech platform.
Photonics & Optical,52,72,46,,Huagong Tech Co. (HGTECH),hgtech.com,China,Industrial laser processing systems & optoelectronic devices,"~9,500",5k-10k,core,,,SZSE: 000988; FY2024 revenue >RMB15B (~$2.1B) — far exceeds gates.,"One of China's largest laser-equipment and optoelectronics groups, scaling internationally and seeking premium global brand exposure."
Photonics & Optical,52,73,46,,IPG Photonics,ipgphotonics.com,United States,High-power fiber lasers & photonic systems,"~6,500",5k-10k,core,,,"NASDAQ: IPGP; FY2024 revenue ~$1.0B, profitable","World leader in laser technology — precision, power and light-speed engineering align with F1's brand."
Photonics & Optical,52,74,46,,Kowa Company Ltd,kowa.co.jp,Japan,Precision optics & lenses,"~6,500",5k-10k,core,,,Private (group); est. group revenue >$3B,Diversified Japanese precision-optics maker with a century-plus lens-manufacturing heritage.
Photonics & Optical,52,75,46,,Leonardo DRS,leonardodrs.com,United States,Electro-optical/infrared photonic sensing systems,"~6,800",5k-10k,core,,,NASDAQ:DRS; FY2024 revenue >$2.9B,Defense electro-optics leader building the infrared/photonic sensing systems that parallel F1's own high-speed vision and thermal-imaging tech.
Photonics & Optical,52,76,46,,MKS Instruments,mks.com,United States,"Photonics & laser solutions (incl. Newport, Ophir brands)","~7,000",5k-10k,core,,,"NASDAQ: MKSI; FY2024 revenue ~$3.6B, profitable",Photonics and precision-motion technology underpinning advanced manufacturing — a performance-engineering story.
Photonics & Optical,52,77,46,,Nichia Corporation,nichia.co.jp,Japan,Laser diodes & LED photonic components,"~9,000",5k-10k,core,,,Private; est. group revenue >$4B as the world's largest LED/laser-diode maker,Inventor of the blue LED and a global leader in laser diodes — the literal light-source technology behind modern photonics.
Photonics & Optical,52,78,46,,O-Net Communications,onetcom.com,China,"Optical components, subassemblies & modules","~7,000",5k-10k,core,,,HKEx-listed (0877.HK); FY2024 revenue >HK$2.5B (~$320M),Vertically integrated optics maker riding the AI-datacenter buildout — an 'engineering at speed' story.
Photonics & Optical,52,79,46,,O-Net Technologies,onetgroup.com.hk,China,Optical components & photonic device manufacturing,"~6,500",5k-10k,core,,,"HKEX:877; large manufacturing workforce clears the 6,000+ employee gate.",Vertically integrated optical-component and photonic-device manufacturer serving telecom and datacenter customers at scale.
Photonics & Optical,52,80,46,,Rosenberger Hochfrequenztechnik,rosenberger.com,Germany,Fiber-optic & high-speed RF/optical connector systems,"~6,500",5k-10k,core,,,"Private, family-owned; est. group revenue >€1.4B — clears $200M revenue gate.",German precision-connector maker whose fiber-optic interconnects sit in datacenter and automotive networks — an engineering-tolerance story built for F1.
Photonics & Optical,52,81,46,,Seoul Semiconductor Co.,seoulsemicon.com,South Korea,LED & optoelectronic semiconductor components,"~5,500",5k-10k,core,,,KOSDAQ: 046890; FY2024 revenue ~₩1.2T (~$900M) — far exceeds gates.,"Global LED technology leader (WICOP, SunLike) with automotive-lighting and sensing photonics lines seeking premium global exposure."
Photonics & Optical,52,82,46,,TKH Group,tkhgroup.com,Netherlands,"Machine vision cameras & industrial connectivity (owns Allied Vision, JAI, LaVision)","~6,200",5k-10k,core,,,Public (Euronext Amsterdam: TWEKA); FY2024 revenue >EUR1.7B,Dutch industrial-tech group whose vision division supplies high-speed imaging used in inspection and motion-capture applications relevant to race engineering.
Photonics & Optical,52,83,46,,Tongding Interconnection Information,tongdinggroup.com,China,Optical fiber cable & connectivity systems,"~6,000",5k-10k,core,,,SZSE-listed; est. revenue >RMB5B (~$700M) — clears $200M revenue gate.,Chinese optical-fiber and connectivity manufacturer scaling into global datacenter and telecom infrastructure markets.
Photonics & Optical,52,84,46,,Varroc Lighting Systems,varroc.com,India,Automotive lighting & photonic systems,"~10,000 (group)",5k-10k,core,,,Parent Varroc Engineering (NSE: VARROC); group revenue est. >$1.5B — far exceeds revenue gate.,"Global automotive lighting supplier scaling internationally from an India base, well matched to F1's India-market growth ambitions."
Photonics & Optical,52,85,46,,ZKW Group GmbH,zkw-group.com,Austria,Automotive lighting systems,"~10,000",5k-10k,core,,,Owned by LG Electronics; group revenue >EUR1.5B,"Premium automotive-lighting supplier under LG Electronics, serving luxury and performance marques adjacent to F1 team partners."
Photonics & Optical,52,86,44,,Aeva Technologies,aeva.com,United States,FMCW LiDAR photonic sensing chips,~350,250-1k,funded-150m,,,NASDAQ:AEVA; cumulative capital raised (venture + SPAC/PIPE) >$560M — meets funding gate,4D LiDAR-on-chip pioneer with automotive design wins (Porsche and others) — a frequency-modulated 'light-speed sensing' story for F1's tech-forward audience.
Photonics & Optical,52,87,44,,Aledia SA,aledia.com,France,3D nanowire microLED displays,~350,250-1k,funded-150m,,,Private; cumulative funding >€360M including France 2030 state-backed rounds — meets funded-150m gate.,French microLED pioneer scaling mass production with heavy state and strategic backing — a 'next-gen light' story fit for F1's innovation platform.
Photonics & Optical,52,88,44,,Lightelligence,lightelligence.ai,China,Photonic AI computing chips & optical interconnect,~400,250-1k,funded-150m,,,HKEX-listed; cumulative funding >$247M plus ~$310M IPO proceeds — meets funding gate,Newly public photonic-computing company betting AI's next bottleneck is solved at the speed of light — a headline-ready F1 story.
Photonics & Optical,52,89,42,,AAC Technologies,aactechnologies.com,China,Optical lens & photonic component manufacturing (AAC Optics),"~30,000",10k+,core,,,HKEX:2018; FY2024 revenue >RMB20B (~$2.8B),Chinese precision-component giant with a dedicated optics division scaling into automotive and AI-camera markets.
Photonics & Optical,52,90,42,,Fabrinet,fabrinet.com,Thailand,Optical & electro-mechanical contract manufacturing for transceivers/lasers,"~13,000",10k+,core,,,"NYSE: FN; FY2024 revenue ~$2.6B, profitable",Builds the optics inside every hyperscaler's AI network — a hidden-champion story F1 engineering fans would love.
Photonics & Optical,52,91,42,,Fiberhome Technologies Group,fiberhomegroup.com,China,Optical communication systems & fiber networking,"~20,000",10k+,core,,,Shanghai-listed (600498.SS); FY2024 revenue >RMB 20B (~$2.8B),Major optical-networking supplier expanding internationally — needs premium global brand exposure.
Photonics & Optical,52,92,42,,Foxconn Interconnect Technology,fit-foxconn.com,Taiwan,Optical transceiver & high-speed connector manufacturing,"~30,000",10k+,core,,,HKEx-listed (6088.HK); parent Hon Hai FY2024 revenue >$220B; FIT segment revenue >$4B,"Manufacturing scale behind global AI-datacenter optics, backed by the world's largest electronics contract manufacturer."
Photonics & Optical,52,93,42,,Fujikura Ltd,fujikura.com,Japan,"Optical fiber, cable & fusion-splicing systems","~53,000 (group)",10k+,core,,,TSE: 5803; FY2024 group revenue >¥1.1T (~$7.3B),Global optical-fiber and connectivity leader with brand ambitions matching F1's international reach.
Photonics & Optical,52,94,42,,Furukawa Electric,furukawa.co.jp,Japan,"Optical fiber, cable & laser diode components","~50,000 (group)",10k+,core,,,TSE: 5801; FY2024 group revenue >¥1.1T (~$7.3B),"Invented the world's first low-loss optical fiber — the origin story of light-speed data, ready for F1."
Photonics & Optical,52,95,42,,GoerTek Inc,goertek.com,China,Optical modules & AR/VR photonic components,"~90,000",10k+,core,,,SZSE: 002241; FY2024 revenue >RMB100B (~$14B) — far exceeds gates.,Major Chinese optics and precision-manufacturing group building the optical modules behind AR/VR and camera systems at global scale.
Photonics & Optical,52,96,42,,Han's Laser Technology,hanslaser.com,China,Industrial & fiber laser systems,"~24,000",10k+,core,,,Shenzhen-listed (002008.SZ); FY2024 revenue >RMB 14B (~$2B),"China's largest laser company, scaling globally and seeking premium Western brand exposure via F1."
Photonics & Optical,52,97,42,,Hengtong Optic-Electric,hengtonggroup.com,China,"Optical fiber, cable & photonic network solutions","~20,000",10k+,core,,,SZSE:600487; FY2023 revenue ~RMB40B (~$5.6B) — far exceeds gates.,"Major Chinese optical-cable and photonic-network group expanding internationally, well-suited to F1's China-market growth push."
Photonics & Optical,52,98,42,,Jiangsu Xingyu Automotive Lighting Co.,xingyugf.com,China,Automotive lighting systems,"~15,000",10k+,core,,,Public (SZSE: 601799); FY2024 revenue >RMB11B,"China's largest listed automotive-lighting maker, seeking a marquee global platform as it expands overseas."
Photonics & Optical,52,99,42,,Koito Manufacturing Co.,koito.co.jp,Japan,Automotive lighting & photonic sensing systems,"~34,000",10k+,core,,,TSE: 7276; FY2024 revenue >¥700B (~$4.7B) — far exceeds gates.,World's leading automotive-lighting maker whose precision photonic-optics engineering is a literal application of light-based performance technology.
Photonics & Optical,52,100,42,,Lite-On Technology,liteon.com,Taiwan,Optoelectronic & photonic components manufacturing,"~55,000",10k+,core,,,TWSE:2301; FY2023 revenue ~NT$170B (~$5.4B) — far exceeds gates.,"Major optoelectronics and photonic-component manufacturer for automotive and datacenter markets, expanding global brand presence."
Photonics & Optical,52,101,42,,Luxshare Precision Industry,luxshare-ict.com,China,"Optical connectors, cables & high-speed interconnect manufacturing","~140,000",10k+,core,,,"Shenzhen-listed (002475.SZ); FY2024 revenue >RMB 260B (~$36B), highly profitable","One of the world's largest interconnect manufacturers, rapidly scaling into AI-datacenter optics."
Photonics & Optical,52,102,42,,Nokia Corporation,nokia.com,Finland,Optical networking & photonic transport systems (Infinera business),"~80,000",10k+,core,,,HEL/NYSE:NOKIA; FY2024 revenue ~€19.2B — far exceeds gates.,Global network infrastructure brand seeking marquee sports platforms for its optical/5G networking story post-Infinera acquisition.
Photonics & Optical,52,103,42,,onsemi (ON Semiconductor),onsemi.com,United States,Laser diode & optical sensor semiconductor components,"~28,000",10k+,core,,,"NASDAQ: ON; FY2024 revenue >$7B, profitable",Power and sensing semiconductor leader already active in automotive/racing electronics ecosystems.
Photonics & Optical,52,104,42,,Q Technology (Group),qtechglobal.com,China,Camera module & optical lens manufacturing,"~15,000",10k+,core,,,HKEX:1478; FY2024 revenue >RMB10B (~$1.4B),"Major camera-module and optical-lens manufacturer riding the smartphone-to-automotive imaging wave, seeking global brand lift."
Photonics & Optical,52,105,42,,Rohm Semiconductor,rohm.com,Japan,Laser diodes & optical semiconductor components,"~20,000",10k+,core,,,TSE: 6963; FY2024 revenue >¥450B (~$3B),Power and optical-semiconductor maker already embedded in automotive electronics — a natural motorsport tie-in.
Photonics & Optical,52,106,42,,San'an Optoelectronics Co.,sanan-e.com,China,"Compound-semiconductor & photonic chip manufacturing (LED, VCSEL, silicon photonics)","~25,000",10k+,core,,,SSE: 600703; FY2024 revenue >RMB15B (~$2.1B) — far exceeds gates.,"China's largest compound-semiconductor and LED chip maker, expanding into VCSEL and silicon-photonics production for AI/automotive markets."
Photonics & Optical,52,107,42,,Stanley Electric Co.,stanley.co.jp,Japan,"Automotive lighting, LED & photonic devices","~29,000",10k+,core,,,TSE: 6923; FY2024 revenue >¥400B (~$2.7B) — far exceeds gates.,Japanese automotive-lighting and LED photonics leader with a century of light-engineering heritage suited to F1's precision brand.
Photonics & Optical,52,108,42,,Thales Angenieux,angenieux.com,France,Cinema zoom lenses,~150,100-250,core,,,Part of Thales Group (Euronext: HO); parent FY revenue >EUR20B,"Iconic French cinema-optics brand under Thales, a natural fit for F1's global broadcast production optics."
Photonics & Optical,52,109,42,,Truly International Holdings Ltd,truly.com.hk,Hong Kong,Camera modules & precision optics,"~50,000",10k+,core,,,Public (HKEX: 0732); FY revenue >$2B,Major Hong Kong-listed camera-module and precision-optics manufacturer serving global consumer-electronics brands.
Photonics & Optical,52,110,42,,TSMC,tsmc.com,Taiwan,Silicon photonics & CoWoS/COUPE optical packaging for AI chips,"~83,000",10k+,core,,,"TWSE/NYSE: TSM; FY2024 revenue >$90B, highly profitable","The foundry behind virtually every AI chip, now pioneering silicon photonics — unmatched scale for a marquee platform."
Photonics & Optical,52,111,42,,Xanadu Quantum Technologies,xanadu.ai,Canada,Photonic quantum computing hardware & software,~400,250-1k,growth-projected,,,Raised $250M+ in venture funding plus a C$195M Canadian government commitment; now public (TSX/NASDAQ:XNDU) with a market cap that reached ~$16B in 2026 — clears the funding + valuation gate.,Newly public photonic quantum computing leader seeking global brand visibility to match its soaring public-market valuation.
Photonics & Optical,52,112,42,,Yangtze Optical Fibre and Cable (YOFC),yofc.com,China,Optical fiber & cable manufacturing,"~12,000",10k+,core,,,Shanghai/HK-listed (601869.SS); FY2024 revenue >RMB 8B (~$1.1B),"One of the world's largest optical-fiber makers, expanding globally alongside AI-driven fiber demand."
Photonics & Optical,52,113,41,,TCL Technology Group,tcl.com,China,Display panels & optical/photonic materials (CSOT),"~80,000",10k+,adjacent,,"Olympics (IOC TOP): New long-term Worldwide Olympic Partner through 2032, signed 2025",SZSE: 000100; FY2024 revenue >RMB170B (~$24B) — far exceeds gates.,Major Chinese display and photonic-materials conglomerate expanding its global consumer brand beyond China.
Photonics & Optical,52,114,38,KEY,Denso Corporation,denso.com,Japan,Automotive camera & photonic sensing systems for ADAS,"~160,000",10k+,adjacent,,,TSE: 6902; FY2024 revenue >¥7T (~$47B) — far exceeds gates.,Major Japanese automotive-technology supplier whose camera and optical-sensing systems underpin next-gen driver-assist and autonomy tech.
Photonics & Optical,52,115,38,KEY,Forvia (Hella),forvia.com,Germany,Automotive lighting & photonic sensing systems,"~150,000 (group)",10k+,adjacent,,,Euronext Paris: FRVIA; group FY2024 revenue >€27B — far exceeds gates.,Global automotive supplier whose Hella lighting and photonic-sensing division makes lighting-as-technology real for millions of vehicles.
Photonics & Optical,52,116,38,KEY,Hoya Corporation,hoya.com,Japan,"Optical lenses, glass & photomask blanks for photonics","~36,000",10k+,adjacent,,,"TSE: 7741; FY2024 group revenue >¥940B (~$6.2B), highly profitable",Optics and photonics-materials leader with strong margins and global brand growth ambitions.
Photonics & Optical,52,117,34,,Alluxa Inc,alluxa.com,United States,Precision optical thin-film filters,~250,250-1k,adjacent,,,Private; US precision thin-film optical-filter manufacturer,"Precision thin-film filter specialist serving biotech, defense and industrial photonics customers."
Photonics & Optical,52,118,34,,Amplitude Laser Group,amplitude-laser.com,France,Ultrafast laser systems,~400,250-1k,adjacent,,,"Private, investor-backed; French ultrafast-laser systems group",French ultrafast-laser group serving precision-manufacturing and scientific research markets.
Photonics & Optical,52,119,34,,AXT Inc,axt.com,United States,Compound semiconductor substrates (GaAs/InP),~700,250-1k,adjacent,,,Public (NASDAQ: AXTI); established compound-semiconductor substrate maker,Compound-semiconductor wafer supplier underpinning photonic-laser and LED supply chains.
Photonics & Optical,52,120,34,,Basler AG,baslerweb.com,Germany,Machine-vision cameras & optical sensing systems,"~1,000",250-1k,adjacent,,,"XETRA: BSL; FY2024 revenue >€200M, meets revenue gate",Machine-vision optics leader whose real-time imaging technology parallels F1's own trackside vision systems.
Photonics & Optical,52,121,34,,Berliner Glas KGaA,berlinerglas.com,Germany,Precision optics & opto-mechanics,"~1,000",250-1k,adjacent,,,Private German precision-optics and opto-mechanical systems group,German precision-optics and opto-mechanics group serving semiconductor and medical-imaging OEMs.
Photonics & Optical,52,122,34,,Chroma Technology Corp,chroma.com,United States,Optical interference filters,~250,250-1k,adjacent,,,"Private, employee-owned US optical-filter manufacturer",Employee-owned optical-filter maker supplying scientific and industrial imaging systems.
Photonics & Optical,52,123,34,,"Clearfield, Inc.",seeclearfield.com,United States,Fiber optic connectivity platforms,~700,250-1k,adjacent,,,Public (NASDAQ: CLFD); established fiber-connectivity equipment maker,US fiber-connectivity platform maker serving broadband and enterprise network build-outs.
Photonics & Optical,52,124,34,,Dialight plc,dialight.com,United Kingdom,Industrial & hazardous-area LED lighting,~500,250-1k,adjacent,,,Public (LSE: DIA); FY revenue ~$100M,UK industrial LED-lighting specialist supplying hazardous and heavy-industrial environments.
Photonics & Optical,52,125,34,,e-con Systems Inc,e-consystems.com,India,Embedded vision cameras,~350,250-1k,adjacent,,,Private; established embedded-camera OEM,India-based embedded-vision camera maker expanding into automotive and robotics imaging markets.
Photonics & Optical,52,126,34,,EKSMA Optics,eksmaoptics.com,Lithuania,Laser optics & nonlinear crystals,~250,250-1k,adjacent,,,Private; Lithuanian laser-optics component manufacturer,Baltic laser-optics and crystal manufacturer supplying scientific and industrial laser OEMs.
Photonics & Optical,52,127,34,,Epilog Laser,epiloglaser.com,United States,Laser engraving & cutting systems,~250,250-1k,adjacent,,,Private; established US laser-engraving systems maker,US laser-engraving systems maker with a strong maker/manufacturing-community brand following.
Photonics & Optical,52,128,34,,Focuslight Technologies Inc,focuslight.com,China,High-power laser diodes & optics (VCSEL),"~1,000",250-1k,adjacent,,,Public (HKEX: 6288); FY revenue >$100M,Xi'an-based laser-diode and VCSEL maker scaling into automotive-sensing and industrial-laser markets.
Photonics & Optical,52,129,34,,IQE plc,iqep.com,United Kingdom,Compound semiconductor wafer products for photonics/RF,~700,250-1k,adjacent,,,Public (LSE: IQE); UK epiwafer manufacturer,British compound-semiconductor epiwafer maker supplying the photonics and RF component industry.
Photonics & Optical,52,130,34,,"Kolen Co., Ltd.",kolen.co.kr,South Korea,Smartphone camera lens manufacturing,"~1,500",1k-5k,adjacent,,,Public (KOSDAQ); established Korean camera-lens maker,Korean camera-lens manufacturer supplying the mobile and automotive imaging supply chain.
Photonics & Optical,52,131,34,,Light Conversion UAB,lightcon.com,Lithuania,Ultrafast laser systems,~400,250-1k,adjacent,,,Private; Lithuanian ultrafast-laser manufacturer,Global leader in ultrafast (femtosecond) lasers for scientific and industrial research markets.
Photonics & Optical,52,132,34,,LightPath Technologies Inc,lightpath.com,United States,Precision molded optics,~700,250-1k,adjacent,,,Public (NASDAQ: LPTH); FY revenue ~$100M,"US precision molded-optics maker expanding into defense, industrial and automotive optics markets."
Photonics & Optical,52,133,34,,Matrox Imaging,matrox.com,Canada,Machine vision imaging boards & software,~400,250-1k,adjacent,,,"Private, part of Matrox group; long-established industrial imaging vendor",Canadian machine-vision veteran seeking marquee brand exposure outside its traditional industrial channels.
Photonics & Optical,52,134,34,,"Newmax Technology Co., Ltd.",newmax.com.tw,Taiwan,Optical lens manufacturing,"~1,000",250-1k,adjacent,,,Public (TWSE); Taiwanese optical-lens manufacturer,Taiwanese optical-lens maker serving consumer and industrial-camera OEMs.
Photonics & Optical,52,135,34,,Optical Cable Corporation,occfiber.com,United States,Fiber optic & copper cabling systems,~500,250-1k,adjacent,,,Public (NYSE American: OCC); FY revenue ~$70M,US-listed fiber-optic cabling manufacturer serving enterprise and defense connectivity markets.
Photonics & Optical,52,136,34,,Optics Balzers AG,opticsbalzers.com,Liechtenstein,Optical coatings & components,~300,250-1k,adjacent,,,Private; established European optical-coating specialist,"European optical-coatings specialist serving aerospace, medical and industrial photonics customers."
Photonics & Optical,52,137,34,,Optimax Systems Inc,optimaxsi.com,United States,Precision optics manufacturing,~450,250-1k,adjacent,,,Private; established US precision-optics manufacturer,"US precision-optics manufacturer serving defense, semiconductor and scientific-instrument OEMs."
Photonics & Optical,52,138,34,,OptoSigma Corporation,optosigma.com,Japan,Optical components & positioning systems,~500,250-1k,adjacent,,,Private (part of Sigmakoki group),Japanese optical-component and precision-positioning maker serving research and industrial photonics labs.
Photonics & Optical,52,139,34,,Photron Limited,photron.com,Japan,High-speed & scientific imaging cameras,~300,250-1k,adjacent,,,Private; established global leader in ultra-high-speed cameras used in crash-test and motorsport aerodynamics analysis,"High-speed cameras are a staple of aero and crash-test analysis, a natural technical-partner fit for an F1 team's R&D program."
Photonics & Optical,52,140,34,,"Sekonix Co., Ltd.",sekonix.com,South Korea,Automotive camera lens systems,~500,250-1k,adjacent,,,Public (KOSDAQ); Korean automotive-camera lens specialist,"Automotive-camera lens specialist supplying ADAS and machine-vision systems, a strong technical fit."
Photonics & Optical,52,141,34,,Senfeng Laser Technology Co.,senfenglaser.com,China,Fiber laser cutting machines,"~1,000",250-1k,adjacent,,,Private; established Chinese fiber-laser cutting equipment maker,Mid-size Chinese fiber-laser cutting equipment exporter expanding its global brand presence.
