sector,rank,priority_score,company,domain,hq_country,niche,employees_est,size_band,tag,timing_signal,other_sport_deal,affordability,why_f1
"09 Maritime, Shipping & Ports",16,50,Yilport Holding,yilport.com,Turkey,port terminal operator (private),"4,000+",1k-5k,core,,,"Fast-growing global network across 12+ countries, Yildirim Group backing",Yildirim family HNW conglomerate ownership with global-brand ambitions
"09 Maritime, Shipping & Ports",17,50,ZIM Integrated Shipping Services,zim.com,Israel,container shipping,"5,000+",1k-5k,core,,,"NYSE-listed, multi-billion dollar revenue",Israeli global carrier with an aggressive digital-marketing culture and NYSE investor visibility needs
"09 Maritime, Shipping & Ports",18,46,Kawasaki Kisen Kaisha (K Line),kline.co.jp,Japan,"diversified shipping (bulk, LNG, car carrier)","7,000+",5k-10k,core,,,TSE-listed Japanese shipping major,Wind Challenger sail technology gives a clean decarbonization narrative
"09 Maritime, Shipping & Ports",19,46,Meyer Werft,meyerwerft.de,Germany,"shipbuilding (cruise ships, private)","7,000+",5k-10k,core,,,Family-owned (Meyer family) with German state-backed financing support,Renowned German family shipbuilder with global-trade engineering prestige
"09 Maritime, Shipping & Ports",20,46,Mitsui O.S.K. Lines (MOL),mol.co.jp,Japan,"diversified shipping (bulk, LNG, car carrier, container)","9,000+",5k-10k,core,,,"TSE-listed, multi-billion dollar revenue",Japanese GP home-market presence and an LNG/ammonia fuel-transition story
"09 Maritime, Shipping & Ports",21,46,Wallenius Wilhelmsen,walleniuswilhelmsen.com,Norway/Sweden,RoRo & car carriers,"9,000+",5k-10k,core,,,"Oslo-listed, multi-billion dollar revenue",World RoRo leader piloting wind-assist ships; decarbonization story plus automotive-industry overlap with F1 fans
"09 Maritime, Shipping & Ports",22,42,Bernhard Schulte Shipmanagement,bs-shipmanagement.com,Germany/Cyprus,third-party ship management (private),"20,000+ (incl. seafarers)",10k+,core,,,"One of the world's largest independent ship managers, family-owned (Schulte family)",German family-owned HNW group with truly global-trade operational scale
"09 Maritime, Shipping & Ports",23,42,Costamare Inc.,costamare.com,Greece,containership leasing/chartering,200+ onshore,100-250,core,,,"NYSE-listed, Konstantakopoulos family ownership, multi-billion dollar fleet value",Major Greek shipping dynasty with Monaco/Mediterranean social ties mirroring F1 paddock circles
"09 Maritime, Shipping & Ports",24,42,Evergreen Marine,evergreen-marine.com,Taiwan,container shipping,"13,000+",10k+,core,,,"Multi-billion dollar revenue, publicly listed on TWSE",Globally famous green livery post-Ever Given (2021 Suez) gives instant brand recognition upside
"09 Maritime, Shipping & Ports",25,42,Golden Ocean Group,goldenocean.bm,Norway/Bermuda,dry bulk (Capesize/Panamax),150+ onshore,100-250,core,,,"Nasdaq/Oslo-listed, John Fredriksen-controlled","Same Fredriksen HNW ownership network as Frontline, an established sports-sponsorship-minded owner"
"09 Maritime, Shipping & Ports",26,42,Grimaldi Group,grimaldi.napoli.it,Italy,"RoRo, ferries & car carriers (private)","13,000+",10k+,core,,,"Family-owned (Grimaldi family), Europe's largest RoRo/ferry operator",Italian family-owned HNW ownership fits F1's Italian heritage narrative
"09 Maritime, Shipping & Ports",27,42,Hapag-Lloyd,hapag-lloyd.com,Germany,container shipping,"14,000+",10k+,core,,,"~$20B+ revenue, publicly listed, comfortably above floor",Top-5 container line with German industrial sponsorship culture seeking global brand share of voice
"09 Maritime, Shipping & Ports",28,42,Kpler,kpler.com,Belgium,maritime & commodities trade data analytics,600+,250-1k,growth-projected,,,"Backed by growth-equity investors, fast-scaling SaaS revenue",Fast-growing trade-data brand seeking premium visibility among institutional and corporate audiences
"09 Maritime, Shipping & Ports",29,42,NYK Line (Nippon Yusen Kaisha),nyk.com,Japan,"diversified shipping (container, car carrier, LNG, bulk)","35,000+",10k+,core,,,"Japan's largest shipping group, tens of billions in revenue",Wind-hybrid vessel pioneer; potential Japanese GP tie-in for a globally recognized Japanese brand
"09 Maritime, Shipping & Ports",30,42,StormGeo,stormgeo.com,Norway,weather routing & voyage optimization,500+,250-1k,growth-projected,,,"Privately backed (Alfa Laval-owned), fuel-efficiency-focused revenue base",Weather/routing optimization ties directly into F1's fuel-efficiency and decarbonization story
"09 Maritime, Shipping & Ports",31,42,Veson Nautical,veson.com,USA,maritime chartering & operations software,350+,250-1k,growth-projected,,,"Private equity-backed (Battery Ventures), enterprise SaaS revenue",Leading maritime commercial platform with growth-stage marketing budget potential
"09 Maritime, Shipping & Ports",32,42,ZeroNorth,zeronorth.com,Denmark,shipping decarbonization/optimization SaaS,250+,250-1k,growth-projected,,,"Raised ~$76M Series C (2023), backed by Maersk Growth and others",Pure-play shipping decarbonization SaaS directly matches F1's sustainability narrative
"09 Maritime, Shipping & Ports",33,38,Yamaha Marine (Yamaha Motor Co.),marine.yamaha-motor.com,Japan,marine engines & watercraft,"10,000+ (marine division)",5k-10k,adjacent,,,"TSE-listed parent Yamaha Motor, multi-billion dollar revenue",Incumbent MotoGP sponsor whose motorsport marketing budget could be poached/extended into F1
"09 Maritime, Shipping & Ports",34,34,Anglo-Eastern Ship Management,angloeastern.com,Hong Kong,third-party ship management (private),"2,500+ shore staff",1k-5k,adjacent,,,"Top-3 global ship manager, privately owned",Asia-Pacific growth market visibility for a top global ship manager
"09 Maritime, Shipping & Ports",35,34,Associated British Ports (ABP),abports.co.uk,UK,port operator (private),"2,000+",1k-5k,adjacent,,,"UK's largest port operator, 21 ports, stable infrastructure fund ownership",Britain's largest port group aligned with F1's British GP home-market heritage
"09 Maritime, Shipping & Ports",36,34,Chemoil (Glencore),chemoilenergy.com,Singapore,Asian bunker fuel supplier,500+,250-1k,adjacent,,,Backed by Glencore's multi-billion dollar trading revenue,Leading Asian bunker supplier positioned for growing Asia-Pacific F1 trade-lane visibility
"09 Maritime, Shipping & Ports",37,34,d'Amico International Shipping,damicointernationalshipping.com,Italy/Luxembourg,product tankers,"2,500+ (incl. seafarers)",1k-5k,adjacent,,,"Borsa Italiana-listed, family-controlled (d'Amico family)",Italian shipping family fits F1's Italian heritage (Ferrari/Monza) cultural narrative
"09 Maritime, Shipping & Ports",38,34,DeepSea Technologies,deepsea.ai,Greece,AI-driven vessel optimization,100+,100-250,growth-projected,,,"Backed by major Greek shipowners, growth-stage venture funding",AI vessel-optimization platform fits F1's decarbonization and data-performance story
"09 Maritime, Shipping & Ports",39,34,Forth Ports,forthports.co.uk,UK,"port operator (private, PSP Investments-owned)",800+,250-1k,adjacent,,,"Owned by Canadian pension fund PSP Investments, stable infrastructure cash flows",UK-based operator positioned for British GP home-market visibility
"09 Maritime, Shipping & Ports",40,34,Heesen Yachts,heesenyachts.com,Netherlands,fast aluminum superyacht building,500+,250-1k,adjacent,,,"Privately owned specialist builder, premium price points",HNW clientele crossover with F1 paddock and hospitality guests
"09 Maritime, Shipping & Ports",41,34,Nautilus Labs,nautiluslabs.com,USA,vessel performance optimization SaaS,100+,100-250,growth-projected,,,"Venture-backed maritime SaaS, growth-stage revenue",Fuel-efficiency optimization platform aligns with F1's decarbonization narrative
"09 Maritime, Shipping & Ports",42,34,Orca AI,orca-ai.io,Israel,AI collision-avoidance for vessels,100+,100-250,growth-projected,,,Raised ~$72M total venture funding,Autonomous-navigation AI startup with a tech-innovation story fitting F1's engineering brand
"09 Maritime, Shipping & Ports",43,34,Overmarine Group (Mangusta),overmarine.com,Italy,performance yacht building,300+,250-1k,adjacent,,,Privately owned performance-yacht specialist,Speed/performance brand positioning naturally aligned with F1's racing image
"09 Maritime, Shipping & Ports",44,34,Pacific International Lines (PIL),pilship.com,Singapore,container shipping (private),"4,000+",1k-5k,adjacent,,,"Family-owned (Teo family), Singapore's largest home-grown carrier",Singapore GP home-market fit for a family-owned HNW-led national carrier
"09 Maritime, Shipping & Ports",45,34,Peel Ports Group,peelports.com,UK,port operator (private),"1,600+",1k-5k,adjacent,,,"UK's second-largest port group, backed by Peel Group/private investors",British GP home-market fit (Silverstone) for a major UK port operator
"09 Maritime, Shipping & Ports",46,34,Sinokor Merchant Marine,sinokor.co.kr,South Korea,intra-Asia container & bulk shipping,"1,500+",1k-5k,adjacent,,,"Privately held, leading Korean intra-Asia carrier",Korean market growth story aligned with Korea's F1 fan base development
"09 Maritime, Shipping & Ports",47,34,SITC International,sitc.com,Hong Kong,intra-Asia container shipping,"3,000+",1k-5k,adjacent,,,"HKEX-listed, fast-growing intra-Asia carrier",Asia-Pacific trade growth story aligned with F1's expansion in the region
"09 Maritime, Shipping & Ports",48,34,Titan Clean Fuels (Titan LNG),titan-clean-fuels.com,Netherlands,LNG/bio-LNG ship bunkering,150+,100-250,growth-projected,,,"Backed by NYK and Mitsubishi as strategic investors, growth-stage revenue",Pure-play LNG/bio-LNG bunkering pioneer matches F1's decarbonization sponsorship narrative closely
"09 Maritime, Shipping & Ports",49,34,TS Lines,tslines.com,Taiwan/Hong Kong,intra-Asia feeder container shipping,"1,000+",250-1k,adjacent,,,"Privately held, fast-growing intra-Asia feeder carrier",Fast-scaling regional carrier seeking broader global brand recognition
"09 Maritime, Shipping & Ports",50,34,UECC (United European Car Carriers),uecc.com,Norway/Japan,short-sea car carrier (NYK/K Line JV),250+,250-1k,adjacent,,,Backed by NYK and K Line's combined scale,Automotive-industry adjacency to F1 via European short-sea vehicle logistics
"09 Maritime, Shipping & Ports",51,34,V.Group,vgrouplimited.com,UK/Isle of Man,ship management (private equity-owned),"3,000+ shore staff",1k-5k,adjacent,,,"Backed by private equity, leading global ship management company",London-headquartered operator positioned near F1's British GP home market
"09 Maritime, Shipping & Ports",52,34,Wallem Group,wallem.com,Hong Kong,ship management & agency (private),"1,500+",1k-5k,adjacent,,,Century-old privately held Hong Kong maritime services group,"Asia trade visibility story for a historic, well-capitalized maritime services group"
"09 Maritime, Shipping & Ports",53,34,"World Kinect (World Fuel Services, Marine)",worldkinect.com,USA,global marine fuel & logistics supplier,"5,000+ (group)",1k-5k,adjacent,,,"NYSE-listed parent, multi-billion dollar revenue",US-based marine fuel major positioned for growing American F1 market visibility
"09 Maritime, Shipping & Ports",54,30,HHLA (Hamburger Hafen und Logistik),hhla.de,Germany,port & intermodal logistics operator,"6,500+",5k-10k,adjacent,,,Frankfurt-listed; majority owned by City of Hamburg with a public free float,Hamburg's flagship port-logistics brand seeking pan-European visibility (note: majority public ownership)
"09 Maritime, Shipping & Ports",55,30,Mercury Marine (Brunswick Corporation),mercurymarine.com,USA,recreational marine engines,"8,500+",5k-10k,adjacent,,,"NYSE-listed parent Brunswick, multi-billion dollar revenue",Strong offshore-powerboat-racing heritage is a natural extension into F1-style motorsport marketing
"09 Maritime, Shipping & Ports",56,26,Africa Global Logistics (Bollore Group ports),agl-group.com,France,African ports & logistics,"20,000+",10k+,adjacent,,,"Bollore family-owned, leading African port/logistics network",Pan-African growth market aligned with F1's interest in emerging fan territories
"09 Maritime, Shipping & Ports",57,26,Ardmore Shipping,ardmoreshipping.com,Ireland/Marshall Islands,mid-size product tankers,50+ onshore,100-250,adjacent,,,NASDAQ-listed mid-cap products tanker owner,Mid-cap tanker owner seeking broader investor and brand visibility
"09 Maritime, Shipping & Ports",58,26,Burgess Yachts,burgessyachts.com,UK/Monaco,superyacht brokerage & charter,150+,100-250,adjacent,,,Premier superyacht brokerage with global HNW client base,Active in the Monaco GP charter market alongside its core HNW yacht clientele
"09 Maritime, Shipping & Ports",59,26,Danaos Corporation,danaos.com,Greece,containership charter owner,150+ onshore,100-250,adjacent,,,"NYSE-listed, Coustas family ownership",Greek shipowner HNW family (Dr. John Coustas) with global investment profile
"09 Maritime, Shipping & Ports",60,26,Diana Shipping,dianashippinginc.com,Greece,dry bulk shipping,50-100 onshore,100-250,adjacent,,,"NYSE-listed, Palios family ownership",Greek shipowner HNW family with Athens/Monaco social overlap with the F1 circuit
"09 Maritime, Shipping & Ports",61,26,Eagle Bulk Shipping,eagleships.com,USA,dry bulk (Supramax/Ultramax),100+ onshore,100-250,adjacent,,,NYSE-listed pure-play dry bulk owner,US market growth story tied to F1's expanding American race calendar
"09 Maritime, Shipping & Ports",62,26,Genco Shipping & Trading,gencoshipping.com,USA,dry bulk shipping,100+ onshore,100-250,adjacent,,,NYSE-listed dry bulk pure-play,"US-listed carrier positioned to ride growing US GP audience (Miami, Austin, Las Vegas)"
"09 Maritime, Shipping & Ports",63,26,Global Ship Lease,globalshiplease.com,UK/Marshall Islands,containership charter owner,50+ onshore,100-250,adjacent,,,"NYSE-listed, London-based containership lessor",London base offers visibility angle tied to F1's British GP home market
"09 Maritime, Shipping & Ports",64,26,International Seaways,intlseas.com,USA,crude & product tankers,150+ onshore,100-250,adjacent,,,NYSE-listed tanker owner,US-listed tanker company positioned for the growing American F1 fan base
"09 Maritime, Shipping & Ports",65,26,Navios Maritime Holdings,navios.com,Greece/Monaco,"diversified shipping (container, dry bulk, tankers)",200+ onshore,100-250,adjacent,,,"NYSE-listed, led by high-profile HNW owner Angeliki Frangou","Monaco-based operations sit near F1's home Monaco GP, with a headline-making HNW owner"
"09 Maritime, Shipping & Ports",66,26,Nordic American Tankers,nat.bm,Bermuda/Norway,Suezmax crude tankers,50+ onshore,100-250,adjacent,,,NYSE-listed pure-play Suezmax owner,"Simple, well-capitalized tanker story seeking wider retail-investor and brand visibility"
"09 Maritime, Shipping & Ports",67,26,Okeanis Eco Tankers,okeanisecotankers.com,Greece/Marshall Islands,eco-design crude/product tankers,50+ onshore,100-250,adjacent,,,"Oslo/NYSE-listed, Alafouzos family ownership",Alafouzos family (also owns Panathinaikos FC) has demonstrated sports-sponsorship appetite
"09 Maritime, Shipping & Ports",68,26,Scorpio Tankers,scorpiotankers.com,Monaco,product tankers,150+ onshore,100-250,adjacent,,,"NYSE-listed, strong tanker-market cash flows","Headquartered in Monaco, literally steps from the Monaco GP paddock and HNW yachting scene"
"09 Maritime, Shipping & Ports",69,26,Wajer Yachts,wajeryachts.com,Netherlands,open/day yacht building,150+,100-250,adjacent,,,"Fast-growing boutique builder, premium price points",Popular with younger HNW/celebrity buyers overlapping F1's younger fan demographic
"10 Batteries, EV, Waste & Water",1,50,De Nora,denora.com,Italy,Electrochemical & water treatment technology (public),"1,000-5,000",1k-5k,core,,,"Public company, several hundred million dollars in revenue — affordable at core tier",Water electrolysis/treatment technology echoes BWT's proven grid precedent and fits Italian GP heritage
"10 Batteries, EV, Waste & Water",2,50,EVgo,evgo.com,United States,Public DC fast-charging network (public),"501-1,000",250-1k,core,,,Public company with GM backing and growing revenue — affordable at core tier,Fast-charging network buildout supports F1's electrification narrative and US fan growth
"10 Batteries, EV, Waste & Water",3,50,Fastned,fastned.nl,Netherlands,Fast-charging network (public),"501-1,000",250-1k,core,,,"Public company, growing European charging revenue — fits core/regional tier",100%-renewable fast-charging network fits F1's net-zero-2030 pledge and European race calendar
"10 Batteries, EV, Waste & Water",4,50,Powin Energy,powin.com,United States,Grid-scale battery storage (private),"501-1,000",250-1k,core,,,"Private, multi-GWh deployed globally with strong order book — affordable at regional tier",Grid-scale storage leadership aligns with F1's net-zero-2030 sustainability pledge
"10 Batteries, EV, Waste & Water",5,50,Wallbox,wallbox.com,Spain,EV charging hardware (public),"501-1,000",250-1k,core,,,Public company with global retail/commercial charger sales — affordable at core tier,European EV charging hardware maker fits F1's 2026 hybrid-era sustainability story
"10 Batteries, EV, Waste & Water",6,50,Zurn Elkay Water Solutions,zurnelkay.com,United States,Water management products (public),"1,000-5,000",1k-5k,core,,,"Public company, ~$1.7B annual revenue — comfortably affordable",Sustainable water-management portfolio follows BWT's proven grid precedent
"10 Batteries, EV, Waste & Water",7,46,Clarios,clarios.com,United States,World's largest automotive battery maker (Brookfield-owned),"10,000+",5k-10k,core,,,"Private giant, ~$8B+ revenue — easily affordable",Automotive battery scale and 12V/48V hybrid systems match F1's hybrid power-unit era
"10 Batteries, EV, Waste & Water",8,46,FCC Environment,fccenvironment.co.uk,Spain / United Kingdom,Waste & environmental services,"5,000-10,000",5k-10k,core,,,Backed by FCC Group's multi-billion-euro balance sheet — comfortably affordable,European environmental-services scale fits F1's sustainability pledge and Spanish GP presence
"10 Batteries, EV, Waste & Water",9,46,GS Yuasa,gs-yuasa.com,Japan,Automotive & industrial batteries,"10,000+",5k-10k,core,,,"Public company, multi-billion-dollar revenue — comfortably affordable",Legacy motorsport battery supplier heritage (past F1/motorsport ties) fits hybrid-era positioning
"10 Batteries, EV, Waste & Water",10,46,Reworld (Covanta),reworld.com,United States,Waste-to-energy,"5,000-10,000",5k-10k,core,,,"Large private (EQT-backed) waste-to-energy operator, multi-billion-dollar scale — affordable",Waste-to-energy story fits F1's net-zero-2030 pledge and circular-economy narrative
"10 Batteries, EV, Waste & Water",11,46,SNF Group,snf.com,France,Water treatment chemicals / flocculants (private),"5,000-10,000",5k-10k,core,,,"Private giant, multi-billion-euro revenue, world's largest water-soluble-polymer maker — comfortably affordable",Global water-treatment-chemicals leader fits BWT's proven precedent and F1's French GP heritage
"10 Batteries, EV, Waste & Water",12,44,AMP Robotics,amprobotics.com,United States,AI-powered recycling sorting robots (funded),"501-1,000",250-1k,funded-150m,,,Raised $180M+ across rounds — funded above floor for a growth-tier deal,AI-driven recycling automation fits F1's tech-innovation and circular-economy storytelling
"10 Batteries, EV, Waste & Water",13,44,Ascend Elements,ascendelements.com,United States,Battery recycling & precursor materials,"501-1,000",250-1k,funded-150m,,,Raised $1B+ including DOE loan backing — funded above floor,Battery-material circularity story supports F1's sustainability and net-zero-2030 pledge
"10 Batteries, EV, Waste & Water",14,44,Energy Vault,energyvault.com,United States,Gravity & battery long-duration storage (public),"501-1,000",250-1k,funded-150m,,,"Public, raised $400M+ pre-IPO — funded above floor for a growth-tier deal",Novel long-duration storage tech fits F1's innovation-and-sustainability brand story
"10 Batteries, EV, Waste & Water",15,44,Factorial Energy,factorialenergy.com,United States,Solid-state batteries (Stellantis/Mercedes-backed),"501-1,000",250-1k,funded-150m,,,Raised $650M+ with Stellantis and Mercedes-Benz investment — funded above floor,OEM-backed solid-state battery story fits F1's next-gen electrified power-unit era
"10 Batteries, EV, Waste & Water",16,44,FreeWire Technologies,freewiretech.com,United States,Battery-integrated fast chargers (private),51-500,250-1k,funded-150m,,,Raised $130M+ from bp/investors — fits a growth-tier regional deal,Grid-friendly battery-buffered fast charging fits F1's electrified paddock infrastructure story
"10 Batteries, EV, Waste & Water",17,44,Gradiant,gradiant.com,United States,"Industrial water treatment technology (funded, unicorn)","1,000-5,000",1k-5k,funded-150m,,,"Raised $400M+, unicorn valuation over $1B — funded well above floor",Fast-growing water-tech unicorn mirrors BWT's proven precedent while adding a strong growth-story angle
"10 Batteries, EV, Waste & Water",18,44,Group14 Technologies,group14.technology,United States,Silicon-carbon battery materials,"501-1,000",250-1k,funded-150m,,,Raised $650M+ including Porsche/SK backing — funded well above floor,Battery-material innovation aligns with F1's hybrid-era performance-and-sustainability story
"10 Batteries, EV, Waste & Water",19,44,Monta,monta.com,Denmark,EV charging software platform (funded),51-500,250-1k,funded-150m,,,Raised $150M+ across rounds — funded at the floor tier for a regional deal,Nordic charging-software scale-up fits F1's sustainable-mobility growth story
"10 Batteries, EV, Waste & Water",20,44,Moxion Power,moxionpower.com,United States,Mobile battery power units (private),51-500,250-1k,funded-150m,,,Raised $100M+ from investors incl. automakers — fits a smaller growth-tier deal,Mobile zero-emission power replaces diesel generators — a direct fit for F1 paddock/event electrification
"10 Batteries, EV, Waste & Water",21,44,ProLogium Technology,prologium.com,Taiwan,Solid-state battery manufacturer,"1,000-5,000",1k-5k,funded-150m,,,Raised $1B+ including Mercedes-Benz backing — funded well above floor,Solid-state gigafactory build-out mirrors F1's hybrid/electrified technology arc
"10 Batteries, EV, Waste & Water",22,44,Source Global,source.co,United States,Hydropanel drinking-water technology (funded),51-500,250-1k,funded-150m,,,Raised $150M+ across rounds — funded near the floor for a smaller regional deal,Off-grid renewable drinking-water tech fits F1's net-zero-2030 and water-sustainability precedent
"10 Batteries, EV, Waste & Water",23,44,Terawatt Infrastructure,terawattinfrastructure.com,United States,Heavy-duty EV charging depots (funded),51-500,250-1k,funded-150m,,,Raised $1B+ in equity/debt financing — funded well above floor,Zero-emission freight charging infrastructure supports F1's net-zero-2030 logistics ambitions
"10 Batteries, EV, Waste & Water",24,44,Verkor,verkor.com,France,Battery gigafactory startup,"501-1,000",250-1k,funded-150m,,,Raised well over €2B in equity/debt for its Dunkirk gigafactory — funded enough for a growth-tier deal,French battery scale-up story fits F1's sustainable-mobility and net-zero-2030 narrative
"10 Batteries, EV, Waste & Water",25,42,ADS-TEC Energy,ads-tec-energy.com,Germany / United States,Battery-buffered fast charging (public),51-500,250-1k,growth-projected,,,Public micro-cap with Porsche partnership — fits a modest regional deal,Battery-buffered ultra-fast charging tech mirrors F1's hybrid-era power delivery story
"10 Batteries, EV, Waste & Water",26,42,Allego,allego.eu,Netherlands,Pan-European EV charging network (public),"501-1,000",250-1k,growth-projected,,,Public company with pan-European rollout — fits growth/regional tier,European charging network scale-up mirrors F1's European race calendar and hybrid-era push
"10 Batteries, EV, Waste & Water",27,42,Beam Global,beamforall.com,United States,Solar-powered EV charging (public),51-500,250-1k,growth-projected,,,"Public micro-cap, off-grid solar charging niche — fits a modest regional deal",Off-grid solar charging ties to F1's net-zero-2030 and event-sustainability ambitions
"10 Batteries, EV, Waste & Water",28,42,Cirba Solutions,cirbasolutions.com,United States,Battery materials recycling,"1,000-5,000",1k-5k,growth-projected,,,"Private, DOE-backed expansion capital — affordable at regional/growth tier",Battery recycling infrastructure buildout matches F1's electrified power-unit and sustainability story
"10 Batteries, EV, Waste & Water",29,42,Compleo Charging Solutions,compleo-cs.com,Germany,EV charging hardware (public),"501-1,000",250-1k,growth-projected,,,Public company with European charger manufacturing scale — fits core/regional tier,German charging hardware maker fits F1's European calendar and electrified-era narrative
"10 Batteries, EV, Waste & Water",30,42,Consolidated Water Co,cwco.com,United States / Cayman Islands,Desalination & water services (public),"501-1,000",250-1k,growth-projected,,,Public micro-cap with growing desalination contracts — fits a modest regional deal,Desalination growth story fits BWT's proven water-category precedent at a smaller budget tier
"10 Batteries, EV, Waste & Water",31,42,Eos Energy Enterprises,eosenergy.com,United States,Zinc-based long-duration storage (public),"501-1,000",250-1k,growth-projected,,,Public company with DOE loan-backed scale-up — fits growth tier,Non-lithium long-duration storage ties to F1's net-zero-by-2030 grid-decarbonization pledge
"10 Batteries, EV, Waste & Water",32,42,Fluence Corporation (Water),fluencecorp.com,Australia / United States,Decentralized water & wastewater treatment (public),"501-1,000",250-1k,growth-projected,,,Public company (distinct from Fluence Energy) with growing global project pipeline — fits growth tier,Decentralized water treatment mirrors BWT's proven precedent with a sustainability-tech growth angle
"10 Batteries, EV, Waste & Water",33,42,Freyr Battery,freyrbattery.com,Norway / United States,Battery gigafactory developer (public),51-500,250-1k,growth-projected,,,Public micro-cap developing US gigafactory — fits a smaller regional deal,Clean battery manufacturing story (Nordic hydropower-powered) fits F1's net-zero-2030 pledge
"10 Batteries, EV, Waste & Water",34,42,H2O Innovation,h2oinnovation.com,Canada,Water treatment solutions (public),"501-1,000",250-1k,growth-projected,,,"Public company, ~$250M annual revenue with strong growth — fits a growth/regional tier",Water-treatment technology growth story fits BWT's proven category and Canadian GP market
"10 Batteries, EV, Waste & Water",35,42,Invinity Energy Systems,invinity.com,United Kingdom,Vanadium flow batteries (public),51-500,250-1k,growth-projected,,,Small-cap public company — fits a modest regional sponsorship at the floor level,Long-duration flow-battery tech ties to F1's sustainable-energy and net-zero-2030 narrative
"10 Batteries, EV, Waste & Water",36,42,Microvast Holdings,microvast.com,United States / China,EV & commercial battery maker (public),"1,000-5,000",1k-5k,growth-projected,,,Public company with commercial-vehicle battery revenue — fits growth tier,Fast-charging commercial EV battery tech supports F1's electrified logistics/paddock story
"10 Batteries, EV, Waste & Water",37,42,QuantumScape,quantumscape.com,United States,Solid-state battery developer (public),"501-1,000",250-1k,growth-projected,,,Public company with multi-billion-dollar market cap — affordable at growth tier,Solid-state battery R&D story dovetails with F1's electrified power-unit future
"10 Batteries, EV, Waste & Water",38,42,SES AI,ses.ai,United States,Lithium-metal battery developer (public),"501-1,000",250-1k,growth-projected,,,Public company backed by GM/Hyundai/Honda partnerships — fits growth-tier sponsorship,Advanced battery chemistry positioning fits F1's hybrid-era performance narrative
"10 Batteries, EV, Waste & Water",39,42,Solid Power,solidpowerbattery.com,United States,Solid-state EV batteries (public),51-500,250-1k,growth-projected,,,"Public micro-cap with automaker partnerships (BMW, Ford) — fits a smaller regional sponsorship",Solid-state battery breakthrough narrative fits F1's next-gen hybrid technology story
"10 Batteries, EV, Waste & Water",40,42,Stem Inc,stem.com,United States,AI-driven battery storage software (public),"501-1,000",250-1k,growth-projected,,,"Public company, hundreds of millions in annual revenue — fits growth tier",Smart storage optimization software fits F1's data-driven sustainability and net-zero-2030 narrative
"10 Batteries, EV, Waste & Water",41,42,Virta,virta.global,Finland,EV charging network & software,51-500,250-1k,growth-projected,,,"Private, backed by Fortum with European expansion — fits a modest regional deal",European smart-charging network mirrors F1's Nordic/European race footprint and hybrid-era push
"10 Batteries, EV, Waste & Water",42,42,Zaptec,zaptec.com,Norway,Smart EV charging hardware (public),51-500,250-1k,growth-projected,,,"Small-cap public company, Nordic market leader — fits a modest regional deal",Smart-grid home/workplace charging fits F1's sustainability and hybrid-era story
"10 Batteries, EV, Waste & Water",43,34,Autel Energy,autel.com,China,EV charger manufacturer,"1,000-5,000",1k-5k,adjacent,,,"Private, global diagnostics/charging conglomerate — affordable at core tier",Fast-growing global EV charger brand fits F1's electrified power-unit narrative
"10 Batteries, EV, Waste & Water",44,34,Automotive Cells Company (ACC),acc-emotion.com,France,Battery gigafactory JV (Stellantis/Mercedes),"1,000-5,000",1k-5k,adjacent,,,Backed by three OEM parents with multi-billion euro capex — able to fund a regional sponsorship,European gigafactory build-out mirrors F1's 2026 electrified power-unit push and EU decarbonization goals
"10 Batteries, EV, Waste & Water",45,34,be.ENERGISED (has-to-be),hastobe.com,Austria,EV charging software platform (BP-owned),51-500,250-1k,adjacent,,,"Backed by a major energy parent — affordable, though parent conflict should be checked",Charging management software underpins F1's electrified-era logistics narrative
"10 Batteries, EV, Waste & Water",46,34,Bio-UV Group,bio-uv.com,France,UV water treatment technology (public),51-500,250-1k,adjacent,,,Small-cap public company — fits a modest regional sponsorship at the floor level,UV disinfection water technology echoes BWT's proven precedent and fits French GP heritage
"10 Batteries, EV, Waste & Water",47,34,Electrify America,electrifyamerica.com,United States,VW-backed fast-charging network,"1,000-5,000",1k-5k,adjacent,,,"VW-funded (Dieselgate settlement legacy), multi-billion-dollar buildout — easily affordable",Largest US fast-charging network fits F1's growing US fanbase and electrified-era narrative
"10 Batteries, EV, Waste & Water",48,34,Enel X Way,enelxway.com,Italy,EV charging (Enel-backed),"501-1,000",250-1k,adjacent,,,Backed by Enel Group's multi-billion-dollar balance sheet — easily affordable,Italian energy major's EV charging arm fits F1's Italian GP presence and hybrid-era story
"10 Batteries, EV, Waste & Water",49,34,EO Charging,eocharging.com,United Kingdom,Commercial & fleet EV charging (public),51-500,250-1k,adjacent,,,Small-cap public company focused on fleet electrification — fits a modest regional deal,Fleet/commercial charging ties to F1's paddock and logistics electrification goals
"10 Batteries, EV, Waste & Water",50,34,Ionity,ionity.eu,Germany,Pan-European fast-charging JV (BMW/Mercedes/VW/Ford/Hyundai),"501-1,000",250-1k,adjacent,,,Backed by five global automakers — able to fund a regional sponsorship,OEM-backed European high-power charging network mirrors F1's hybrid/EV transition
"10 Batteries, EV, Waste & Water",51,34,PowerCo,powerco.tech,Germany,Volkswagen's battery cell subsidiary,"1,000-5,000",1k-5k,adjacent,,,VW-backed with multi-billion-euro gigafactory investment — corporate parent can fund sponsorship,VW's dedicated battery arm directly tracks F1's 2026 hybrid power-unit transition
