list,company,domain,hq_country,subsector,employees_est,size_band,affordability,why_f1,already_in_master_book,source_batch
Environment & Climate,Ramky Enviro Engineers,ramkyenviro.com,India,Industrial & Municipal Waste,9000,6k-20k,Raised >=$150M (KKR/private equity backing) / Revenue ~$400M,"India's largest integrated environmental management company, PE-backed and expanding regionally.",,L07a
Environment & Climate,SULO Group,sulo.com,Germany,Waste Collection & Containers,5000,1k-5k,"Revenue >=$250M (~EUR1B est., private)",Major European waste collection and container manufacturing group with pan-European reach.,,L07a
Environment & Climate,Keppel Infrastructure (Environmental),kepinfra.com,Singapore,Waste-to-Energy & Environmental Infrastructure,1000,250-1k,Revenue >=$250M (parent Keppel Corp ~SGD7B FY24),"Environmental infrastructure arm of Singapore conglomerate Keppel Corp, active across APAC waste-to-energy projects.",,L07a
Environment & Climate,Interzero,interzero.de,Germany,EPR Compliance & Recycling,2600,1k-5k,"Revenue >=$250M (~EUR1.1B est., private)",Germany's largest dual-system recycling and EPR-compliance provider (formerly Der Gruene Punkt/Landbell Group).,,L07a
Environment & Climate,Waste Harmonics,wasteharmonics.com,United States,Waste Tech / Managed Services,500,250-1k,"Revenue >=$250M (~$400M+ est., private)",National tech-enabled waste and recycling management provider for multi-site enterprise clients.,,L07a
Environment & Climate,Grundon Waste Management,grundon.com,United Kingdom,Industrial & Hazardous Waste,900,250-1k,"Revenue >=$250M (~GBP300M est., private)",Independent UK hazardous/industrial waste specialist serving corporate clients across southern England.,,L07a
Environment & Climate,Metso (Recycling Solutions),metso.com,Finland,Recycling Equipment & Technology,16000,6k-20k,Revenue >=$250M (~EUR5.2B FY24),Global industrial and recycling technology leader supplying shredding/sorting equipment to the recycling industry.,,L07a
Environment & Climate,China Everbright Greentech,cebg-greentech.com,China,Biomass & Waste-to-Energy,6000,5k-6k,"Revenue >=$250M (~HKD5B est., HKEX-listed)","Biomass and hazardous waste treatment arm of the China Everbright Group, expanding across Asia.",,L07a
Environment & Climate,Beijing Capital Eco-Environment Protection Group,capitalonline.com.cn,China,Municipal Waste & Water,10000,6k-20k,"Revenue >=$250M (multi-billion RMB, HKEX-listed)",Major Chinese state-linked environmental infrastructure group operating waste and water treatment assets nationwide.,,L07a
Environment & Climate,Xylem,xylem.com,United States,Water treatment & smart water infrastructure,23000,20k+,"Revenue ~$8.6B (2024, post-Evoqua acquisition); NYSE:XYL, well above the $250M gate.","Global water-tech leader (pumps, treatment, smart metering) with a sustainability story that maps directly onto F1's 2026 100%-sustainable-fuel era and its water-scarce host markets (Saudi, Qatar, Bahrain, Las Vegas).",yes,L07b
Environment & Climate,Pentair,pentair.com,United Kingdom,Water filtration & pool/residential water treatment,10500,6k-20k,Revenue ~$4.1B (2023); NYSE:PNR. Not a current F1 sponsor.,Consumer-facing filtration brand looking to build global brand equity outside North America — F1's international live audience is a natural growth lever.,yes,L07b
Environment & Climate,Veralto,veralto.com,United States,Water quality analytics & treatment,16000,6k-20k,"Revenue ~$5.1B (2023); NYSE:VLTO, spun off from Danaher.","Water-quality instrumentation (Hach, ChemTreat) fits a paddock-to-planet water-stewardship narrative; recently independent and building its own brand identity post-spinoff.",,L07b
Environment & Climate,Kurita Water Industries,kurita.co.jp,Japan,Industrial water treatment,8000,6k-20k,"Revenue ~¥278B (~$1.9B, FY2023); Tokyo-listed (6370.T).",Japan's top industrial water treatment company; F1's Japanese GP and paddock presence offer a home-market platform to accompany global expansion.,,L07b
Environment & Climate,Organo Corp,organo.co.jp,Japan,Ultrapure water treatment,2000,1k-5k,Revenue ~¥130-140B (~$900M-1B); Tokyo-listed (6368.T).,Ultrapure water for semiconductors ties to F1's high-precision engineering identity; Suzuka GP gives a natural home-market activation.,,L07b
Environment & Climate,Metito,metito.com,United Arab Emirates,Desalination & water treatment EPC,2500,1k-5k,"Delivered >$5B in cumulative water/desal infrastructure; backed by Gulf Capital, IFC and EBRD.","60+ years building the Gulf's desalination backbone; Abu Dhabi/Bahrain/Saudi GPs sit in Metito's core home markets and target client base (governments, utilities).",,L07b
Environment & Climate,Almar Water Solutions,almarwater.com,Spain,Desalination project development,300,250-1k,Water arm of Abdul Latif Jameel Energy; ALJ group is a multi-billion-dollar diversified conglomerate with >$1B committed to water assets.,"ALJ's water platform spans MENA, LatAm and Asia — the same growth geographies as F1's calendar expansion (Saudi, Qatar, Miami, Vegas).",,L07b
Environment & Climate,Aqualia,aqualia.com,Spain,Water utility operations,10000,6k-20k,Revenue ~€1.6B (2023); one of the world's largest private water operators (FCC/IFM-owned).,Pan-European and LatAm water utility footprint gives regional-partner scale for a team activation program.,,L07b
Environment & Climate,Culligan International,culligan.com,United States,Water treatment & filtration,8000,6k-20k,Revenue ~$2.8-3B (2024); PE-backed (BDT/Advent/Mubadala).,"Consumer water brand rebuilding global recognition post-PE ownership changes; F1's premium, family-reach audience suits a household water brand.",yes,L07b
Environment & Climate,ACWA Power,acwapower.com,Saudi Arabia,Desalination & power development,3000,1k-5k,"Revenue ~SAR 7B+ (~$1.9B, 2023); Tadawul-listed (2082.SR).",Saudi desalination/renewables champion aligned with PIF's sports investment strategy; natural fit for the Jeddah/Saudi GP and NEOM narrative.,yes,L07b
Environment & Climate,Doosan Enerbility,doosanenerbility.com,South Korea,Desalination EPC,6000,5k-6k,"Revenue ~KRW 3.4T (~$2.5B); KRX-listed (034020.KS), built ~30% of the world's large-scale desal capacity.",Global EPC leader seeking brand recognition beyond its Gulf/Asia project markets; F1 offers government-decision-maker visibility in the same regions it builds in.,,L07b
Environment & Climate,IDE Technologies,ide-tech.com,Israel,Desalination engineering,1500,1k-5k,"Owned by ICL (revenue ~$6-7B) and Delek Group; built the world's largest SWRO plants (Sorek, Carlsbad, Shuweihat).",Category-defining desalination engineering brand with parent-company scale to fund a marquee partnership and a strong 'water innovation' story for F1.,,L07b
Environment & Climate,Acciona Agua,acciona.com,Spain,Desalination & water infrastructure,2000,1k-5k,Parent Acciona revenue ~€11B (2023); BME-listed (ANA.MC).,Acciona already invests heavily in sustainability-linked sports and infrastructure marketing; water arm offers a distinct sponsorship story from its energy business.,,L07b
Environment & Climate,Fisia Italimpianti,webuildgroup.com,Italy,Desalination EPC,500,250-1k,Parent Webuild revenue ~€10B (2023); Milan-listed (WBD.MI).,Historic desalination EPC brand (Fisia) inside a major infrastructure group seeking higher international profile as it bids on Gulf mega-projects.,,L07b
Environment & Climate,Hyundai Engineering,hec.co.kr,South Korea,Desalination & industrial water EPC,6000,5k-6k,Part of Hyundai Motor Group (group revenue >$200B).,Deep-pocketed conglomerate arm with a large MENA desalination project pipeline; Korean GP heritage and Hyundai's existing motorsport culture (WRC) ease the pitch.,,L07b
Environment & Climate,GS Inima,gsinima.com,Spain,Water treatment & desalination operations,1300,1k-5k,"Owned by GS Engineering & Construction (Korea, revenue ~$8B).","Korean-owned, Spain-headquartered operator active across Spain, LatAm and MENA — geographies overlapping F1's calendar growth.",,L07b
Environment & Climate,Aquatech International,aquatech.com,United States,Industrial water treatment & desalination,1300,1k-5k,"Estimated revenue $400-500M; privately held, delivered 20,000+ water/desal systems worldwide including mega ZLD/SWRO plants.",Family-owned global leader in zero-liquid-discharge and desalination tech looking to build brand recognition against larger public competitors.,,L07b
Environment & Climate,Saur Group,saur.com,France,Water utility operations,10000,6k-20k,"Revenue ~€2.3B (2023); PE-owned (Eiffel Investment Group, CDPQ, Meridiam).",European water utility expanding internationally under new PE ownership; sponsorship supports brand-building beyond its French home base.,,L07b
Environment & Climate,American Water Works,amwater.com,United States,Water utility,6500,6k-20k,"Revenue ~$4.5B (2023); NYSE:AWK, largest publicly traded US water utility.","Largest US regulated water utility, with Austin/Miami/Vegas GP markets inside its service footprint for hyperlocal activation.",,L07b
Environment & Climate,Severn Trent,severntrent.com,United Kingdom,Water utility,9000,6k-20k,Revenue ~£2.2B (2024); LSE-listed (SVT.L).,UK water major seeking a positive-visibility platform amid sector scrutiny of utilities; F1's British GP (Silverstone) offers home-market relevance.,,L07b
Environment & Climate,United Utilities,unitedutilities.com,United Kingdom,Water utility,6000,5k-6k,Revenue ~£2B (2024); LSE-listed (UU.L).,Same UK-utility rationale as Severn Trent — reputational upside from association with F1's environmental commitments.,,L07b
Environment & Climate,China Everbright Environment,cebenvironment.com,China,Water & environmental treatment,15000,6k-20k,Revenue ~HK$25B (~$3.2B); HKEX-listed (0257.HK).,Major Chinese environment/water operator with international ambitions; Chinese GP's return to the calendar strengthens the local activation case.,,L07b
Environment & Climate,Beijing Enterprises Water Group,bewg.com.hk,China,Water treatment operations,12000,6k-20k,"Revenue ~HK$20B+; HKEX-listed (0371.HK), one of China's largest water treatment operators.",State-linked scale operator seeking international brand credibility as it expands water investments along Belt & Road markets that overlap F1's global footprint.,,L07b
Environment & Climate,China Water Affairs Group,cwahk.com.hk,China,Water utility,8000,6k-20k,"Revenue ~HK$8B (~$1B); HKEX-listed (0855.HK), 100+ municipal water projects.",Mid-large Chinese water utility building brand recognition ahead of further international expansion.,,L07b
Environment & Climate,Thermax Limited,thermaxglobal.com,India,"Water & waste solutions, energy",6000,5k-6k,"Revenue ~₹8,700cr (~$1B, FY24); NSE/BSE-listed (THERMAX.NS).",Indian industrial conglomerate with a growing water & environment division seeking global brand elevation as India's F1 fan base grows.,,L07b
Environment & Climate,VA Tech Wabag,vatechwabag.com,India,Water treatment EPC,2000,1k-5k,"Revenue ~₹2,700cr (~$325M, FY24); NSE-listed (WABAG.NS).","Global water treatment EPC leader out of India with projects across Middle East, Africa and Asia — F1's exact expansion geography.",,L07b
Environment & Climate,3M Water Filtration,3m.com,United States,Filtration & purification technology,85000,20k+,Parent 3M revenue ~$32B (2024); NYSE:MMM.,"Global filtration and materials science giant (Aqua-Pure, industrial filtration) with the balance sheet to headline a program and a genuine engineering-innovation story.",yes,L07b
Environment & Climate,Nitto Denko (Hydranautics),hydranautics.com,Japan,RO/UF membrane technology,26000,20k+,Parent Nitto Denko revenue ~¥880B (~$6B); Tokyo-listed (6988.T).,Hydranautics is a top-3 global reverse-osmosis membrane brand — precision materials science pairs naturally with F1's engineering narrative.,,L07b
Environment & Climate,DuPont Water Solutions,dupont.com,United States,Membrane & filtration technology,24000,20k+,Parent DuPont de Nemours revenue ~$12B; NYSE:DD.,Owns FilmTec/IntegraFlux membrane platforms; materials-science storytelling (advanced polymers) mirrors F1 chassis/tire technology narratives.,yes,L07b
Environment & Climate,Dow,dow.com,United States,Water treatment chemistries & membranes,35900,20k+,Revenue ~$45B (2023); NYSE:DOW.,Global materials science major with a water technologies business and a sustainability agenda well-matched to F1's 2026 sustainable-fuel platform.,yes,L07b
Environment & Climate,Donaldson Company,donaldson.com,United States,Filtration technology,14000,6k-20k,Revenue ~$3.4B (FY24); NYSE:DCI.,"Filtration is core to engine/fluid performance — a direct technical parallel to F1 powertrain filtration, useful for a technical-partner pitch.",,L07b
Environment & Climate,Parker Hannifin,parker.com,United States,Filtration & fluid control,60000,20k+,Revenue ~$19.9B (FY24); NYSE:PH.,Diversified motion & control giant with filtration and fluid-purification businesses; already active in motorsport-adjacent aerospace/industrial engineering circles.,,L07b
Environment & Climate,Mueller Water Products,muellerwaterproducts.com,United States,Water infrastructure products,3900,1k-5k,Revenue ~$1.3B (FY24); NYSE:MWA.,"US water-infrastructure leader (leak detection, valves) with a modernization story that fits F1's US market growth push (Austin/Miami/Vegas).",,L07b
Environment & Climate,Itron,itron.com,United States,Smart water metering & analytics,5000,1k-5k,Revenue ~$2.2B (2024); NASDAQ:ITRI.,Smart-grid/smart-water data platform aligns with F1's data-driven performance culture; leak detection and conservation tech is a strong sustainability hook.,,L07b
Environment & Climate,Badger Meter,badgermeter.com,United States,Water metering & analytics,2400,1k-5k,Revenue ~$780M (2024); NYSE:BMI.,Fast-growing smart water metering company building brand awareness beyond its utility-customer base.,,L07b
Environment & Climate,GEA Group,gea.com,Germany,Process technology incl. water/wastewater,18000,6k-20k,Revenue ~€5.5B (2023); Frankfurt-listed (G1A.DE).,"German engineering major with process/separation technology; F1's German heritage teams (Mercedes, Audi entry) offer natural home-market ties.",,L07b
Environment & Climate,Emerson Electric,emerson.com,United States,Water/wastewater automation & instrumentation,86000,20k+,Revenue ~$17.5B (FY24); NYSE:EMR.,Automation and precision instrumentation giant whose water/wastewater division offers a real-time monitoring narrative that echoes F1 telemetry.,yes,L07b
Environment & Climate,Grundfos,grundfos.com,Denmark,Pump manufacturing,20000,6k-20k,"Revenue ~€3.9B (2023); world's largest pump manufacturer, foundation-owned.","Category-leading, engineering-driven pump maker with a strong efficiency/sustainability story and global footprint to match F1's calendar.",yes,L07b
Environment & Climate,Wilo SE,wilo.com,Germany,Pump manufacturing,8700,6k-20k,Revenue ~€1.7B (2023); privately held German engineering leader.,Precision-engineered pumping systems brand seeking global visibility to match its ~60-country footprint.,,L07b
Environment & Climate,Franklin Electric,franklinelectric.com,United States,Pump systems (water & fueling),7000,6k-20k,Revenue ~$2.2B (2024); NASDAQ:FELE.,Spans both water pumping and fueling-systems technology — a distinctive dual fit with F1's water-tech and sustainable-fuel storylines.,,L07b
Environment & Climate,Sulzer,sulzer.com,Switzerland,Pumps & rotating equipment,13000,6k-20k,Revenue ~CHF 3.5B (2023); SIX-listed (SUN.SW).,Precision rotating-equipment engineering firm with a strong performance/efficiency narrative for high-value industrial partnerships.,,L07b
Environment & Climate,KSB SE,ksb.com,Germany,Pumps & valves,15900,6k-20k,Revenue ~€2.9B (2023); Frankfurt-listed (KSB.DE).,Global pump/valve manufacturer with a strong German engineering identity and international project footprint.,,L07b
Environment & Climate,Flowserve,flowserve.com,United States,Pumps & valves,16000,6k-20k,Revenue ~$4.4B (2024); NYSE:FLS.,"Global flow-control leader across water and energy markets, with the scale for a marquee technical-partner sponsorship.",,L07b
Environment & Climate,IDEX Corporation,idexcorp.com,United States,Precision pumps & filtration,8300,6k-20k,Revenue ~$3.2B (2024); NYSE:IEX.,Precision fluidics and filtration company whose engineering-first culture aligns with F1's technical fanbase.,,L07b
Environment & Climate,Alfa Laval,alfalaval.com,Sweden,"Separation, heat transfer & filtration",21000,20k+,"Revenue ~SEK 55B (~$5.2B, 2024); Stockholm-listed (ALFA.ST).","Swedish engineering major with strong sustainability credentials in separation/filtration technology, seeking broader global brand reach.",,L07b
Environment & Climate,Ebara Corporation,ebara.co.jp,Japan,Pump manufacturing,19000,6k-20k,Revenue ~¥750B (~$5B); Tokyo-listed (6361.T).,Major Japanese pump manufacturer with global water infrastructure exposure and a home-GP tie-in via Suzuka.,,L07b
Environment & Climate,Gorman-Rupp,gormanrupp.com,United States,Pump manufacturing,3200,1k-5k,Revenue ~$450M (2024); NYSE:GRC.,US pump manufacturer with a growing international business seeking brand recognition beyond its industrial-buyer base.,,L07b
Environment & Climate,ITT Inc,itt.com,United States,Water/wastewater pumps (Goulds),11000,6k-20k,Revenue ~$3.4B (2024); NYSE:ITT.,ITT's Goulds Pumps water/wastewater division and broader motion-technologies portfolio offer both a water-tech and precision-engineering angle.,,L07b
Environment & Climate,SPX FLOW,spxflow.com,United States,Process & flow equipment,4300,1k-5k,Revenue ~$1.6B (2024); PE-owned (Lone Star Funds).,Process/flow technology company under new PE ownership building a distinct brand identity as it repositions post-carve-out.,,L07b
Environment & Climate,Danfoss,danfoss.com,Denmark,Pump drives & climate/water solutions,39000,20k+,Revenue ~€10B (2023); foundation-owned.,"Major energy-efficiency and drives technology provider for water/wastewater pumping, with a strong decarbonization narrative to pair with F1's fuel story.",,L07b
Environment & Climate,Orbia (Netafim),orbia.com,Mexico,Precision irrigation,22000,20k+,"Revenue ~$7.7B (2023); BMV-listed (ORBIA.MX), owns Netafim.","Owns Netafim, the world's largest drip-irrigation company; a resource-efficiency story (more crop per drop) that mirrors F1's efficiency-engineering ethos.",,L07b
Environment & Climate,Lindsay Corporation,lindsay.com,United States,Irrigation equipment (Zimmatic),1600,1k-5k,Revenue ~$650M (FY24); NYSE:LNN.,Precision agriculture/irrigation technology brand looking for premium global exposure to accelerate international expansion.,,L07b
Environment & Climate,Valmont Industries,valmont.com,United States,Irrigation (Valley) & infrastructure,11000,6k-20k,Revenue ~$4.1B (2024); NYSE:VMI.,Global irrigation and infrastructure leader with resources to fund a marquee partnership and a strong engineering/efficiency narrative.,,L07b
Environment & Climate,Watts Water Technologies,wattswater.com,United States,Water safety & flow control,5000,1k-5k,Revenue ~$2.2B (2024); NYSE:WTS.,Water conservation and safety technology provider with global manufacturing footprint suited to an international sponsorship platform.,,L07b
Environment & Climate,A.O. Smith,aosmith.com,United States,Water heating & treatment,12000,6k-20k,Revenue ~$3.8B (2024); NYSE:AOS.,Consumer/commercial water technology brand expanding aggressively in China and India — both strong F1 growth markets.,yes,L07b
Environment & Climate,Toro Company,thetoro.com,United States,Irrigation & turf technology,9500,6k-20k,Revenue ~$4.6B (FY24); NYSE:TTC.,Precision irrigation and water-efficient turf technology brand with strong North American consumer recognition to extend globally.,,L07b
Environment & Climate,Rain Bird Corporation,rainbird.com,United States,Irrigation equipment,4000,1k-5k,"Estimated revenue $400-750M (private, converging third-party estimates); world's largest irrigation manufacturer by volume across 130+ countries.",Category-leading irrigation brand ('The Intelligent Use of Water™') whose conservation mission and global distribution match F1's international footprint.,,L07b
Environment & Climate,Rivulis,rivulis.com,Israel,Micro-irrigation,570,250-1k,~85% owned by Temasek (acquired from FIMI/Paine Schwartz); est. revenue in the hundreds of millions as a global micro-irrigation leader.,Sovereign-wealth-backed micro-irrigation leader with a strong water-efficiency mission and Temasek's balance sheet behind it.,,L07b
Environment & Climate,Jain Irrigation Systems,jains.com,India,Micro-irrigation,8000,6k-20k,"Revenue ~₹8,900cr (~$1.05B, FY24); NSE-listed (JISLJALEQS.NS), world's #2 micro-irrigation company.","Global micro-irrigation leader out of India, a fast-growing F1 fan market, with a strong 'more crop per drop' sustainability narrative.",,L07b
Environment & Climate,Climeworks,climeworks.com,Switzerland,Direct air capture,500,250-1k,"Raised $650M Series F (2022), cumulative funding >$800M; backed by Microsoft, UBS, Partners Group.",The category-defining DAC brand; carbon removal pairs directly with F1's net-zero-by-2030 commitment and 2026 sustainable-fuel narrative.,,L07b
Environment & Climate,Heirloom,heirloomcarbon.com,United States,Direct air capture,150,50-250,"Raised $150M Series B (2023); backed by Microsoft, Breakthrough Energy Ventures.",Well-capitalized DAC challenger seeking mainstream brand awareness beyond the climate-tech investor community.,,L07b
Environment & Climate,Persefoni,persefoni.com,United States,Carbon accounting software,350,250-1k,Raised $101M Series B (Oct 2021) plus $50M Series C-1 (Aug 2023) — $151M within ~22 months.,Enterprise carbon accounting SaaS leader seeking corporate-buyer visibility; F1's own carbon-accounting push (Scope 1-3 targets) is a natural association.,,L07b
Environment & Climate,Xpansiv,xpansiv.com,United States,Carbon & environmental commodities markets,500,250-1k,"$750M+ total funding, incl. $400M Blackstone investment; backers include Goldman Sachs, BlackRock, Bank of America.",Leading carbon/REC trading infrastructure platform with deep-pocketed financial backers and a growth story well suited to a marquee sponsorship.,,L07b
Environment & Climate,Infinium,infiniumco.com,United States,"E-fuels (eSAF, eDiesel)",250,250-1k,"Raised $300M Series C (2023) led by AP Ventures/Breakthrough Energy, with American Airlines and Amazon among backers.",Direct e-fuels producer — the clearest possible narrative fit with F1's 2026 100%-sustainable-fuel regulations.,,L07b
Environment & Climate,Twelve,twelve.co,United States,CO2-to-fuel & materials,250,250-1k,"Reported $645M in combined equity/project funding (2024); backers include Chan Zuckerberg Initiative, Microsoft, Alaska Airlines.","CO2-transformation technology (E-Jet, synthetic fuel) speaks directly to F1's carbon-capture-fuel storyline for 2026.",yes,L07b
Environment & Climate,Sunfire,sunfire.de,Germany,Electrolysis & e-fuels technology,900,250-1k,"Raised >$1B total funding incl. €315M Series E (2024, EIB-backed).",Leading European electrolyzer/e-fuels technology provider — infrastructure backbone for the synthetic fuels F1 is adopting in 2026.,,L07b
Environment & Climate,Svante,svanteinc.com,Canada,Carbon capture technology,300,250-1k,"Raised $318M Series E (2022, Chevron-led), cumulative ~$470M.","Operates the world's first CO2-capture 'gigafactory' — a bold, visual manufacturing story well suited to broadcast/paddock content.",,L07b
Environment & Climate,Carbon Clean,carbonclean.com,United Kingdom,Point-source carbon capture,250,250-1k,"Raised $150M Series C (2022, Chevron-led); cumulative ~$195M+.","Industrial decarbonization technology leader with major energy-major backing, positioned for a mainstream visibility push.",,L07b
Environment & Climate,1PointFive,1pointfive.com,United States,Direct air capture,500,250-1k,Occidental Petroleum subsidiary; parent revenue ~$28B (NYSE:OXY).,"Operates Stratos, the world's largest DAC facility; strong balance sheet plus a headline-grabbing carbon removal story.",,L07b
Environment & Climate,Aker Carbon Capture,akercarboncapture.com,Norway,Carbon capture technology,200,50-250,"Part of Aker Horizons/Aker ASA; parent conglomerate revenue in the multi-billion-NOK range, Oslo-listed.",Norwegian industrial group's climate-tech arm seeking international brand-building beyond Nordic energy circles.,,L07b
Environment & Climate,Chestnut Carbon,chestnutcarbon.com,United States,Nature-based carbon removal (reforestation),100,50-250,Raised $160M equity commitment from Anthropos Capital (2023).,"Large-scale US reforestation carbon-removal platform offering a visually compelling, land-based counterpart to F1's engineering-driven sustainability story.",,L07b
Environment & Climate,Puro.earth,puro.earth,Finland,Carbon removal marketplace & registry,60,50-250,Owned by Nasdaq Inc; parent revenue ~$6.5B (NASDAQ:NDAQ).,Leading engineered carbon-removal registry with Nasdaq's financial backing — credibility and scale for a carbon-market-education sponsorship.,,L07b
Environment & Climate,Ovivo,ovivowater.com,Canada,Water & wastewater treatment equipment,1300,1k-5k,Estimated revenue $400-500M; global equipment provider (formerly GLV/Christ Water).,Established global water/wastewater equipment brand seeking renewed visibility to support international project pipeline growth.,,L07b
Environment & Climate,Calgon Carbon,calgoncarbon.com,United States,Activated carbon water & air filtration,1000,250-1k,Subsidiary of Kuraray (Japan); parent revenue ~¥600B (~$4B).,"Category-leading activated carbon filtration brand with well-capitalized Japanese parent backing, suited to a technical-partner pitch.",,L07b
Environment & Climate,HIF Global,hifglobal.com,Chile,E-fuels (eGasoline/eMethanol),300,250-1k,"Raised $260M round (2022, Porsche/EIG/Baker Hughes) plus $220M more in 2024.","Porsche-backed e-fuels pioneer (Haru Oni plant, Chile) already tied to motorsport through its lead investor — an easy narrative bridge into F1's synthetic-fuel era.",,L07b
Environment & Climate,Neste,neste.com,Finland,Renewable & sustainable aviation fuels,5700,5k-6k,Revenue ~€22B (2023); Helsinki-listed (NESTE.HE). Confirmed not a current F1 sponsor.,World's largest renewable diesel/SAF producer with direct relevance to F1's 2026 100%-sustainable-fuel transition and existing motorsport (WRC) credibility to build on.,,L07b
Environment & Climate,LanzaJet,lanzajet.com,United States,Sustainable aviation fuel (alcohol-to-jet),250,250-1k,"Strategic-backed at a $650M pre-money valuation by Shell, IAG, Airbus, Southwest, ANA, Mitsui and Microsoft's Climate Innovation Fund.","Ethanol-to-jet SAF technology leader with airline/oil-major strategic backing — a credible, well-capitalized sustainable-fuels story adjacent to F1's own transition.",,L07b
Environment & Climate,Norsk e-Fuel,norsk-e-fuel.com,Norway,E-fuels project development,60,50-250,"~$200M+ committed project financing (2023) from Sunfire, Valinor Renewables and Climate Fund Managers for its first commercial e-fuel plant.",Building Europe's first commercial e-fuel plant — an early-mover story that pairs well with F1's push into synthetic fuels ahead of 2026.,,L07b
Environment & Climate,Topsoe,topsoe.com,Denmark,"E-fuels, e-methanol & SAF technology licensing",3200,1k-5k,Estimated revenue >$1B; backed by Temasek and CVC Capital Partners among others.,Century-old chemical engineering leader now central to global e-fuels/e-methanol/SAF technology licensing — deep technical credibility for F1's fuel-technology story.,,L07b
Environment & Climate,Northumbrian Water Group,nwl.co.uk,United Kingdom,Water utility,3500,1k-5k,"Revenue ~£900M; owned by CK Infrastructure Holdings/CK Hutchison (parent revenue >$25B, HK-listed).","UK water utility with a well-capitalized Hong Kong-listed parent, seeking reputational upside via association with F1's environmental commitments.",,L07b
Environment & Climate,Anglian Water,anglianwater.co.uk,United Kingdom,Water utility,4500,1k-5k,"Revenue ~£1.5B; owned by a consortium including Canada Pension Plan Investment Board, IFM Investors and Dalmore Capital.",Large UK water utility with institutional-investor backing and Silverstone (British GP) in its home service region.,,L07b
Environment & Climate,Cadagua,ferrovial.com,Spain,Desalination & water EPC,600,250-1k,Parent Ferrovial revenue ~€8.6B (2023); Nasdaq/Euronext-listed (FER).,Leading Spanish desalination/water EPC brand inside a global infrastructure group already active in premium international sponsorships.,,L07b
Marine & Outdoor,Ferretti Group,ferrettigroup.com,Italy,Superyacht Builder,2118,1k-5k,"Revenue €1.24B (2024, self-reported), public (HKEX-listed). Owns Riva, Pershing, Custom Line, CRN, Wally.",Global luxury motor yacht group with Ferrari/racing-adjacent brand heritage (Riva); no current F1 tie.,yes,L08a
Marine & Outdoor,Azimut-Benetti Group,azimutbenetti.com,Italy,Superyacht Builder,2000,1k-5k,"Revenue €1.3B FY23/24, forecast €1.5B FY24/25 (self-reported press).","World's largest yacht group by tonnage for 25 years; deep-pocketed Italian luxury brand, no F1 deal.",yes,L08a
Marine & Outdoor,Sanlorenzo S.p.A.,sanlorenzoyacht.com,Italy,Superyacht Builder,1500,1k-5k,"Revenue €930.4M (2024, record year, +10.7%). Public company (Euronext Milan: SL).","Publicly listed, profitable, growth-focused superyacht maker actively expanding brand marketing (owns Nautor's Swan).",yes,L08a
Marine & Outdoor,Lürssen (Fr. Lürssen Werft),lurssen.com,Germany,Superyacht Builder,1900,1k-5k,"Reported revenue ~€1.8B; builder of the world's largest private superyachts (Azzam, etc.), family-owned.",Top-tier custom megayacht builder to UHNW clientele; no current motorsport sponsorship.,,L08a
Marine & Outdoor,Feadship (Royal Van Lent),feadship.nl,Netherlands,Superyacht Builder,750,250-1k,"Self-reported turnover >$200M; industry-topline estimates run higher given routine $100-300M custom builds (private co, so aggregator revenue figures likely understate true scale).",Consistently ranked world's #1-2 superyacht builder by tonnage; ultra-premium brand with global UHNW client base.,,L08a
Marine & Outdoor,Oceanco,oceancoyacht.com,Netherlands,Superyacht Builder,380,250-1k,Builder of $150-500M+ superyachts (e.g. Jeff Bezos's Koru); data-aggregator revenue figures (~$47M) are not credible for this order-book business and likely reflect only a holding entity.,Top-5 global superyacht builder with billionaire clientele; brand exposure at Monaco GP already common.,,L08a
Marine & Outdoor,Princess Yachts International,princessyachts.com,United Kingdom,Yacht Builder,3200,1k-5k,Revenue ~$423M; controlling stake owned by KPS Capital Partners (large US PE firm) since 2023.,"Large-scale UK luxury motor yacht maker, PE-backed with marketing budget to match.",,L08a
Marine & Outdoor,Sunseeker International,sunseeker.com,United Kingdom,Yacht Builder,2600,1k-5k,Revenue est. £280-320M; sold Nov 2024 to Lionheart Capital & Orienta Capital Partners after 11 years under Dalian Wanda.,Iconic British performance motor yacht brand (Bond-film heritage) undergoing new-owner brand relaunch.,,L08a
Marine & Outdoor,Viking Yacht Company,vikingyachts.com,United States,Yacht Builder,2200,1k-5k,"Privately held (Healey family); one of the largest US sportfish/motor yacht producers, est. several hundred $M in annual revenue at ~100+ yachts/yr production.",Largest US builder of convertible sportfishing/motor yachts; strong sponsorship history in fishing/boating events.,,L08a
Marine & Outdoor,Grady-White Boats,gradywhite.com,United States,Boat Builder,900,250-1k,"Privately held; one of the largest US premium center-console/outboard boat manufacturers, est. revenue >$250M at current production scale.",Iconic US premium outboard boat brand with strong dealer network and marketing spend.,,L08a
Marine & Outdoor,Correct Craft,correctcraft.com,United States,Boat Brand Group,1500,1k-5k,"Privately held (Kavanaugh family) multi-brand group (Nautique, Yar-Craft, Bruce's Skis, SEA-DOO dealerships); est. revenue in the several-hundred-million range.",Diversified private marine group with broad sports/watersports sponsorship history (Nautique ski/wake tour).,,L08a
