#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,source_batch
204,Sasol Limited,sasol.com,South Africa,"Chemicals/energy major operating large-scale air separation units at Secunda, merchant O2/N2/Ar sales",28000,10k+,adjacent,"revenue ~$14B FY2024 (public, verified; group-wide, gas sales are a slice of the business)",No evidence of F1 sponsorship found. Added by agent - African regional gas-adjacent major.,S3a_v2
205,Sauer Compressors (J.P. Sauer & Sohn),sauercompressors.com,Germany,High-pressure gas & breathing-air compressors,~600,250-1k,adjacent,Private family-owned; revenue est. ~EUR100-150M,"Long-established German high-pressure compressor maker serving marine, industrial-gas and hydrogen markets.",W03
206,Seapeak LLC (formerly Teekay LNG),seapeak.com,United States,LNG carrier shipping,~600,250-1k,adjacent,Private (Stonepeak-owned); fleet-scale revenue est. >USD700M,Major global LNG and LPG shipping fleet operator backed by a large infrastructure investor.,W03
207,SHV Energy,shvenergy.com,Netherlands,LPG distribution (global),"~5,000+",1k-5k,adjacent,Private (SHV Holdings); Group revenue multi-billion,"World's largest LPG distributor, part of a deep-pocketed Dutch family conglomerate.",U03
208,Sicgil India Limited,sicgil.com,India,South India industrial gas and LPG producer,800,250-1k,adjacent,"revenue est. ~$150-200M (estimated, borderline)",No evidence of F1 sponsorship found.,S3a_v2
209,Suburban Propane Partners,suburbanpropane.com,United States,LPG distribution,"~3,300",1k-5k,adjacent,NYSE: SPH; revenue ~$1.3B,Established US propane/LPG distributor with national reach and steady profitability.,U03
210,Sundyne LLC,sundyne.com,United States,Centrifugal pumps & compressors for gas processing,"~1,800",1k-5k,adjacent,Private equity-backed (Warburg Pincus/CD&R); revenue est. ~USD600-700M,"Global centrifugal compressor and pump maker serving LNG, industrial-gas and hydrogen processing plants.",W03
211,SUSPA GmbH,suspa.com,Germany,Gas springs & damping systems,"~2,700",1k-5k,adjacent,Private; revenue est. ~EUR400-500M,Global gas-spring and damping-technology manufacturer serving automotive and industrial markets.,W03
212,"Suzhou Jinhong Gas Co., Ltd.",jinhonggas.com,China,Electronic specialty gases producer for semiconductor industry (STAR-listed),1500,1k-5k,adjacent,"revenue est. ~$150-250M (listed, estimated, borderline)",No evidence of F1 sponsorship found. Added by agent - Chinese electronic-gas specialist.,S3a_v2
213,Teekay Corporation,teekay.com,Canada,LNG/gas shipping & marine services,"~4,000 (est., Group)",1k-5k,adjacent,"Private, NYSE-delisted 2023; Group revenue est. >USD500M",Long-established gas and LNG shipping group with global marine-services footprint.,W03
214,Tuthill Corporation,tuthill.com,United States,"Blowers, vacuum pumps & gas-transfer pumps","~1,800",1k-5k,adjacent,Private family-owned; revenue est. ~USD600-700M,"US industrial pump/blower/vacuum-pump maker serving LPG, biogas and industrial-gas transfer applications.",W03
215,UGI Corporation,ugicorp.com,United States,LPG distribution (AmeriGas parent),"~11,000",10k+,adjacent,NYSE: UGI; revenue ~$7B,Major US LPG distribution group (AmeriGas); US GP triple-market hospitality fit.,U03
216,Vericor Power Systems,vericor.com,United States,Industrial & marine gas turbines,~600,250-1k,adjacent,"Private (MTU/Rolls-Royce heritage, now independently owned); revenue est. ~USD200-300M","US industrial gas-turbine maker (aeroderivative) serving oil, gas and power-generation customers.",W03
217,WestAir Gases & Equipment,westair.com,USA,US West Coast regional industrial/medical gas distributor-producer,600,250-1k,adjacent,"revenue est. ~$150-200M (private, estimated)",No evidence of F1 sponsorship found.,S3a_v2
218,Yara International ASA,yara.com,Norway,"Nitrogen/ammonia producer, expanding into clean/blue ammonia and hydrogen",17000,10k+,adjacent,"revenue ~$13.0B FY2024 (public, verified)",No evidence of F1 sponsorship found.,S3a_v2
219,Yingde Gases Group Company Limited,yingdegases.com,China,Largest independent on-site industrial gas operator in China (HKEX listed),7000,5k-10k,adjacent,"revenue est. ~$1.2-1.4B (HKEX-listed, estimated)",No evidence of F1 sponsorship found.,S3a_v2
220,Zeeco Inc,zeeco.com,United States,Industrial burners & flare systems,"~1,500",1k-5k,adjacent,Private; revenue est. ~USD400-500M,Major independent US industrial-burner and flare-systems maker serving refining and industrial-gas plants globally.,W03
221,Nel ASA,nelhydrogen.com,Norway,Hydrogen electrolyzer manufacturer and fueling station technology,500,250-1k,growth-projected,"growth-projected: publicly listed (Oslo Bors); market cap has been below $1B in recent periods - $1B valuation threshold NOT currently confirmed, FLAGGED like Sunfire",No evidence of F1 sponsorship found. Added by agent; valuation gate uncertain - flagged.,S3a_v2
222,"SK E&S Co., Ltd.",skens.com,South Korea,SK Group energy company building large-scale liquid hydrogen production/import infrastructure,2000,1k-5k,growth-projected,"revenue est. multi-billion USD (SK Group subsidiary scale, estimated)",No evidence of F1 sponsorship found. Added by agent - Korean hydrogen-production growth play.,S3a_v2
223,Amogy Inc,amogy.co,United States,Ammonia-to-hydrogen power technology,~200,100-250,funded-150m,"Private; raised est. >USD270-300M cumulative (2025 rounds, verified)",Fast-scaling ammonia-cracking hydrogen-power technology maker with major strategic and Korean-conglomerate backing.,W03
224,Carbon Clean Solutions Ltd,carbonclean.com,United Kingdom,Carbon capture (CCUS) technology,~350,250-1k,funded-150m,"Private, Series C; raised >$150M cumulative",Leading modular carbon-capture technology company with major industrial customers.,U03
225,Heirloom Carbon Technologies,heirloomcarbon.com,United States,Direct air capture technology,~150,100-250,funded-150m,"Private, Series B; raised est. >$150M cumulative",Fast-scaling US direct-air-capture company with major corporate carbon-removal buyers.,U03
226,HTEC Hydrogen Technology & Energy Corp,htec.com,Canada,Hydrogen production & refueling infrastructure,~200,100-250,funded-150m,Private; raised est. >$150M cumulative (incl. Hyundai Motor Group),Fast-scaling North American hydrogen refueling network backed by major automotive investors.,U03
227,Hy2gen AG,hy2gen.com,Germany,Green hydrogen & e-fuels producer,~150,100-250,funded-150m,Private; raised est. >EUR200M cumulative incl. Mitsubishi Corp backing,Fast-scaling German green-hydrogen/e-fuels developer with major strategic-investor backing.,U03
228,LanzaTech Global Inc,lanzatech.com,United States,Gas fermentation & carbon recycling,~200,100-250,funded-150m,"Nasdaq: LNZA; public listed, cumulative pre-SPAC funding >$400M",Public carbon-recycling technology company converting industrial gas emissions into fuels/chemicals.,U03
229,NET Power Inc,netpower.com,United States,Oxy-combustion power generation with inherent CO2 capture,~150,100-250,funded-150m,"NYSE: NPWR (2023 SPAC listing); backed by Occidental, Baker Hughes, Constellation Energy","Novel zero-emission power technology with built-in CO2 capture, backed by major energy and industrial-gas-adjacent strategics.",W03
230,Solugen Inc,solugen.com,United States,Bio/CO2-based specialty chemicals,~400,250-1k,funded-150m,"Private, Series D; raised >USD850M cumulative (verified)",Fast-scaling US carbon-negative chemicals maker converting CO2/plant sugars into industrial chemicals at commercial scale.,W03
231,Symbio SAS,symbio.one,France,Hydrogen fuel cell systems (Forvia/Michelin/Stellantis JV),"~1,000",250-1k,funded-150m,"Private JV; backed by hundreds of millions EUR from Forvia, Michelin and Stellantis",Major automotive-backed hydrogen fuel-cell systems maker; French GP narrative fit.,U03
232,Twelve (Opus 12),twelve.co,United States,CO2 electrolysis & utilization technology,~250,250-1k,funded-150m,"Private; raised >USD645M cumulative (2024 TPG-led round, verified)",Converts captured CO2 into jet fuel and chemicals via electrolysis; among the best-funded carbon-utilization companies globally.,W03
233,Aker Carbon Capture ASA,akercarboncapture.com,Norway,Carbon capture technology,~150,100-250,sentiment,Oslo-listed; backed by Aker ASA industrial conglomerate,Norwegian listed carbon-capture technology company with a deep-pocketed industrial parent.,U03
234,Andreas Hofer Hochdrucktechnik,andreas-hofer.de,Germany,High-pressure gas compressors,~250,250-1k,sentiment,Private; revenue est. ~EUR40-70M,"Niche German high-pressure gas-compressor specialist (CNG, hydrogen, industrial gas) with global export base.",W03
235,Blackline Safety Corp,blacklinesafety.com,Canada,Connected gas detection & worker-safety wearables,~500,250-1k,sentiment,"TSX-listed (BLN); revenue growing, ~CAD100M+",Fast-growing connected gas-detection wearables company with recurring SaaS-like revenue model.,U03
236,Buzwair Industrial Gases,buzwair.com,Qatar,MENA regional industrial gas producer,~400,250-1k,sentiment,Private; revenue est. ~$100-150M,"Leading Gulf-region gas producer with credible industrial scale, unactivated in motorsport.",U03
237,Concoa (Controls Corporation of America),concoa.com,United States,Gas pressure regulators & control systems,~300,250-1k,sentiment,Private; revenue est. ~$80-100M,US specialty gas-control and regulator manufacturer serving industrial and specialty-gas markets.,U03
238,Continental Carbonic Products Inc,continentalcarbonic.com,United States,CO2/dry ice production at scale,~400,250-1k,sentiment,Private; revenue est. ~$100-150M,Largest independent US dry-ice producer; distinctive sustainability/cold-chain storytelling for F1 creative.,U03
239,Ellenbarrie Industrial Gases Ltd,ellenbarrie.com,India,Industrial & medical gas producer,~600,250-1k,sentiment,NSE/BSE-listed (2025 IPO); revenue est. ~$40-50M,Newly public Indian gas producer with fresh IPO capital and growth momentum; India GP fit.,U03
240,Emirates Industrial Gases Company,eigc.ae,United Arab Emirates,Regional industrial gas producer (Abu Dhabi),~350,250-1k,sentiment,Private JV; revenue est. ~$100-150M,"Established Gulf gas producer serving oil, steel and construction sectors; Abu Dhabi GP tie-in.",U03
241,Enapter S.r.l.,enapter.com,Germany/Italy,AEM electrolyzer manufacturer,~250,250-1k,sentiment,Public on Deutsche Börse Scale; raised est. >EUR100M cumulative,Modular AEM electrolyzer maker scaling a gigafactory model across Europe/Asia.,U03
242,Gas Innovations,gasinnovations.com,United States,Specialty & industrial gas production,~250,250-1k,sentiment,Private; revenue est. ~USD100-150M,Houston-based independent specialty and industrial gas producer serving petrochemical and electronics markets.,W03
243,GCE Group,gcegroup.com,Sweden,"Gas control equipment (regulators, cylinder valves)",~700,250-1k,sentiment,Private; revenue est. ~$150-200M,"Global gas-control-equipment specialist (regulators, valves) serving the industrial-gas value chain.",U03
244,Genvia SAS,genvia.com,France,SOEC electrolyzer technology (Schlumberger/CEA/Vicat JV),~130,100-250,sentiment,Private JV; raised est. >EUR90M,High-temperature electrolyzer JV backed by major industrial and energy-services partners.,U03
245,Green Hydrogen Systems A/S,greenhydrogen.dk,Denmark,Alkaline electrolyzer manufacturer,~200,100-250,sentiment,"Nasdaq Copenhagen-listed (GHS); public small-cap, scaling manufacturing",Publicly listed Danish alkaline-electrolyzer manufacturer scaling a new gigafactory; Nordic clean-energy narrative fit.,W03
246,H2Pro Ltd,h2pro.co,Israel,Electrolysis technology developer,~150,100-250,sentiment,"Private, Series C; raised est. >$100M cumulative",Israeli next-gen water-splitting electrolysis technology maker with strong VC backing.,U03
247,Herose GmbH,herose.com,Germany,Cryogenic safety valves,~300,250-1k,sentiment,Private; revenue est. ~$80-100M,German cryogenic/safety-valve maker serving global industrial-gas and LNG equipment builders.,U03
248,Hiap Seng Engineering,hiapseng.com,Singapore,LNG/cryogenic engineering & fabrication,~500,250-1k,sentiment,SGX-listed; small-mid revenue,Singapore-listed LNG/cryogenic equipment engineering firm serving Southeast Asian energy majors.,U03
249,HydrogenPro ASA,hydrogenpro.no,Norway,Alkaline electrolyzer stack manufacturer,~150,100-250,sentiment,Oslo Euronext Growth-listed,Norwegian listed alkaline-electrolyzer stack manufacturer scaling capacity globally.,U03
250,Hystar AS,hystar.com,Norway,PEM electrolyzer manufacturer,~150,100-250,sentiment,Private; raised est. >$100M cumulative (2024 growth round),Norwegian high-efficiency PEM electrolyzer maker scaling rapidly with global backers.,U03
251,Isisan A.S.,isisan.com,Turkey,Cryogenic tank manufacturer,~400,250-1k,sentiment,"Private; export-focused, revenue est. ~$100-150M",Leading Turkish cryogenic-tank exporter serving global industrial-gas customers.,U03
252,ITM Power plc,itm-power.com,United Kingdom,PEM electrolyzer manufacturer,~400,250-1k,sentiment,LSE-listed (ITM); public market cap history in the hundreds of millions GBP,UK-listed green-hydrogen electrolyzer pioneer; UK home-of-F1 narrative fit.,U03
253,Kanto Denka Kogyo,kantodenka.co.jp,Japan,"Electronic specialty gases (arsine, phosphine, fluorine)","~1,500",1k-5k,sentiment,TSE-listed; revenue est. ~$500M,Niche but critical semiconductor specialty-gas maker with listed-company credibility.,U03
254,LanzaJet Inc,lanzajet.com,United States,Sustainable aviation fuel from ethanol/CO2,~200,100-250,sentiment,"Private; backed by Microsoft, Airbus, Suncor, British Airways plus a USD200M+ DOE conditional loan guarantee",Operates the first commercial ethanol-to-SAF plant in the US with major aviation/energy strategic backers; strong momentum narrative.,W03
255,Loop Energy Inc,loopenergy.com,Canada,Hydrogen fuel cell systems for heavy transport,~150,100-250,sentiment,TSX-listed (LPEN); small-cap public company,Publicly listed Canadian hydrogen fuel-cell systems maker targeting heavy-duty transport decarbonization.,W03
256,National Gas & Industrialization Co (GASCO),gasco.com.sa,Saudi Arabia,Regional industrial gas producer,~500,250-1k,sentiment,Tadawul-listed (2080.SR); revenue est. ~$100-200M,Publicly listed Saudi gas producer; Middle East GP energy-market narrative fit.,U03
257,National Refrigerants Inc,nationalref.com,United States,Refrigerant gas distribution,~300,250-1k,sentiment,Private; revenue est. ~USD150-250M,Established independent US refrigerant-gas distributor serving industrial and commercial cooling markets.,W03
258,Nedstack Fuel Cell Technology,nedstack.com,Netherlands,PEM fuel cell systems,~150,100-250,sentiment,Private; revenue est. ~EUR30-50M,Established Dutch PEM fuel-cell systems maker serving industrial and chlor-alkali hydrogen markets.,W03
259,New Cosmos Electric Co,newcosmos.co.jp,Japan,Gas detection instruments,~600,250-1k,sentiment,Private; revenue est. ~$150-200M,Established Japanese gas-detector manufacturer serving industrial-gas safety markets globally.,U03
260,North American Helium Inc,nahelium.com,Canada,Helium producer,~150,100-250,sentiment,"Private, well-funded (>CAD 100M raised); growing North American helium supply leader",Fast-scaling North American helium producer amid global supply-chain diversification story.,U03
261,NPROXX,nproxx.com,Netherlands,Composite hydrogen storage tanks,~350,250-1k,sentiment,Private JV (backed by industrial partners); revenue est. ~EUR50-100M,Fast-growing European composite hydrogen-tank maker serving mobility and stationary-storage markets.,W03
262,PDC Machines Inc,pdcmachines.com,United States,Diaphragm compressors for hydrogen & specialty gases,~250,250-1k,sentiment,"Private; revenue est. ~USD50-100M, fast-growing hydrogen-refueling compressor supplier",Leading US diaphragm-compressor maker central to hydrogen refueling and specialty-gas infrastructure; credible growth momentum.,W03
263,PowerCell Sweden AB,powercell.se,Sweden,Fuel cell stack manufacturer,~200,100-250,sentiment,Nasdaq Stockholm-listed; Bosch technology/commercial partner,Public Swedish fuel-cell innovator with a Bosch partnership lending scale credibility.,U03
264,Prodair Corporation,prodairus.com,United States,Regional industrial gas producer,~250,250-1k,sentiment,Private; revenue est. ~$80-120M,Independent US merchant gas producer with steady industrial client base.,U03
265,Refire Group,refire.com,China,Hydrogen fuel cell systems manufacturer,~500,250-1k,sentiment,"Private, well-funded","Fast-growing Chinese fuel-cell system maker with international expansion (Europe, Korea).",U03
266,Renergen Ltd,renergen.co.za,South Africa,Helium & natural gas producer,~150,100-250,sentiment,JSE/ASX-listed; small revenue but major helium supply agreements with global buyers,"Africa's only helium producer, landmark supply deals with global gas majors; African GP-adjacent narrative.",U03
267,Renner Kompressoren GmbH,renner-kompressoren.de,Germany,Compressed-air & vacuum systems,~250,250-1k,sentiment,Private; revenue est. ~EUR60-100M,Established German compressor manufacturer with steady export growth across European industrial markets.,W03
268,Riken Keiki Co Ltd,rikenkeiki.co.jp,Japan,Gas detection instruments,~600,250-1k,sentiment,Private; revenue est. ~$150-200M,Long-established Japanese gas-detection instrument maker with global industrial-gas client base.,U03
269,RIX Industries,rixindustries.com,United States,High-pressure gas compression systems,~200,100-250,sentiment,Private; revenue est. ~USD50-80M,"Specialist US high-pressure gas-compressor maker serving aerospace, defense and industrial-gas markets; niche but credible technical brand.",W03
270,RKI Instruments Inc,rkiinstruments.com,United States,Portable gas detection instruments,~150,100-250,sentiment,Private; revenue est. ~$50-80M,Established US portable gas-detector manufacturer serving industrial-gas safety markets.,U03
271,Roberts Oxygen Company,robertsoxygen.com,United States,Regional welding/industrial gas distributor,~500,250-1k,sentiment,Private; revenue est. ~$100-150M,Long-established mid-Atlantic US gas distributor with strong industrial client relationships.,U03
272,Selas Heat Technology Company,selasheat.com,Netherlands,Industrial combustion & thermal-process equipment,~300,250-1k,sentiment,Private; revenue est. ~EUR50-100M,Established European industrial-combustion equipment maker serving process-heating and industrial-gas markets.,W03
273,SinoHytec Co Ltd,sinohytec.com,China,Hydrogen fuel cell systems manufacturer,~800,250-1k,sentiment,STAR Market-listed; revenue est. modest but growing,Leading Chinese hydrogen fuel-cell system integrator for commercial vehicles.,U03
274,Taylor-Wharton International,taylorwharton.com,United States,Cryogenic cylinders & tanks,"~1,000",250-1k,sentiment,Private equity-backed; revenue est. ~$150-250M,"Century-old global cryogenic-equipment brand serving industrial, medical and LNG gas markets.",U03
275,Universal Industrial Gases Inc,uigi.com,United States,Merchant gas producer & on-site supply,~150,100-250,sentiment,Private; revenue est. ~$50-100M,Independent US industrial gas producer specializing in on-site/pipeline supply models.,U03
276,VACUUBRAND GmbH,vacuubrand.com,Germany,Chemical-duty vacuum pumps,~500,250-1k,sentiment,Private; revenue est. ~EUR100M,Specialist German vacuum-pump maker serving laboratory and industrial-gas process applications; steady export growth.,W03
277,Verdagy Inc,verdagy.com,United States,Green hydrogen electrolyzer maker,~150,100-250,sentiment,"Private, Series C; raised est. >$100M cumulative",Fast-growing US megawatt-scale electrolyzer manufacturer.,U03
278,Verdox Inc,verdox.com,United States,Direct air capture technology,~150,100-250,sentiment,"Private, Series B; raised est. ~$100M cumulative",Electrochemical direct-air-capture technology maker backed by major energy/tech investors.,U03
279,VRV S.p.A.,vrv.it,Italy,Cryogenic valves & equipment,~600,250-1k,sentiment,Private; revenue est. ~$150M,Italian cryogenic-valve specialist serving LNG and industrial-gas plants worldwide.,U03
280,WEH GmbH,weh.com,Germany,Hydrogen refueling nozzles & connectors,~200,100-250,sentiment,Private; revenue est. ~$50-80M,Specialist hydrogen-refueling connector/nozzle maker central to the H2 mobility rollout.,U03
281,Wessington Cryogenics Ltd,wessington.co.uk,United Kingdom,Cryogenic tanks & trailers,~150,100-250,sentiment,Private; revenue est. ~GBP30-50M,UK cryogenic-transport equipment specialist; UK home-of-F1 tie-in unactivated.,U03
