#,company,domain,hq_country,sector,subsector,employees_est,affordability,why_f1
192,Arabsat,arabsat.com,Saudi Arabia,Satellite & Space Connectivity,GEO regional satcom (MENA),267,Revenue topped $200M in 2023 per trade press and trending higher; profitable 21-member Arab League government consortium operating since 1976 with a strong regional broadcast/sponsorship footprint,"Leading MENA satellite operator owned by 21 Arab states, based in Riyadh -- direct alignment with F1's growing Middle East footprint (Saudi Arabia, Qatar, Bahrain, UAE races) and regional broadcast reach across 100+ countries"
193,Arianespace,arianespace.com,France,Satellite & Space Connectivity,Launch services (commercial operator of Ariane/Vega),220,"Annual revenue ~EUR1.25B, well above the $250M revenue threshold.","Europe's flagship commercial launch-services operator (Ariane 6, Vega-C); iconic legacy brand with pan-European reach for F1's European races."
194,AsiaSat,asiasat.com,Hong Kong SAR,Satellite & Space Connectivity,"GEO fixed satellite services (broadcast, telecom, mobility)",118,"Profitable-at-scale: profitable GEO fleet operator (6 satellites) since 1988, taken private in 2019 by a Bain Capital/CITIC-backed consortium at ~$685M enterprise value","Asia-Pacific's longest-running satellite operator, backed by global private equity (Bain Capital) and Chinese strategic capital (CITIC) — an established, well-capitalized regional operator."
195,AST SpaceMobile,ast-science.com,United States,Satellite & Space Connectivity,Direct-to-device satellite-to-phone (D2D),1126,Raised well over $3.5B cumulative capital through 2025 incl. carrier/telecom investors and a $550M term loan; clears both the $150M/24mo and $400M cumulative gates,"Consumer-facing D2D brand (AT&T, Verizon, Vodafone, Rakuten partnerships) building mainstream awareness ahead of commercial global rollout; F1's global live audience is a natural consumer-education platform"
196,Astranis,astranis.com,United States,Satellite & Space Connectivity,GEO small-satellite broadband (MicroGEO),577,Has raised $750M cumulative funding from top global investors; $1B+ backlog; clears both $150M/24mo and $400M cumulative gates,"Fast-scaling US GEO broadband challenger (SF-based) with government + commercial contracts (Space Force, NASA); wants a high-visibility global brand platform as it scales beyond engineering-only awareness"
197,Astroscale,astroscale.com,Japan,Satellite & Space Connectivity,In-space servicing & active debris removal,500,"Public (Tokyo Stock Exchange Growth: 186A, listed June 2024); pre-IPO cumulative funding of $370M+ plus IPO proceeds clears the $400M cumulative bar.","Category-defining orbital-debris-removal company with missions for JAXA, ESA, UK Space Agency and US Space Force; strong sustainability narrative."
198,Axiom Space,axiomspace.com,United States,Satellite & Space Connectivity,Commercial space stations,803,"Private; $250M+ cumulative per Clay, widely reported to exceed $500-700M across Series A-C2 rounds.",Builder of ISS successor (Axiom Station) and commercial spacesuits; premium human-spaceflight brand well suited to hospitality/paddock activations.
199,Beyond Gravity,beyondgravity.com,Switzerland,Satellite & Space Connectivity,Satellite & Launch Vehicle Structures/Components,1541,"PE-owned (Warburg Pincus/Motive Partners, ex-RUAG Space); revenue $500M-1B band, well above $250M bar",Preferred structures/fairings supplier to nearly every Western launch vehicle and a top satellite-products player; PE-backed scale-up with footprint across CH/SE/AT/US/PT/FI gives genuine European multi-market activation reach.
200,Chang Guang Satellite Technology,jl1global.com,China,Satellite & Space Connectivity,Commercial remote sensing / Jilin-1 Earth observation constellation,587,"Cumulative funding met: $409M+ raised, including a $375M round for the Jilin-1 program (2020) and a ~CNY5B Series C+ round, among China's largest commercial-satellite raises","China's first commercial remote-sensing satellite company, operator of the 100+ satellite Jilin-1 constellation, founded with Jilin provincial government backing — a high-profile national champion pursuing global EO-data commercialization."
201,Cobham SATCOM,cobham.com,United Kingdom,Satellite & Space Connectivity,"Maritime & land VSAT terminals, antennas, tracking systems",1168,Division of Cobham Limited (Advent International-backed defense/comms group); parent revenue $500M-1B,"Storied maritime/land SATCOM terminal brand (Sailor, Explorer) under a well-capitalized PE-backed group; strong European base. Not a current F1 sponsor."
202,Communications & Power Industries (CPI),cpii.com,United States,Satellite & Space Connectivity,"Satcom ground amplifiers (SSPA/TWTA), antennas & radomes",1618,PE-backed (Arlington Capital Partners); revenue $733M,"Core ground-segment hardware supplier (high-power amplifiers, antennas) to satcom operators worldwide; solidly clears the revenue bar. Not a current F1 sponsor."
203,Comtech Telecommunications Corp.,comtech.com,United States,Satellite & Space Connectivity,"Satcom ground terminals, teleport & network infrastructure",1770,Public (NASDAQ: CMTC); Satellite & Space Communications segment; total company revenue ~$500M+ (FY2024/25),"Mission-critical ground-network and satcom infrastructure provider (incl. 911/emergency comms) serving telecom, defense and government worldwide; global broadcast/paddock-connectivity narrative fits F1's live-data story. Not a current F1 sponsor."
204,DTN LLC,dtn.com,USA,Satellite & Space Connectivity,"Weather, agriculture & energy operational decision-data platform",1300,"Privately held (backed by TBG AG). Clay confirms revenue in the $200-500M band and 1,200+ global staff - clears the revenue >=$250M leg.","Major US weather-and-decisioning data provider (energy, ag, aviation, land transport); scaled, well-capitalized private company with global offices; no current F1 tie-in."
205,EagleView Technologies,eagleview.com,USA,Satellite & Space Connectivity,Aerial imagery & property-intelligence analytics,1324,"PE-owned (Clearlake Capital Group). Clay confirms revenue in the $500M-1B band, clearing the PE-owned+revenue>=$250M leg.","Major US aerial-imagery/property-intelligence platform (300+ patents, imagery covering ~94% of US population) used by insurance, government and construction; well-capitalized PE-backed scale-up; not an F1 sponsor."
206,Esri (Environmental Systems Research Institute),esri.com,USA,Satellite & Space Connectivity,GIS software & geospatial analytics platform (ArcGIS),4700,"Privately/founder-owned (Jack Dangermond); widely and consistently reported annual revenue above $1.5B in industry press - clears the revenue >=$250M leg by a wide margin. Flagged as an estimate: Esri does not publish audited financials and Clay's tool matched only a regional distributor, not global HQ figures.","The dominant global GIS/geospatial-analytics software vendor (ArcGIS), foundational to most EO/geospatial workflows worldwide; large, well-resourced private company; no F1 sponsorship today."
207,Eutelsat Group,eutelsat.com,France,Satellite & Space Connectivity,GEO fixed satellite services + LEO broadband (OneWeb),1600,"Revenue ~€1.1-1.2B (~$1.2B) FY24/25, well above $250M threshold; Euronext/LSE-listed multi-orbit operator post-OneWeb merger",Pan-European/global multi-orbit operator pushing OneWeb LEO connectivity into mobility (aero/maritime/auto) markets that overlap heavily with F1's fanbase and sponsor categories; strong European media/PR appetite post-merger rebrand
208,Firefly Aerospace,fireflyspace.com,United States,Satellite & Space Connectivity,Launch & lunar landers,1410,"Public (NASDAQ: FLY) since May 2026 IPO; market cap ~$3-4B, clears $1B threshold.","Freshly public launch/lunar-lander company (Alpha rocket, Blue Ghost lander) needing consumer brand awareness beyond space-industry circles."
209,Galactic Energy,galactic-energy.cn,China,Satellite & Space Connectivity,Launch (Ceres-1/Pallas-1 rockets),800,Private; cumulative funding of $536M+ (incl. $200M round in 2022 and a $336M round in September 2025) - clears both cumulative and 24-month thresholds.,China's most active private launch provider by cadence; strong global-spread candidate with clean funding verification.
210,GalaxySpace,galaxyspace.com,China,Satellite & Space Connectivity,LEO satellite manufacturing & broadband constellation,700,"Cumulative funding met: China's first commercial space/satellite-internet unicorn, valued at $1.58B (2023) after successive large funding rounds since 2016 (valued $1.2B in 2020), cumulative raises reported in the hundreds of millions to $1B+","Leading Chinese LEO satellite manufacturer and constellation operator running its own mass-production 'satellite factory' — flagship of China's commercial space push, already piloting international service demos (e.g., with Thailand)."
211,Gilat Satellite Networks,gilat.com,Israel,Satellite & Space Connectivity,"VSAT & SATCOM ground terminals (incl. Gilat Wavestream, DataPath, Stellar Blu on-the-move antennas)",1371,Public (NASDAQ/TASE: GILT); FY2024 revenue ~$300M and growing on mobility/defense demand,"Leading VSAT ground-equipment maker pushing hard into on-the-move (aero/maritime/defense) antennas; F1's global, mobile, high-bandwidth broadcast operation is an on-brand showcase. Not a current F1 sponsor."
212,Globalstar,globalstar.com,United States,Satellite & Space Connectivity,LEO satellite IoT / direct-to-device (Apple Emergency SOS partner),640,"Record FY2025 revenue $273M (4th consecutive record year), clears $250M gate; backed by ~$1.5B Apple investment/infrastructure deal","Consumer profile skyrocketed via Apple iPhone satellite features; motorsport/adventure safety-and-connectivity narrative (SPOT, asset tracking) fits F1's technology-and-safety storyline"
213,GMV,gmv.com,Spain,Satellite & Space Connectivity,"Space systems, GNSS/Galileo ground segment & geointelligence engineering",4223,"Privately (employee-)owned technology group; widely reported annual revenue around EUR650M+ (2023 public filings), clearing the revenue >=$250M leg (Clay could not resolve the figure directly).","Major independent European space/GNSS engineering group (Galileo ground segment, EO ground systems, autonomous/ITS); 4,000+ staff across 20+ countries; no F1 relationship."
214,Gogo Inc. (Gogo Business Aviation),gogoair.com,United States,Satellite & Space Connectivity,Air-to-ground & multi-orbit satcom connectivity for business/government aviation,783,Public (NASDAQ: GOGO); FY2024 revenue ~$430M,"Public, profitable inflight-connectivity leader for business aviation, a segment closely tied to the F1 paddock's private-jet travel; multi-orbit satcom pivot is a growth story to showcase. Not a current F1 sponsor."
215,Hanwha Systems,hanwhasystems.com,South Korea,Satellite & Space Connectivity,LEO flat-panel satcom antennas (via Phasor Solutions acquisition) + defense/ICT electronics,1424,Public (KRX: 272210); group revenue >$2B,Korean defense-electronics major building a LEO flat-panel antenna business off its Phasor acquisition; strong Asia-Pacific footprint and deep pockets. Not a current F1 sponsor.
216,Hispasat,hispasat.com,Spain,Satellite & Space Connectivity,GEO regional satcom (Europe / Latin America bridge),449,Revenue in the $200-500M band per company data (one of the top-revenue operators in its sector per own reporting); wholly owned by Redeia (Spain's profitable state-backed grid operator),Iberian/LatAm bridge operator owned by a large profitable state-linked parent (Redeia); Spain hosts an F1 race and Hispasat has a long history of broadcasting Spanish-language sports content across Latin America
217,ICEYE,iceye.com,Finland,Satellite & Space Connectivity,"SAR satellite constellation - disaster response, insurance & defense analytics",1061,Raised EUR450M primary (>EUR1B incl. secondary) in June 2026 Series F alone - far exceeds the $150M/24-month leg; cumulative funding well over $1B.,"World's largest SAR smallsat operator with rapidly scaling government and insurance/disaster-response business; decacorn valuation (~$12B); high-growth European space brand with global reach, no F1 tie-in."
218,Impulse Space,impulsespace.com,United States,Satellite & Space Connectivity,In-space transport / orbital transfer vehicles,526,"Private; $250M+ cumulative funding (incl. $150M Series B, 2024) and $75-200M annual revenue per Clay enrichment.",Founded by Tom Mueller (ex-SpaceX); fast-growing in-space mobility (Mira/Helios OTVs) provider with a strong founder story for activation content.
219,Intellian Technologies,intelliantech.com,South Korea,Satellite & Space Connectivity,"Maritime, aero & enterprise flat-panel/VSAT antennas",850,Public (KOSDAQ: 189300); revenue trending to ~$250-300M (2024) on Starlink-maritime kit demand — verify latest annual filing,"World's largest maritime VSAT antenna maker, rapidly expanding into multi-orbit flat-panel terminals; strong Asia anchor for a global sponsor roster. Not a current F1 sponsor."
220,Intuitive Machines,intuitivemachines.com,United States,Satellite & Space Connectivity,Lunar landers & space infrastructure services,671,"Public (NASDAQ: LUNR); annual revenue $200-500M per Clay, at/above the $250M threshold, with market cap fluctuating above $1B.","First private company to soft-land on the Moon (IM-1, 2024); strong mainstream media profile ideal for F1's broadcast reach."
221,Iridium Communications,iridium.com,United States,Satellite & Space Connectivity,LEO mobile satellite services (voice/data/IoT),846,"FY2025 revenue $872M, comfortably clears $250M gate; NASDAQ-listed, profitable",Global L-band constellation with maritime/aviation/government reach; motorsport global logistics and remote-team connectivity is an on-brand use case for a company already selling ruggedized comms
222,Isar Aerospace,isaraerospace.com,Germany,Satellite & Space Connectivity,Launch (Spectrum orbital rocket),480,"Private; $905M cumulative funding, including a EUR270M (~$312M) Series D closed June 2026 - clears both cumulative and 24-month thresholds.",Europe's best-funded orbital launch startup and first to attempt an orbital launch from continental Europe; strong European activation fit.
223,ispace,ispace-inc.com,Japan,Satellite & Space Connectivity,Lunar Landers & Rovers,342,Public (Tokyo Stock Exchange); cumulative private + IPO funding above the $400M bar,"Leading commercial lunar transportation company with Japan/Luxembourg/US operations, building toward high-frequency cislunar logistics; strong Japanese/global brand appeal."
224,K2 Space,k2space.com,United States,Satellite & Space Connectivity,Large-Format Satellite Manufacturer,300,"Private; $100-250M raised, revenue $75-200M, approaching the $150M/24-month bar","Building some of the largest commercial satellite buses for national-security missions; strong VC backing (Altimeter, Redpoint) and a bold engineering narrative."
225,Kacific Broadband Satellites Group,kacific.com,Singapore,Satellite & Space Connectivity,High-throughput satellite broadband (Asia-Pacific/Pacific Islands),83,Cumulative funding met: ~$450-470M total financing package (equity plus DFI debt incl. JBIC) closed to build/launch Kacific-1 — one of the largest satcom project financings in Asia-Pacific,Singapore-headquartered HTS operator connecting underserved Asia-Pacific and Pacific Island markets — a growth-stage regional operator with a landmark capitalization event and expanding enterprise/government client base.
226,Karman Holdings,karmanholdings.com,United States,Satellite & Space Connectivity,"Propulsion, Separation & Hypersonic Components",1400,"Public (NYSE: KRMN, Feb 2025 IPO); FY2024 revenue ~$410M, well above $250M bar",Critical propulsion/separation/hypersonic components supplier across nearly every major US space and defense prime; high-growth newly public challenger with strong technical storytelling potential.
227,Kratos Defense & Security Solutions,kratosdefense.com,United States,Satellite & Space Connectivity,"Satcom ground systems & software (OpenSpace C2, TT&C, ground station virtualization)",3900,"Public (NASDAQ: KTOS); FY2025 revenue $1.35B; ~3,900 employees company-wide","Ground-segment software/hardware leader (space & defense); figures are company-wide, not isolated to the satcom ground unit — flagged per brief for verification, but company easily clears revenue/employee thresholds. Not a current F1 sponsor."
228,KSAT (Kongsberg Satellite Services),ksat.no,Norway,Satellite & Space Connectivity,"Global ground station network, TT&C and Earth-observation downlink services",451,"Subsidiary of Kongsberg Gruppen ASA (OSE: KOG), a large, profitable public parent (group revenue >$5B) — included with note per brief's sub-unit pattern",Operator of the world's largest commercial polar ground-station network; distinctive Nordic anchor and telemetry/real-time-data theme resonates with F1's data-driven racing. Not a current F1 sponsor.
229,Kymeta Corporation,kymetacorp.com,United States,Satellite & Space Connectivity,Flat-panel metamaterial electronically-steered antennas,219,"Cumulative funding historically reported ~$400-480M (Bill Gates, Liberty Global, Intelsat, Belgacom) per Crunchbase/PitchBook; live Clay check shows a partial $100-250M band — recommend re-verifying total raise before outreach","Pioneer of flat-panel metamaterial antenna tech for on-the-move connectivity, backed by marquee strategic investors; motorsport-grade mobility use case is a natural fit. Not a current F1 sponsor."
230,LandSpace,landspace.cn,China,Satellite & Space Connectivity,Launch (methalox orbital rockets),1200,"Private; widely reported cumulative funding well above $400M across 10+ rounds since 2015, backing the launch of Zhuque-2, the world's first orbital methalox rocket (2023).",China's most technically advanced private launch company; global spread candidate for F1's China market push.
231,Loft Orbital,loftorbital.com,United States,Satellite & Space Connectivity,Satellite Platform-as-a-Service,357,"Private; funding $250M+ (incl. ~$170M Series C, 2024), meeting the $150M/24-month bar","Standardized, plug-and-play satellite bus/infrastructure leader serving government and commercial missions, with a genuinely multi-national US/France footprint."
232,Marlink,marlink.com,France,Satellite & Space Connectivity,Maritime & enterprise hybrid (satellite/terrestrial/cyber) connectivity services,1143,"Private, Investindustrial-backed; revenue in the $200-500M band (est. ~$400M+), one of the largest maritime VSAT providers globally","Maritime connectivity leader with a marketing history around ocean racing/sailing sponsorships; global fleet footprint mirrors F1's logistics-heavy, always-connected operations. Not a current F1 sponsor."
233,MDA Space,mda.space,Canada,Satellite & Space Connectivity,Space robotics & in-space manufacturing infrastructure,3802,"Public (TSX: MDA); annual revenue ~$1.2B (2025), far above the $250M threshold.",Legacy Canadarm/robotics prime pivoting into lunar and commercial-station hardware; strong North American global-spread candidate with solid balance sheet.
234,MEASAT,measat.com,Malaysia,Satellite & Space Connectivity,National GEO satellite operator & rural broadband,216,"Profitable-at-scale: Malaysia's primary satellite operator since 1996, profitable, multiple industry 'Regional Satcom Operator of the Year' awards (Novaspace/Euroconsult), 500,000+ subscribers on its CONNECTme rural broadband service","Malaysia's national satcom champion, an authorised Starlink reseller and regional teleport leader — a scaled Southeast Asian operator with strong government/enterprise ties."
235,Neo Space Group,neospacegroup.com,Saudi Arabia,Satellite & Space Connectivity,"Satcom, Earth observation, PNT & IoT — PIF national space champion",476,"Profitable-at-scale / cumulative funding met: wholly owned by Saudi PIF as the kingdom's designated space national champion; ~$75-200M revenue and scaling, with PIF capitalizing satellite manufacturing/services buildout (incl. the UP42 acquisition, which alone brought 400+ staff) well past $400M","Sovereign-backed Saudi space champion consolidating satcom, EO and navigation under PIF, explicitly built to be Saudi Arabia's flagship space company — mirrors other PIF portfolio companies' global sports sponsorship plays (LIV, Newcastle, etc.)."
236,Nilesat,nilesat.com.eg,Egypt,Satellite & Space Connectivity,National broadcast satellite operator (DTH),255,"Profitable-at-scale: EGX-listed, profitable, Egypt/MENA's dominant DTH broadcast platform since 1996",Egypt's national satellite champion and the leading DTH platform across the Arab world — a rare African/MENA regional operator with public-market financial transparency.
237,OHB SE,ohb.de,Germany,Satellite & Space Connectivity,"Space infrastructure, exploration systems & launch (parent of Rocket Factory Augsburg)",3589,"Annual revenue ~EUR1.25B (2025), well above the $250M threshold (delisted from public markets in 2023; majority owned by founding family + KKR).","Diversified German space prime (ISS Columbus module, lunar/exploration systems, Rocket Factory Augsburg parent); strong DACH-region activation fit."
238,ORBCOMM,orbcomm.com,United States,Satellite & Space Connectivity,Satellite IoT / industrial M2M connectivity,869,"Est. revenue ~$280-320M (last public FY2020 figure was $220.7M; grown via acquisitions under GI Partners private-equity ownership since 2021), clearing $250M gate","IoT/asset-intelligence player serving global shipping, trucking and cold-chain fleets -- F1's logistics-heavy global touring operation (freight, team trucks, supply chain) is a live case study ORBCOMM could sponsor into"
239,Pasifik Satelit Nusantara (PSN),psn.co.id,Indonesia,Satellite & Space Connectivity,Satellite telecommunications (fixed & mobile),820,"Profitable-at-scale: ~$75-200M revenue, Indonesia's first and largest private satellite telecom operator, decades-established with 800+ staff","Indonesia's pioneering private satcom operator, positioned as the country's national champion in satellite connectivity for the world's largest archipelagic nation."
240,Planet Labs PBC,planet.com,USA,Satellite & Space Connectivity,Daily-revisit EO satellite constellation & analytics platform,1750,"Public (NYSE: PL). FY2025 revenue $244.4M (just under the $250M revenue leg) but cumulative capital raised historically exceeds $400M (VC rounds + SPAC/PIPE proceeds), clearing the cumulative-funding leg.","Operates the world's largest fleet of imaging satellites (Dove/SkySat/Pelican/Tanager); iconic, globally recognized EO brand with agriculture, defense and climate customers; no F1 presence today."
241,PLD Space,pldspace.com,Spain,Satellite & Space Connectivity,Launch (Miura small-lift rockets),465,"Private; $348M cumulative funding, plus a EUR180M (~$195-209M) Series C closed March 2026 - clears the $150M/24-month bar on its own.",Leading Southern European launch provider (Mitsubishi Electric-backed); strong regional story for F1's Spanish Grand Prix market.
242,Redwire,rdw.com,United States,Satellite & Space Connectivity,In-space manufacturing & space infrastructure,1246,"Public (NYSE: RDW); annual revenue $500M-1B per Clay, well clear of $250M threshold.","Space manufacturing/infrastructure prime (in-space 3D printing, roll-out solar arrays, Axiom module structures) with real scale revenue for a multi-year deal."
243,Relativity Space,relativityspace.com,United States,Satellite & Space Connectivity,Launch (3D-printed reusable rockets),700,"Private; cumulative funding ~$1.34B across 8 rounds, well above $400M cumulative bar.","Manufacturing-innovation story (largest 3D-printed rocket, Terran R) pairs naturally with F1's advanced-manufacturing/engineering narrative."
244,Rocket Lab,rocketlabusa.com,United States,Satellite & Space Connectivity,"Launch (small/medium orbital, reusable)",2600,"Public (NASDAQ: RKLB); market cap tens of billions USD, far above $1B threshold.","Global brand-building rocket launch and space-systems prime with consumer-facing profile (Neutron reusable rocket program); fits F1's performance-engineering, live-ops storytelling."
245,Safran Passenger Innovations,safran-group.com,United States,Satellite & Space Connectivity,Inflight connectivity hardware (formerly Zodiac Inflight Innovations),1200,"Wholly-owned unit of Safran SA (Euronext: SAF), a large profitable aerospace parent (group revenue >EUR27B) — brief flags 'verify standalone'; unit-level financials not independently disclosed",Leading inflight-connectivity hardware maker under a top-tier aerospace parent; mobility/connectivity story parallels F1's broadcast and fan-engagement tech. Not a current F1 sponsor.
246,Satellogic Inc.,satellogic.com,Uruguay,Satellite & Space Connectivity,Vertically-integrated high-resolution EO constellation,206,"Public (NASDAQ: SATL). Cumulative funding raised ~$422M (Clay confirms $250M+ band), clearing the cumulative-funding leg even though current revenue (~$17.7M) is small.","Public, low-cost EO constellation operator (LatAm-rooted, US-listed) with defense and government contracts (incl. sovereign satellite sales); distinct LatAm/global-spread story; not an F1 sponsor."
247,Satrec Initiative,satreci.com,South Korea,Satellite & Space Connectivity,Earth observation satellite manufacturing & imagery/analytics,145,"Profitable-at-scale: publicly listed (KOSDAQ), ~$75-200M revenue, profitable, 25+ year track record as Korea's only vertically-integrated EO satellite manufacturer","Korea's leading Earth-observation satellite house (with SI Imaging Services and SI Analytics subsidiaries) — an established, profitable public company positioned to be Korea's flagship space sponsor."
248,Sierra Space,sierraspace.com,United States,Satellite & Space Connectivity,Space stations & reentry vehicles (Dream Chaser spaceplane),1345,"Private; cumulative funding ~$1.4-1.7B raised (incl. large 2021-2024 rounds), well above $400M threshold.","Reusable spaceplane (Dream Chaser) and Orbital Reef station developer; large, well-funded, mid-cap-scale team with strong technology-performance narrative."
249,SKY Perfect JSAT Corporation,skyperfectjsat.space,Japan,Satellite & Space Connectivity,GEO regional satcom (Asia-Pacific) + media/broadcast,1900,"Tokyo Stock Exchange-listed (9412); group consolidated revenue in the ~$1B range (space + media segments), clearing $250M gate",Asia's largest satellite operator (17 GEO satellites) diversifying into non-terrestrial networks and space intelligence; Japan hosts an F1 race and the company has an active media/broadcast arm that overlaps with F1 broadcast rights ecosystem
250,Skyroot Aerospace,skyroot.in,India,Satellite & Space Connectivity,Launch (Vikram small-lift rockets),1000,"Private; India's first space-tech unicorn, crossing $1.1B valuation in 2026 on the back of a $60M extension round following an earlier ~$200M raise - clears the $150M-in-24-months bar.",India's leading private launch company; strong fit for F1's growth ambitions in the Indian market and its large engineering talent pool.
251,Space Pioneer (Beijing Tianbing Technology),tianbing-tech.com,China,Satellite & Space Connectivity,Launch (Tianlong liquid rockets),700,"Private; cumulative funding of ~$414M as of 2023 (Series C round), clearing the $400M cumulative bar.","One of China's best-funded private launch companies (first Chinese private liquid-fuel orbital launch, 2023); global spread candidate."
252,Space42 (Yahsat),space42.ai,United Arab Emirates,Satellite & Space Connectivity,GEO/MEO regional satcom + AI-driven space services,350,"FY2025 revenue $577M, clears $250M gate; Abu Dhabi Securities Exchange-listed (G42/Mubadala-backed)",UAE state-linked space champion actively building international brand recognition (Yahsat legacy + new AI positioning); UAE hosts an F1 race (Abu Dhabi GP) giving a built-in home-market activation angle
253,Speedcast,speedcast.com,United States,Satellite & Space Connectivity,"Maritime, energy, media & enterprise satcom/network services",2300,"PE-backed (Centerbridge Partners, post-Ch.11 restructuring); revenue well above $500M, 3,200+ customers in 140+ countries",Largest independent maritime/remote connectivity provider by footprint; global multi-continent network is directly relevant to F1's touring-circus logistics. Not a current F1 sponsor.
254,Spire Global,spire.com,United States,Satellite & Space Connectivity,"LEO satellite data, weather & IoT constellation-as-a-service",517,Cumulative capital raised (VC + 2021 SPAC listing proceeds) exceeds $400M with active NYSE-listed operations (ticker SPIR); satisfies cumulative-funding-with-active-ops gate,"NYSE-listed ""Space as a Service"" constellation operator (weather, maritime/aviation tracking, spoofing detection) wanting a marquee consumer-facing brand platform to complement its enterprise/government business"
255,ST Engineering iDirect,idirect.net,United States,Satellite & Space Connectivity,VSAT hub/modem technology & ground network infrastructure,973,Standalone branded business unit of ST Engineering (Singapore); unit revenue ~$200-500M range per data provider,"Included per brief as a standalone operating unit despite large parent — a top-3 global VSAT platform vendor across broadcast, mobility and government markets. Not a current F1 sponsor."
256,Stoke Space,stokespace.com,United States,Satellite & Space Connectivity,Launch (fully reusable orbital),397,"Private; cumulative funding ~$1.34B including $860M extended Series D (2026), clears both cumulative and 24-month thresholds.",Well-capitalized fully-reusable rocket challenger (Nova) with a performance/reusability story that maps to F1 engineering audiences.
257,Telesat,telesat.com,Canada,Satellite & Space Connectivity,GEO fixed satellite + LEO broadband (Lightspeed),1071,"FY2025 revenue $418M, clears $250M revenue gate; public company (TSAT)",Building Telesat Lightspeed LEO network for telecom/government/maritime/aero customers; needs a global brand moment to build enterprise awareness as Lightspeed nears commercial service
258,Telespazio,telespazio.com,Italy,Satellite & Space Connectivity,"Satellite operations, ground segment & regional space services",2879,"Revenue $500M-1B band per company data; JV of Leonardo (67%) and Thales (33%), two large profitable European defense/aerospace groups","Backed by Leonardo and Thales, both with deep motorsport-adjacent engineering brand ambitions in Europe; Telespazio's satellite ops/space services positioning fits an F1 tech-partner narrative in Italy (home of Ferrari)"
259,The Exploration Company,exploration.company,France,Satellite & Space Connectivity,Reentry cargo capsules (Nyx),400,Private; $160M Series B closed November 2024 alone clears the $150M-in-24-months bar; total raised approaching/exceeding $200M.,European reusable reentry-capsule challenger (Nyx) positioning as Europe's answer to Dragon; strong founder-led growth story.
260,Tomorrow.io,tomorrow.io,USA,Satellite & Space Connectivity,AI-driven weather intelligence & proprietary radar smallsat constellation,228,"Raised $175M (Feb 2026) + $35M add-on (May 2026) = $210M inside 24 months at a $1B+ valuation, clearing the $150M/24-month leg; cumulative funding ~$535M also clears the $400M leg.","Fast-growing 'weather security' unicorn (Boston/Tel Aviv) serving airlines, US Air Force, Uber and governments with proprietary radar satellites plus AI forecasting; high-visibility motorsport-relevant use case (race-day weather); not an F1 sponsor."
261,True Anomaly,trueanomaly.space,United States,Satellite & Space Connectivity,Space Domain Awareness & Defense Spacecraft,450,"Private; funding $250M+, well above the $150M/24-month bar","Pure-play space-defense company building spacecraft and mission software for space superiority; fast-growing, well-capitalized independent defense-space challenger."
262,u-blox Holding AG,u-blox.com,Switzerland,Satellite & Space Connectivity,"GNSS/positioning chipsets, modules & precise-positioning services",1449,"PE-owned - Advent International completed a $1.3B take-private acquisition (Nov 2025); TTM revenue ~$337M, clearing both the PE-owned+revenue>=$250M leg and the plain revenue leg.","Leading Swiss GNSS/positioning semiconductor and module supplier (automotive, IoT, industrial); newly PE-backed with fresh capital for growth; not currently affiliated with F1."
263,Vantor (formerly Maxar Intelligence),vantor.com,USA,Satellite & Space Connectivity,"Optical/SAR EO imagery, spatial intelligence & analytics",2000,"PE-owned (Advent International/BCI, $6.4B take-private of Maxar); FY2025 revenue ~$487.5M (Clay confirms $500M-1B band) - clears revenue >=$250M leg easily.","The largest US commercial EO/geospatial-intelligence prime (legacy DigitalGlobe/Maxar imagery fleet), rebranded Vantor Oct 2025; deep pockets via PE ownership and defense/intel revenue base; not a current F1 sponsor."
264,Varda Space Industries,varda.com,United States,Satellite & Space Connectivity,Reentry capsules & in-space manufacturing,262,"Private; $250M+ cumulative funding per Clay, including $187M Series C (Aug 2024) within/near the 24-month window.","In-orbit pharma manufacturing + hypersonic reentry capsule technology; novel, telegenic hardware well suited to trackside content."
265,Vast,vastspace.com,United States,Satellite & Space Connectivity,Commercial space stations,1160,"Private; company states ""over a billion dollars in private capital invested,"" clearing the $400M cumulative bar comfortably.","Only company to have flown and operated its own commercial space station module (Haven Demo, 2025); high-momentum challenger brand story."
266,Voyager Technologies,voyagertechnologies.com,United States,Satellite & Space Connectivity,Space stations (Starlab) & national-security space,709,"Public (NYSE: VOYG) since June 2025 IPO; debut valuation ~$3.8B, clears $1B market-cap threshold.","Newly public, high-profile ISS-successor (Starlab) developer looking to build consumer/investor brand awareness."
267,Weathernews Inc.,weathernews.com,Japan,Satellite & Space Connectivity,Private weather & climate-risk intelligence services,600,"Public (Tokyo Stock Exchange: 4825). Clay confirms revenue in the $200-500M band, clearing the revenue >=$250M leg.","World's largest private weather company; ~40 years serving maritime, aviation, energy and land-transport clients across 20+ countries; motorsport-adjacent weather-ops relevance; global footprint (US, EU, APAC); not an F1 sponsor."
268,York Space Systems,yorkspacesystems.com,United States,Satellite & Space Connectivity,Smallsat Bus Manufacturer,474,"Newly public ($YSS, AE Industrial Partners-backed 2025 listing); IPO proceeds exceed $150M raised in last 24 months",High-volume standardized smallsat bus manufacturer for USSF/SDA proliferated constellations; freshly public with fresh growth capital and a fast-scaling defense-space challenger story.
