tab_priority,sector_tab,rank,priority_score,tier,company,domain,hq_country,subsector,sells (what & to whom),employees_est,valuation (date),crossed $1B,latest round,revenue evidence,f1_risk,why_f1 / angle,verify flags
3,Health,28,29,crossed 2025-26,METIS TechBio (剂泰科技),metistechbio.com,China,Biotech & Longevity,"AI-driven nanoparticle drug-delivery platform (AiLNP, NanoForge) and pipeline candidates incl. MTS-004 and MTS-105 (hepatocellular carcinoma)",~150 (est),"$1.2B (per Dealroom, IPO 2026)","2026 (IPO, per Dealroom); most recent disclosed private round was a Series D of RMB 400M (~$55-60M) in August 2025, valuation not disclosed for that round","IPO 2026 (Beijing-based); prior Series D RMB 400M, Aug 2025",Revenue unproven - preclinical/early pipeline nanotech-biotech,"Chinese company - no evidence found of state ownership or sanctions, but flagged for standard extra diligence given HQ; no F1 ties found",Dignity framing: drug-delivery platform aimed at hard-to-treat cancers (hepatocellular carcinoma); moderate sensitivity; ensure no state-ownership issues are confirmed before outreach given China HQ.,f1-risk note; revenue unproven
3,Health,29,29,crossed 2025-26,Pomelo Care,pomelocare.com,USA,Digital Health,"Virtual maternity, fertility, and pediatric care coordinated with payers/employers/labor unions - clinical support for high-risk pregnancy and early childhood",~150 (est),$1.7B,"2026 (mid-year, per industry roundups)","Series C, $92-171M reported total raised, led by Andreessen Horowitz with SV Angel, BoxGroup, Stripes, Plus Capital",Revenue unproven (not disclosed); payer/employer contract model,Low - no F1 ties found,Dignity framing: maternal and infant health for often-underserved populations - high-sensitivity category; messaging must avoid commodifying pregnancy/childbirth outcomes and should defer to clinical framing over marketing.,f1-risk note; revenue unproven
3,Health,30,29,small-cap public,RemeGen,remegen.com,China (HKEX/A-share),Biotech & Longevity,Biologics for autoimmune disease and oncology (telitacicept),"~2,000",~$2-3B market cap (2025),,public company,"revenue reported - telitacicept commercial sales in China, global licensing deals",none known,Autoimmune-disease biologics; dignity framing around restoring normal life for lupus/myasthenia gravis patients,[]
3,Health,31,29,crossed 2025-26,Retro Biosciences,retro.bio,USA,Biotech & Longevity,"Longevity therapeutics platform (autophagy, plasma-inspired therapeutics, cellular reprogramming) including an Alzheimer's clinical-trial pill (RTR242)",~130 (est),$1.8B,2026-05-22,New financing round (initial close) led by 4P Capital; backed by OpenAI CEO Sam Altman,"Revenue unproven - clinical-stage biotech, first human trial underway",Low - no F1 ties found,Dignity framing: Alzheimer's patients and aging populations - high sensitivity; avoid any 'cure' language given trial is early-stage.,f1-risk note; revenue unproven
3,Health,32,29,small-cap public,Zai Lab,zailaboratory.com,China (Nasdaq/HKEX),Biotech & Longevity,"In-licensed and proprietary biopharmaceuticals (oncology, autoimmune, infectious disease)","~1,800",~$2-3B market cap (2025),,public company,revenue reported - multiple commercial oncology products in China,none known,Broad biopharma portfolio bringing Western-developed drugs to Chinese patients; access framing,[]
3,Health,33,28,established unicorn,Gympass (Wellhub),wellhub.com,Brazil/USA,Digital Health,"Corporate wellness benefits platform bundling gym, fitness and wellness access","~2,000","$2.4B (2023 round, rebranded Wellhub 2024)",,"Series F, 2023",revenue reported - enterprise subscriptions across millions of employees,none known,Employee wellness/fitness access; dignity framing around preventive health for team staff and fans,[]
3,Health,34,27,crossed 2025-26,Caris Life Sciences,carislifesciences.com,USA,Medtech & Diagnostics,"Precision-oncology molecular profiling platform (DNA/RNA/protein analysis of tumor tissue and blood, incl. Caris Detect multi-cancer early-detection blood test) for cancer patients, physicians and biopharma partners","~2,500 (est) - established lab/diagnostics company (founded 2008) with 1.1M+ patient cases and 6.5M+ tests completed",$4.2B (per Dealroom; some other reports suggest a higher IPO valuation - treat exact figure as (est)),2025 (IPO),"IPO, 2025 (Irving, TX headquartered)",Has substantial commercial revenue - large-scale precision-oncology diagnostics lab with millions of tests run; specific figures not captured this pass,Low - no F1 ties found; now publicly traded,"Dignity framing: cancer diagnostics directly serving patients - high sensitivity, strong 'precision medicine' narrative; avoid overstating diagnostic certainty in any messaging.",f1-risk note
3,Health,35,27,crossed 2025-26,Kardium,kardium.com,Canada,Medtech & Diagnostics,Globe Pulsed Field System - a cardiac ablation device for treating atrial fibrillation (AFib),~400 (est),$1.7B+ (est) - exact current figure not independently reconfirmed in this research pass,"2024-2025 (est) - reported to have reached unicorn status around 2024; $250M raise in July 2025 and FDA approval (Sept 2025) likely increased valuation further, exact crossing date within window not confirmed","$250M round, July 2, 2025 (CA$340M), supporting commercial launch/manufacturing; prior $104M round June 2024 led by Fidelity Management & Research, T. Rowe Price, Durable Capital Partners","Newly commercial - FDA approval Sept 3, 2025; first commercial procedures announced Oct 1, 2025; Health Canada approval Aug 2026 - revenue still ramping/largely unproven at scale","Low apparent risk, but exact crossing-date-within-window is not fully confirmed - verify before outreach",Dignity framing: AFib treatment for cardiac patients - moderate-high sensitivity; strong 'advancing heart disease treatment' narrative given recent FDA approval.,f1-risk note; revenue unproven
3,Health,36,26,small-cap public,BioAge Labs,bioagelabs.com,USA,Biotech & Longevity,"Longevity biotech targeting metabolic aging pathways (obesity, muscle-aging drugs)",~150,"~$1-1.3B market cap (2025, Nasdaq, IPO Sept 2024)",,IPO Sept 2024,revenue unproven - clinical-stage pipeline,none known,Longevity/muscle-aging drugs; dignity framing around healthy aging and physical vitality,[]; revenue unproven
3,Health,37,26,established unicorn,Tennr,tennr.com,USA,Digital Health,"AI automation for medical referrals, faxes and clinical intake workflows",~150 (est),"~$1.15B (2025 round, est)",,"Growth round, 2025 (est)",revenue reported - fast-growing enterprise contracts with specialty clinics/DME providers,none known,"Backend healthcare workflow automation; efficiency framing, reduces delays in patients receiving care",['valuation figure less certain - est']
3,Health,38,25,established unicorn,Monogram Health,monogramhealth.com,USA,Digital Health,Value-based kidney and chronic-disease care management,"~1,000 (est)",$2.7B (2023 round),,"Series C, 2023",revenue reported - Medicare/Medicaid value-based contracts,none known,Chronic kidney-disease care; dignity framing around delaying dialysis and preserving quality of life,[]
3,Health,39,23,established unicorn,Cityblock Health,cityblock.com,USA,Digital Health,Value-based primary and behavioral care for low-income Medicaid populations,"~2,500",$5.7B (2021 round),,"Series D, 2021",revenue reported - Medicaid managed-care contracts,none known,Care for underserved urban communities; strong dignity/equity framing around access to care,['stale valuation']
3,Health,40,22,established unicorn,Formation Bio,formation.bio,USA,Biotech & Longevity,AI-native pharma company accelerating clinical development,~150 (est),$1.9B (2024 round),,"Series D, 2024",revenue unproven - licensing/development-stage pipeline,none known,AI-accelerated drug development; dignity framing around getting treatments to patients faster,[]; revenue unproven
3,Health,41,22,established unicorn,Pristyn Care,pristyncare.com,India,Medtech & Diagnostics,Tech-enabled day-care surgical clinic chain,"~2,000",$1.4B (2023 round),,"Series F, 2023",revenue reported - growing surgical procedure volume,none known,"Accessible, affordable surgical care in India; equity-of-access framing",[]
3,Health,42,21,crossed 2025-26,Livsmed,livsmed.com,South Korea,Medtech & Diagnostics,"ArtiSential multi-joint articulating laparoscopic surgical instruments; developing STARK, a home-grown surgical robot",~400 (est),~$1B (₩1.4 trillion market cap),2025-12-24 (KOSDAQ IPO),"IPO raised ₩135.9B (~$94M) at ₩55,000/share - largest KOSDAQ IPO of 2025",Has commercial revenue - established surgical-instrument maker with existing product sales prior to IPO,Low - no F1 ties found; South Korean medtech manufacturer,"Dignity framing: minimally invasive surgical tools improving patient outcomes; moderate sensitivity, technical/engineering narrative fits well.",f1-risk note
3,Health,43,21,crossed 2025-26,Science Corporation,sciencecorp.com,USA,Medtech & Diagnostics,"Therapeutic implantable devices, incl. the Science Eye retinal/vision-restoration implant program and other neurotechnology (led by Max Hodak, ex-Neuralink)",~180 (est),$1.5B (est),2026 (per industry roundup; exact date/round terms not independently confirmed - flagged as (est)),Details unconfirmed (est) - unable to verify primary round size/lead investor from public sources checked,Revenue unproven - clinical/device development stage,"Low apparent risk, but confidence in this entry is lower than others given limited primary-source verification; recommend re-confirming valuation/round before outreach","Dignity framing: restoring vision to blind patients is a powerful, sensitive narrative - any sponsorship messaging must avoid overpromising on unapproved/investigational device outcomes.",f1-risk note; valuation provisional; revenue unproven
3,Health,44,20,established unicorn,Biosplice Therapeutics,biosplice.com,USA,Biotech & Longevity,"Small-molecule drugs targeting aging pathways (osteoarthritis, hair loss, oncology)",~200 (est),$12B (last priced ~2018-2019 as Samumed; no confirmed refresh since),,Series E era; no public raise since rename to Biosplice,revenue unproven - pipeline still in mid/late-stage clinical trials,none known,Longevity/joint-health biotech; dignity framing around restoring mobility and quality of life for aging fans and former drivers,['stale valuation']; revenue unproven
3,Health,45,19,established unicorn,Abogen Biosciences,abogen.com,China,Biotech & Longevity,mRNA vaccine and therapeutics development,~500 (est),$3.7B (2021-2022 rounds),,Series C,revenue reported - approved mRNA COVID vaccine in China,none known,mRNA vaccine platform; public-health relevance and pandemic-preparedness story,['stale valuation']
3,Health,46,19,established unicorn,Cerebral,cerebral.com,USA,Digital Health,Telehealth for mental health and medication management,~500 (est),$4.8B (2021 round; unrefreshed since),,"Series C, 2021",revenue unproven post-2022 - DEA/FTC scrutiny led to a prescribing pullback and business contraction,none known,"Mental-health telehealth access; dignity framing around destigmatized care, though regulatory history warrants caution","['stale valuation', 'regulatory controversy - use caution before outreach']; revenue unproven"
3,Health,47,19,established unicorn,Color Health,color.com,USA,Digital Health,Genomic cancer-risk screening and virtual-first care programs,~600 (est),$4.6B (2021 round),,"Series E, 2021",revenue reported - public-health testing contracts and employer screening programs,none known,Genetic cancer-risk screening; dignity framing around early detection and prevention for fans and staff,['stale valuation']
3,Health,48,19,established unicorn,Kry (Livi),kry.se,Sweden,Digital Health,Video-based primary-care telehealth across Europe,"~1,300",$2B (2021 round),,"Series E, 2021","revenue reported, but company disclosed cost-cutting/restructuring in 2022-2023",none known,Pan-European telehealth; access-to-care angle overlapping several European GP markets,"['stale valuation', 'reported financial pressure/restructuring']"
3,Health,49,19,established unicorn,Somatus,somatus.com,USA,Digital Health,Kidney-disease value-based care management,"~1,500",$2.5B (2021-2022 round),,"Series D, 2022",revenue reported - value-based payer contracts,none known,Kidney-care management; dignity framing around delaying dialysis and improving daily life,['stale valuation']
3,Health,50,16,established unicorn,Biofourmis,biofourmis.com,USA/Singapore,Digital Health,AI-powered remote patient monitoring and virtual/hospital-at-home care platform,~500,$1B+ (2021-2022 round),,"Series D, 2021-2022",revenue reported - hospital-at-home program contracts,none known,Remote monitoring enabling hospital-level care at home; dignity framing around recovering in familiar surroundings,['stale valuation']
3,Health,51,16,established unicorn,Halodoc,halodoc.com,Indonesia,Digital Health,"Telehealth, e-pharmacy and lab-testing super-app","~1,200",~$1B+ (2022 round),,"Series D, 2022",revenue reported - large Southeast Asia user base,none known,"Healthcare access across Southeast Asia; equity/access framing, overlaps Singapore GP regional fanbase",['stale valuation']
3,Health,52,16,established unicorn,Insightec,insightec.com,Israel,Medtech & Diagnostics,Focused-ultrasound therapy devices for non-invasive brain and tumor treatment,~600,$1.3B+ (2021-2022 round),,"Series F, 2021-2022","revenue reported - commercial installs treating essential tremor, Parkinson's tremor and tumors",none known,Non-invasive brain treatment via focused ultrasound; powerful dignity framing around treating tremor and cancer without incisions,['stale valuation']
3,Health,53,16,established unicorn,Strive Health,strivehealth.com,USA,Digital Health,Value-based kidney-care management,"~1,000",~$1.2B (2022 round),,"Series C, 2022",revenue reported - value-based payer contracts,none known,Kidney-disease care management; dignity framing around delaying dialysis,['stale valuation']
3,Health,54,16,established unicorn,Valo Health,valohealth.com,USA,Biotech & Longevity,AI-driven drug discovery and development platform,~250 (est),$2.7B (2021 round),,"Series C, 2021","revenue unproven - pipeline in early-mid clinical stages, pharma collaboration revenue",none known,AI drug discovery; innovation-forward story,['stale valuation']; revenue unproven
3,Health,55,16,established unicorn,WeDoctor,wedoctor.com,China,Digital Health,"Online healthcare platform combining telehealth, e-pharmacy and health insurance","~5,000 (est)","$6.8-7B (last major round 2021, Tencent-backed)",,2021 round,revenue reported - platform transaction and insurance-premium fees,none known,Large-scale China telehealth reach; dignity framing around patient access to care in underserved regions,['stale valuation']
4,Energy & Climate,1,73,crossed 2025-26,Kraken Technologies,kraken.tech,United Kingdom,Batteries & Grid,"SaaS 'operating system' for utilities worldwide - billing, grid flexibility, virtual power plant orchestration, and customer platform, licensed to energy retailers/utilities globally",500+ (est),$8.65B,"Dec 2025/Jan 2026 (formal spin-out from Octopus Energy Group with independent $1B equity stake sale, ahead of planned standalone separation mid-2026)","Stake sale ($1B equity sold to D1 Capital, Fidelity International, Durable Capital, Ontario Teachers')","Real revenue - contracted annual revenue exceeded $500M, grown 4x in three years",none known - distinct newly independent entity from parent Octopus Energy (already in database); no F1 ties found,Grid/utility software 'operating system' narrative is a strong climate-software fit for F1 Net Zero 2030 and grid-decarbonization technical-partner positioning; large confirmed revenue de-risks the sponsorship case.,
4,Energy & Climate,2,62,crossed 2025-26,Fuse Energy,fuse.energy,United Kingdom,Batteries & Grid,"Vertically integrated clean energy company - owns renewable generation (solar/wind), supplies household electricity and gas, EV charging, and energy trading",150-300 (est),"$5B (Dec 2025), crossed $1B in July 2025",July 2025,July 2025 raise (Lowercarbon/Balderton) at ~$1B; $70M round Dec 2025 at $5B,Real revenue - ARR grew from ~$100M to ~$300M within months in 2025; ~7x YoY revenue growth reported Q3 2025,none known,Fast-growing UK clean-energy retailer/generator; strong consumer brand and UK base fit F1's British teams and a household-facing sustainable-energy sponsorship story.,
4,Energy & Climate,3,49,crossed 2025-26,CMBlu Energy,cmblu.com,Germany,Batteries & Grid,"Organic SolidFlow long-duration flow batteries (non-lithium) for utility, grid operator, data center and industrial storage",~250,€1B+ (~$1.1B),"April 30, 2026",Growth round (undisclosed size); commercial scale-up backed by Uniper 5 GWh framework agreement,"Real revenue - approaching $100M revenue range; operational 1 GWh gigafactory in Alzenau, Germany",none known,"Germany's first non-lithium battery unicorn; long-duration storage story fits F1 Net Zero 2030 grid-decarbonization and factory/paddock energy-storage sponsorship angles, especially for German-market partners.",
4,Energy & Climate,4,43,crossed 2025-26,General Matter,generalmatter.com,USA,Fusion & Nuclear,Domestic HALEU/LEU uranium enrichment technology and fuel production for advanced/next-gen nuclear reactors,51-150 (est),"~$2B pre-money (reported, March 2026) - round not publicly confirmed as closed","Reported March 2026 (unconfirmed - flagged: raise was described as 'in progress' in reporting, no official close announcement found)","Reported Series B, ~$500M target (unconfirmed close); prior confirmed Series A was $50M (April 2025, led by Founders Fund)","revenue unproven commercially, but holds a $900M U.S. DOE contract for HALEU enrichment capacity",none known,Nuclear fuel security ties into the broader next-gen nuclear/clean firm power sponsorship narrative; include with caution given unconfirmed equity round close.,valuation provisional; revenue unproven
4,Energy & Climate,5,40,crossed 2025-26,ENN Fusion,enn.cn,China,Fusion & Nuclear,Proton-boron (hydrogen-boron) fusion reactor technology; developing the Helong-2 spherical-torus demonstrator,100-200 (est),RMB 10.6B (~US$1.47B),H1 2026 (Pre-A round),"Pre-A, ~$300M raised, led by Loongson Venture Capital, CAS Star, Matrix Partners China",revenue unproven - subsidiary is pre-commercial fusion R&D; parent ENN Group is a large private clean-energy conglomerate with substantial independent revenue,"none known - privately held (ENN Group), not state-owned; no F1 ties found",Highest-valued private fusion company in China; fits a China-market clean-energy sponsorship or technical-partner narrative tied to F1's sustainable-fuel era and growing China GP profile.,revenue unproven
4,Energy & Climate,6,40,crossed 2025-26,Rondo Energy,rondo.com,USA,Batteries & Grid,Electrified Thermal Energy Storage (industrial heat batteries) converting intermittent renewable power into continuous industrial heat and power,51-200 (est),~$1.6B (est) - reported via secondary-market pricing; no officially announced Series C confirming this figure,~mid-2026 (unconfirmed/est - flagged: valuation not corroborated by an official funding announcement),Reported Series C (unannounced/unconfirmed); prior confirmed rounds include an oversubscribed $75M Series A at $500M valuation,"revenue unproven in public disclosures, though has live commercial deployments (first large thermal battery operating at a California oil field)",none known,Industrial heat decarbonization is a growing F1 supply-chain/manufacturing sustainability theme (factory decarbonization under Net Zero 2030); include with caution given unconfirmed valuation.,valuation provisional; revenue unproven
4,Energy & Climate,7,37,crossed 2025-26,Osapiens,osapiens.com,Germany,Climate & Carbon,"SaaS platform for ESG, supply-chain due-diligence and carbon/emissions compliance (CSRD, CSDDD, EUDR reporting)",500+ (est),$1.1B+,January 2026,"Series C, $100M, led by Decarbonization Partners",Real revenue - enterprise SaaS with a large paying customer base across European supply-chain compliance (specific ARR undisclosed),none known,Climate/ESG compliance software fits F1 team and sponsor supply-chain decarbonization reporting needs under Net Zero 2030; strong enterprise revenue and European base support a credible technical/software-partner pitch.,
4,Energy & Climate,8,32,Tier 3,Canadian Solar,canadiansolar.com,Canada,Renewables & Developers,Solar module manufacturing plus utility-scale solar/storage project development (Recurrent Energy),"~13,000","~$1-2B market cap (public, NASDAQ: CSIQ, volatile)",,Public equity (NASDAQ: CSIQ),"revenue-generating - ~$6-7B annual revenue, global module manufacturer and developer",low,Global solar manufacturer/developer fits panel-sourcing and Net Zero 2030 supply chain narrative,"['public small/mid-cap fill - market cap volatile, verify at time of outreach']; f1-risk note"
4,Energy & Climate,9,32,Tier 2,ReNew Energy Global (ReNew Power),renew.com,India,Renewables & Developers,"Utility-scale solar, wind, hybrid and storage independent power production; green hydrogen projects","~4,500 (est)","~$2-3B market cap (public, NASDAQ: RNW)",,"Public equity (SPAC listing 2021, NASDAQ: RNW)","revenue-generating - ~$1B+ annual revenue, one of India's largest IPPs",low,India-based renewables scale-up fits F1's emerging-market Net Zero 2030 sourcing and India GP market presence,"['public fill - confirm current market cap, non-controlling promoter group']; f1-risk note"
4,Energy & Climate,10,32,Tier 2,Sunrun,sunrun.com,USA,Renewables & Developers,"Residential solar and home battery storage installation, financing and virtual power plant aggregation","~10,000","~$2-4B market cap (public, NASDAQ: RUN, fluctuates)",,Public equity (NASDAQ: RUN),"revenue-generating - ~$2B+ annual revenue, largest US residential solar installer",low,Residential VPP fleet fits home electrification/Net Zero 2030 fan-engagement narrative,"['public small/mid-cap fill - verify current market cap before pitch, share price volatile']; f1-risk note"
4,Energy & Climate,11,31,Tier 2,Hero Future Energies,herofutureenergies.com,India,Renewables & Developers,"Solar, wind and hybrid renewable power generation for utility and C&I customers",~700 (est),"~$2.3-2.5B (est, based on 2023 ADIA investment)",,"Strategic investment, 2023 (ADIA, ~$450M for minority stake)",revenue-generating - multi-GW operating and under-construction India renewables portfolio,low,"Hero Group-backed India renewables platform, fits India GP and Net Zero 2030 sourcing narrative",['valuation is estimate derived from disclosed stake price']; f1-risk note
4,Energy & Climate,12,31,Tier 3,Serentica Renewables,serentica.com,India,Renewables & Developers,"Round-the-clock renewable power (solar+wind+storage) for industrial/C&I offtakers, part of Vedanta group",~200 (est),"~$1.4B (2024 funding round, est)",,"Growth funding, 2024 (~$400M raised)",revenue unproven at scale - early-stage RTC renewable projects under construction,low,Round-the-clock clean power for heavy industry fits Net Zero 2030 grid-reliability angle for India operations,"['valuation est - recently formed platform, limited public financials']; f1-risk note; revenue unproven"
4,Energy & Climate,13,28,Tier 2,Pattern Energy Group,patternenergy.com,USA,Renewables & Developers,"Wind, solar and transmission infrastructure development and operation",~650 (est),"~$2.6B+ (est, based on 2020 PSP Investments full buyout price)",,"Full buyout by PSP Investments, 2020 (~$2.6B)",revenue-generating - operates multi-GW wind/solar/transmission portfolio across North America,low,Major North American renewables + transmission developer fits Net Zero 2030 grid-infrastructure story,['valuation stale (2020 buyout) - est']; f1-risk note
4,Energy & Climate,14,26,crossed 2025-26,Pacific Fusion,pacificfusion.com,USA,Fusion & Nuclear,Magneto-inertial (pulsed-power) fusion energy systems targeting net facility gain and eventual commercial fusion power plants,150-300 (est),"$1B+ (milestone-based Series A, growing beyond initial $900M tranche)","2025 (Series A closed 2024-2025, valuation confirmed crossing $1B through 2025 milestone tranches; $1B manufacturing campus announced Sept 2025)",Series A (milestone-based structure),"revenue unproven - pre-commercial R&D stage, no product revenue","none known - no sponsorship, ownership, or personnel ties to F1 identified",Fusion is the flagship 'ultimate clean power' story for F1 Net Zero 2030 messaging; strong US hardware-tech narrative for team title/technical partners seeking a moonshot clean-energy association.,revenue unproven
4,Energy & Climate,15,20,Tier 2,ACME Solar Holdings,acme.in,India,Renewables & Developers,"Utility-scale solar power generation, green hydrogen/ammonia in development",~600 (est),"~$2-3B market cap (public, NSE listed since Nov 2024 IPO)",,"IPO, November 2024 (NSE: ACMESOLAR)",revenue-generating - operating multi-GW Indian solar portfolio,low,"Newly public India solar major, fits India GP and Net Zero 2030 sourcing narrative","['public fill - recently listed, verify post-IPO market cap']; f1-risk note"
4,Energy & Climate,16,20,Tier 2,Alpitronic,alpitronic.it,Italy,Batteries & Grid,DC fast-charging hardware for EV charging networks and fleets,~900 (est),"~€1.5B+ (est, per 2024 press reports of KKR/private-equity acquisition interest)",,Private equity buyout talks reported 2024 (still founder-majority as of last confirmed reporting),"strong revenue - reported ~€500M+ 2023 revenue, profitable, fast-growing DC fast-charger market share leader in Europe",low,Charging-network hardware backbone for EV rollout; fits paddock/fan EV-charging activation angle around F1's electrification push,"['valuation from press reports, not a confirmed priced round - est']; f1-risk note"
4,Energy & Climate,17,20,Tier 2,Boralex,boralex.com,Canada,Renewables & Developers,"Wind, solar and storage power generation across Canada, US and France",~700 (est),"~CAD 3B / ~$2.2B market cap (public, TSX: BLX)",,Public equity (TSX: BLX),revenue-generating - operating multi-GW wind/solar/storage portfolio,low,Canada/France renewables developer fits Canadian/French GP calendar and Net Zero 2030 sourcing,['public small/mid-cap fill - verify current market cap (CAD)']; f1-risk note
4,Energy & Climate,18,20,Tier 3,CleanMax,cleanmax.com,India,Renewables & Developers,Commercial & industrial rooftop and open-access solar/wind power solutions,~700 (est),"~$1B (est, per 2024 JSW Neo Energy minority-stake investment)",,"Strategic minority investment, 2024 (JSW Neo Energy)",revenue-generating - large India C&I renewables customer base,low,"India C&I clean-power leader, fits corporate Net Zero 2030 sourcing and India GP tie-in",['valuation is estimate - exact stake price not fully disclosed']; f1-risk note
4,Energy & Climate,19,20,Tier 2,Continuum Green Energy,continuumgreen.com,India,Renewables & Developers,"Wind, solar and hybrid renewable power generation for grid and C&I offtake",~500 (est),"~$1.5-2B (est, pre-IPO 2024 filing basis)",,"Pre-IPO / late-stage, 2024 (Temasek, Morgan Stanley Infrastructure backed)",revenue-generating - operating multi-GW Indian renewables portfolio,low,"India-based renewables scale-up preparing IPO, fits India GP and Net Zero 2030 sourcing narrative",['valuation est - IPO pricing not yet finalized as of last data']; f1-risk note
4,Energy & Climate,20,20,Tier 2,Northland Power,northlandpower.com,Canada,Renewables & Developers,"Offshore wind, onshore renewables and natural-gas-to-clean transition power generation",~900 (est),"~CAD 5B / ~$3.6B market cap (public, TSX: NPI)",,Public equity (TSX: NPI),revenue-generating - operating offshore wind portfolio in Europe/Asia plus Canadian assets,low,Offshore wind developer with European/Asian projects fits Net Zero 2030 grid-power narrative,"['market cap may exceed $3B fill ceiling - verify before treating as small/mid-cap fill', 'public small/mid-cap fill']; f1-risk note"
4,Energy & Climate,21,18,Tier 1,Vena Energy,venaenergy.com,Singapore,Renewables & Developers,"Solar, wind and battery storage development across Asia-Pacific","~1,000 (est)","~$5B (est, based on 2022 GIP-led acquisition of Vena's parent stake)",,"Ownership transition to GIP/consortium, 2022",revenue-generating - large operating APAC renewables portfolio,low,Leading APAC renewables platform; ties to F1's Asia-Pacific race calendar and regional Net Zero sourcing,['valuation stale (2022 deal) - est']; f1-risk note
4,Energy & Climate,22,17,Tier 2,1KOMMA5°,1komma5grad.com,Germany,Batteries & Grid,"Integrated home energy platform - solar, home battery, EV charging, heat pumps, smart energy management software (""Heartbeat"")","~5,000 (est, via installer roll-up acquisitions)",~$1.1B+ (unicorn since Aug 2023 round),,"Growth round, 2023 (~€225M, Sofina/EQT-affiliated investors)",revenue-generating - reported ~€800M-1B 2023 revenue via roll-up of European solar/HVAC installers,low,Residential VPP/battery-plus-EV-charging platform fits fan-facing home electrification and grid-flexibility storyline for Net Zero 2030,"['valuation est, aggregated from last disclosed round']; f1-risk note"
4,Energy & Climate,23,17,Tier 2,Avaada Group,avaada.com,India,Renewables & Developers,Solar and green hydrogen/ammonia project development,"~1,000 (est)","~$1.5-2B (est, based on British International Investment and other institutional funding rounds)",,"Growth funding, 2022-24 (BII, others)","revenue-generating - operating multi-GW Indian solar portfolio, green hydrogen projects in development",low,"India solar-to-hydrogen developer, ties to Net Zero 2030 and 2026 sustainable-fuel supply chain research",['valuation is estimate - no single confirmed priced round found']; f1-risk note
4,Energy & Climate,24,17,Tier 2,Encavis AG,encavis.com,Germany,Renewables & Developers,Solar and wind independent power production across Europe,~350 (est),~€2.8B (2023-24 KKR/Viessmann take-private deal),,"Take-private acquisition by KKR consortium, closed 2024 (~€2.8B)",revenue-generating - operating pan-European solar/wind portfolio,low,Now-private European IPP fits F1's European race calendar and Net Zero 2030 power-sourcing narrative,['valuation from 2024 deal basis']; f1-risk note
4,Energy & Climate,25,17,Tier 1,Greenko Energy Holdings,greenkogroup.com,India,Renewables & Developers,"Integrated renewable energy - wind, solar, pumped-storage hydro, green hydrogen/ammonia","~4,000 (est)","~$5-6B (est, based on GIC/ORIX/ADIA equity stakes)",,"Strategic equity from GIC, ORIX, ADIA (ongoing, most recent 2022-23)",revenue-generating - multi-GW operating renewable + pumped-storage portfolio,low,Largest pumped-hydro-backed renewables platform in India; fits grid-firming/Net Zero 2030 and India GP tie-in,['valuation is estimate derived from investor stake pricing']; f1-risk note
4,Energy & Climate,26,17,Tier 3,Grenergy Renovables,grenergy.com,Spain,Renewables & Developers,"Solar, wind and battery storage project development, primarily Spain and Latin America",~700 (est),"~€1.6-2B market cap (public, BME: GRE)",,Public equity (BME Growth/Madrid listing),"revenue-generating - operating and under-construction solar/storage pipeline in Spain, Chile, Peru",low,"Iberian/LATAM renewables developer, fits Spanish GP and LATAM Net Zero sourcing narrative",['public small/mid-cap fill - verify current market cap']; f1-risk note
4,Energy & Climate,27,17,Tier 2,Haldor Topsoe (Topsoe),topsoe.com,Denmark,Hydrogen & Fuels,"Electrolyzer technology (SOEC), catalysts and process technology for green hydrogen, ammonia and e-fuels production","~2,800 (est)","$1B+ (est, foundation-owned; not VC-priced - implied via ~$1.5B+ annual revenue scale)",,Foundation-owned (Topsoe Holding A/S); no public equity round,revenue-generating - established multi-decade industrial revenue base,low,SOEC electrolyzer/e-fuels catalyst leader directly relevant to F1's 2026 sustainable-fuel transition supply chain,"['not VC-backed; valuation implied from revenue scale, not a priced round - est']; f1-risk note"
4,Energy & Climate,28,17,Tier 3,Innergex Renewable Energy,innergex.com,Canada,Renewables & Developers,"Hydro, wind, solar and battery storage independent power production",~600 (est),"~CAD 2.2B / ~$1.6B market cap (public, TSX: INE)",,Public equity (TSX: INE),revenue-generating - operating multi-GW North/South American and French renewables portfolio,low,Diversified North American IPP fits Canadian GP and Net Zero 2030 grid-power sourcing,['public small/mid-cap fill - verify current market cap (CAD)']; f1-risk note
4,Energy & Climate,29,17,Tier 2,Zenobe Energy,zenobe.com,United Kingdom,Batteries & Grid,"Grid-scale battery storage, EV fleet financing/charging infrastructure, second-life EV battery storage",~650 (est),"$1B+ (est; KKR-backed £600M+ debt+equity package, 2023)",,"Debt+equity facility, 2023 (KKR infrastructure fund)",revenue-generating - operates one of UK's largest battery storage fleets plus commercial EV bus/fleet charging contracts,low,Grid-balancing storage + EV fleet electrification aligns with F1 paddock power/logistics decarbonization and 2026 hybrid-era energy story,['valuation is estimate - no disclosed equity valuation figure']; f1-risk note
